Year,Country,Traffic Index Rank,Traffic Index,Time Index (in minutes),Time Exp. Index,Inefficiency Index,CO2 Emission Index
2019.01,United Kingdom,38,133.25,34.62,505.32,161.45,4025.59
2019.01,New Zealand,39,129.21,31.19,172.87,161.61,5207.49
2019.01,France,40,128.21,35.27,596.62,129.13,3266.3
2019.01,Romania,41,126.84,34.36,470.73,128.03,3537.39
2019.01,Greece,42,124.32,32.2,245.9,139.33,4177.56
2019.01,Hungary,43,123.85,35.17,581.8,130.57,2823.4
2019.01,Latvia,44,120.01,31.45,189.92,124.73,4046.96
2019.01,Georgia,45,116.99,34.34,468.79,142.4,2407.37
2019.01,Oman,46,115.93,21.51,21.51,246.5,5487.2
2019.01,Taiwan,47,112.45,30.9,155.2,135.76,3299.82
2019.01,Poland,48,112.3,32.15,242.26,102.03,2968.09
2019.01,Portugal,49,109.89,29.02,72.77,117.93,3780.29
2019.01,Belarus,50,109.79,28.78,65.85,92.89,4002.28
2019.01,Kazakhstan,51,109.17,29.75,98.84,88.3,3609.22
2019.01,Spain,52,108.12,29.42,86.18,123.49,3399.99
2019.01,Netherlands,53,107.4,29.87,103.74,176.67,2921.87
2019.01,Croatia,54,105.79,29.11,75.74,104.24,3337.56
2019.01,Vietnam,55,105.18,28.33,54.72,109.43,3479.98
2019.01,Slovakia,56,104.58,29.58,92.17,191.57,2658.3
2019.01,Serbia,57,103.55,29.74,98.42,113.47,2834.61
2019.01,Sweden,58,101.79,30.29,123,131.76,2394.14
2019.01,Lithuania,59,99.6,27.15,35.17,93.13,3234.62
2019.01,Bulgaria,60,98.58,28.79,66.14,88.72,2729.49
2019.01,Germany,61,98.09,29.91,105.71,114.59,2226.46
2019.01,Slovenia,62,97.65,24.81,24.81,132,3177.34
2019.01,North Macedonia,63,96.09,27.94,46.62,102.06,2623.36
2019.01,Czech Republic,64,94.93,30.02,110.22,75.95,2088.68
2019.01,Norway,65,94.54,27.12,34.86,115.65,2576.96
2019.01,Finland,66,94.01,30.41,128.6,83.28,1860.6
2019.01,Iceland,67,92.95,19.74,19.74,74.23,3618.09
2019.01,Bosnia And Herzegovina,68,92.76,26.43,29.05,69.82,2765.78
2019.01,Switzerland,69,90.28,29.05,73.9,98.73,1822.8
2019.01,Cyprus,70,90.08,20.27,20.27,60.39,3310.09
2019.01,Denmark,71,87.1,28.51,58.95,110.57,1631.47
2019.01,Estonia,72,83.54,25.75,26.2,117.32,1751.07
2019.01,Austria,73,78.08,25.15,25.16,73.47,1547.64
2019.06,Kenya,1,270.43,56.11,11483.39,281.01,8171.74
2019.06,Sri Lanka,2,265.13,55.54,10923.47,327.03,7568.75
2019.06,Bangladesh,3,256.16,57.08,12481.83,326.44,4801.11
2019.06,Egypt,4,231.27,48.28,5247.03,283.08,8784.52
2019.06,Iran,5,219.2,48.02,5087.16,236.02,7140.27
2019.06,Peru,6,218.3,49.16,5798.3,264.82,5886.55
2019.06,Jordan,7,205.6,43.54,2843.44,236.64,8714.49
2019.06,India,8,203.36,46.21,4083.89,238.18,6053.65
2019.06,Indonesia,9,197.36,43.46,2811.73,245.91,7256.48
2019.06,Turkey,10,194.07,44.45,3233.56,214.14,6102.23
2019.06,South Africa,11,194.04,39.88,1578.27,242.28,9775.59
2019.06,Philippines,12,193.59,43.87,2982.27,239.79,6340.38
2019.06,Colombia,13,185.22,45.28,3617.89,196.12,4328.01
2019.06,Russia,14,185.06,45.25,3603.77,187.5,4366.92
2019.06,Brazil,15,180.29,42.31,2363.93,203.8,5638.01
2019.06,United Arab Emirates,16,174.83,37.17,929.65,260.33,8285.63
2019.06,Panama,17,173.72,37.33,960.26,204.98,8297.7
2019.06,Thailand,18,172.2,38.45,1208.78,215.79,7105.4
2019.06,Lebanon,19,169.81,36.13,735.8,193.42,8582.68
2019.06,Argentina,20,169.39,42.09,2285.64,183.74,4347.48
2019.06,Mexico,21,169.29,38.15,1139.6,201.36,6919.68
2019.06,Malaysia,22,165.94,36.55,809.98,181.17,7650.81
2019.06,Pakistan,23,160.79,37.99,1102.63,181.13,5796.08
2019.06,Kuwait,24,160.42,34.73,520.63,188.78,7943.59
2019.06,China,25,160.3,41.64,2127.21,170.79,3537.52
2019.06,Ecuador,26,160.26,38.18,1145.31,147.99,5787.74
2019.06,Australia,27,150.76,35.66,658.37,191.23,5716.85
2019.06,Singapore,28,150.28,41.3,2013,156.7,2662.19
2019.06,Uruguay,29,149.59,40.37,1720.7,157.03,3048.24
2019.06,United States,30,148.54,32.66,285.48,198.77,7206.6
2019.06,Israel,31,146.37,35.43,621.15,159.46,5385.79
2019.06,Ukraine,32,146.29,38.44,1207.07,134.41,3783.21
2019.06,Qatar,33,144.78,31.14,169.74,148.95,7816.84
2019.06,South Korea,34,144.46,39.6,1502.3,155.33,2876.42
2019.06,Ireland,35,142.76,36.53,805.61,170.21,4199.1
2019.06,Morocco,36,139.61,36.83,862.11,151.43,3734.68
2019.06,Canada,37,139.58,33.63,383.95,177.92,5331.57
2019.06,Hong Kong,38,137.64,41.09,1945.79,145.39,1630.56
2019.06,Belgium,39,136.97,34.61,503.32,165.98,4494.65
2019.06,Italy,40,136.61,34.87,539.32,164.18,4316.38
2019.06,United Kingdom,41,134.43,34.75,522.9,162.66,4103.05
2019.06,Saudi Arabia,42,134.14,29.14,76.75,167.18,6940.62
2019.06,Romania,43,131.04,34.84,534.52,138.25,3761.07
2019.06,Georgia,44,130.45,36.55,809.11,157.27,2800.18
2019.06,Greece,45,130.4,33.36,354.97,143.16,4386.86
2019.06,Chile,46,128.96,35.55,640.59,115.79,3287.47
2019.06,Japan,47,128.36,38.64,1254.93,137.84,1810.32
2019.06,New Zealand,48,126.87,30.72,145.03,158.22,5117.51
2019.06,Hungary,49,125.5,35.83,684.85,133.25,2699.49
2019.06,France,50,124.47,34.55,496.16,126.62,3179.46
2019.06,Latvia,51,115.99,31.07,165.66,116.39,3752.9
2019.06,Taiwan,52,115.72,32.03,232.28,139.44,3208.16
2019.06,Oman,53,114.59,21.1,21.1,237.11,5401.85
2019.06,Kazakhstan,54,111.9,31.64,203.59,86.25,3215.05
2019.06,Portugal,55,110.87,29.2,78.8,117.92,3835.86
2019.06,Poland,56,110.68,31.68,206.36,100.7,2981.48
2019.06,Belarus,57,110.68,30.29,122.82,90.43,3576.27
2019.06,Vietnam,58,108.31,29.65,94.71,117.46,3374.5
2019.06,Spain,59,107.44,29.3,82.03,125.36,3351.17
2019.06,Croatia,60,107.33,29.88,104.43,108.16,3229.03
2019.06,Serbia,61,106.51,30.2,118.37,120.06,2967.74
2019.06,Netherlands,62,102.96,29.42,86.09,163.79,2649.4
2019.06,Slovenia,63,102.96,26.7,30.93,152,3407.38
2019.06,Sweden,64,101.88,30.04,110.99,136.34,2463.38
2019.06,Slovakia,65,100.39,28.42,56.76,182.81,2592.62
2019.06,Germany,66,99.75,30.39,127.73,112.56,2251.16
2019.06,Bulgaria,67,98.72,28.99,71.96,89.18,2683.74
2019.06,North Macedonia,68,98.45,28.98,71.7,107.97,2561.76
2019.06,Cyprus,69,97.1,21.06,21.06,93.56,3817.02
2019.06,Lithuania,70,96.85,26.34,28.55,88.48,3109.06
2019.06,Finland,71,95.2,30.62,139.77,81.21,1913.75
2019.06,Norway,72,93.83,27.24,36.25,113.89,2489.13
2019.06,Switzerland,73,93.38,29.12,75.92,101.4,2068.61
2019.06,Czech Republic,74,93.17,29.74,98.64,75.16,2009.14
2019.06,Iceland,75,93.02,19.49,19.49,79.82,3621.54
2019.06,Bosnia And Herzegovina,76,93,26.8,31.77,70.54,2720.95
2019.06,Denmark,77,89.32,29.6,92.81,119.3,1534.29
2019.06,Estonia,78,84.85,25.49,25.64,109.49,1920.94
2019.06,Austria,79,79.25,25.41,25.5,73.71,1616.4
2020.01,Nigeria,1,308.03,61.08,17169.05,521.62,8664.11
2020.01,Sri Lanka,2,293.36,59.01,14627.68,495.15,8308.2
2020.01,Kenya,3,274.71,56.65,12039.3,290.75,8332.78
2020.01,Bangladesh,4,255.21,56.73,12120.25,320.18,4969.07
2020.01,Egypt,5,240.72,49.78,6207.28,295,9021.61
2020.01,Iran,6,220.43,48.01,5086.37,240.39,7325.43
2020.01,Peru,7,214.86,48.33,5274.72,263.59,6032.61
2020.01,India,8,207.52,46.99,4499.49,243.01,6062.42
2020.01,Philippines,9,198.84,44.63,3314.83,248.96,6538.48
2020.01,Colombia,10,198.41,47.49,4781.38,213.61,4509.33
2020.01,Jordan,11,196.77,42.03,2263.9,222.67,8507.33
2020.01,Turkey,12,195.21,44.65,3322.85,213.33,6133.12
2020.01,Indonesia,13,194.61,43.11,2670.23,244.32,7087.87
2020.01,South Africa,14,192.03,39.43,1456.58,243.28,9768.47
2020.01,Russia,15,186.58,45.3,3629.46,197.02,4488.22
2020.01,Lebanon,16,177.71,37.38,972.28,197.27,9044.34
2020.01,Mexico,17,177.05,39.39,1445.66,244.77,7054.06
2020.01,Brazil,18,176.71,41.7,2148.37,201.35,5545.94
2020.01,Argentina,19,173.16,43.08,2658.68,185.34,4212.8
2020.01,United Arab Emirates,20,173.12,36.85,865.76,256.25,8251.19
2020.01,Thailand,21,170.6,38.23,1156.49,211.31,7026.57
2020.01,Malaysia,22,169.14,37.03,901,189.81,7800.49
2020.01,Panama,23,168.93,36.48,797.19,199.57,8116.68
2020.01,Pakistan,24,163.76,38.56,1234.86,187.73,5830.96
2020.01,China,25,161.88,41.81,2188.41,175.22,3605.88
2020.01,Kuwait,26,158.89,34.44,481.38,187.16,7891.12
2020.01,Ecuador,27,158.24,37.55,1006.27,145.76,5912.67
2020.01,United States,28,151.18,32.89,307.3,236.15,7291.28
2020.01,Uruguay,29,151.17,39.89,1582.88,156.55,3478.87
2020.01,Israel,30,149.78,35.91,698.68,163.28,5573.94
2020.01,Ireland,31,148.67,37.68,1034.08,175.21,4303.28
2020.01,Singapore,32,148.61,41.31,2016.11,150.58,2512.97
2020.01,Ukraine,33,147.92,38.65,1257.31,135.5,3865.09
2020.01,Australia,34,146.52,34.73,520.25,201.3,5593.02
2020.01,Belgium,35,145.28,36.15,738.21,187.86,4658.45
2020.01,South Korea,36,142.96,39.57,1494.2,152.02,2745.98
2020.01,Canada,37,140.47,33.87,411.67,176.12,5333.48
2020.01,Hong Kong,38,139.51,41.46,2067.98,145.73,1640.09
2020.01,Qatar,39,137.98,29.72,97.52,141.84,7477.62
2020.01,Morocco,40,137.39,36.89,873.53,148,3455.6
2020.01,Italy,41,134.36,34.42,479.39,156.98,4291.28
2020.01,Greece,42,133.93,33.84,407.41,145.34,4603.84
2020.01,United Kingdom,43,133.87,34.53,493.24,162.59,4144.54
2020.01,Saudi Arabia,44,132.59,28.61,61.37,167.95,6920.8
2020.01,Japan,45,130.83,39.15,1382.26,143.52,1808.27
2020.01,Romania,46,129.94,34.75,522.55,136.86,3675.95
2020.01,Chile,47,129.4,35.44,623.58,116.44,3386.98
2020.01,New Zealand,48,128.7,31.1,167.56,162.33,5171.43
2020.01,Hungary,49,126.14,35.78,676.49,132.5,2792.38
2020.01,Georgia,50,125.73,36.02,716.7,150.57,2567.36
2020.01,France,51,125.06,34.76,523.78,128.67,3143.79
2020.01,Latvia,52,123.88,32.89,307.6,132.01,3839.23
2020.01,Luxembourg,53,123.35,32.55,276.29,125.11,3967.79
2020.01,Oman,54,121.55,22.8,22.8,294.46,5899.88
2020.01,Portugal,55,113.51,30,109.26,124.46,3832.56
2020.01,Taiwan,56,113.45,31.93,224.98,133.94,3018.95
2020.01,Kazakhstan,57,112.99,31.08,166.25,88.66,3551.84
2020.01,Belarus,58,112.84,30.68,142.84,105.46,3592.87
2020.01,Poland,59,111.28,31.72,208.91,102.31,3024.42
2020.01,Vietnam,60,111.12,30.17,117.12,119.84,3502.26
2020.01,Cyprus,61,109.3,23.95,23.95,156.25,4618.1
2020.01,Serbia,62,107.99,30.43,129.68,120.38,3047.37
2020.01,Spain,63,105.67,29.1,75.47,121.64,3232.31
2020.01,Croatia,64,104.31,29.11,75.66,105.54,3161.51
2020.01,Germany,65,104.24,30.98,160.31,126.19,2436.56
2020.01,Sweden,66,103.64,30.49,132.9,146.97,2450.03
2020.01,Slovenia,67,103.55,27.3,36.92,150.04,3355.82
2020.01,Netherlands,68,102.85,29.43,86.67,177.21,2580.52
2020.01,Bulgaria,69,102.44,29.39,85.3,92.35,2937.43
2020.01,Slovakia,70,102.06,29.11,75.66,176.9,2596.61
2020.01,Lithuania,71,95.75,26.08,27.3,84.77,3051.4
2020.01,Switzerland,72,94.13,29.09,75.06,103.83,2133.17
2020.01,North Macedonia,73,93.8,27.61,41.24,102.21,2465.61
2020.01,Finland,74,93.17,29.9,105.18,80.2,1940.83
2020.01,Bosnia And Herzegovina,75,92.47,26.67,30.68,71.91,2682.12
2020.01,Iceland,76,92.18,20.1,20.1,82.59,3422.39
2020.01,Czech Republic,77,92.08,29.65,94.93,73.39,1946.51
2020.01,Norway,78,91.37,26.99,33.51,112.47,2302.48
2020.01,Denmark,79,86.6,28.85,67.88,114.58,1506.2
2020.01,Estonia,80,85.28,24.53,24.53,104.67,2076.37
2020.01,Austria,81,81.76,26.27,28.2,77.57,1711.44
2020.06,Nigeria,1,311.39,62.14,18559.85,453.13,8415.89
2020.06,Kenya,2,277.72,56.96,12360.47,295.87,8534.6
2020.06,Sri Lanka,3,274.01,56.95,12348.9,391.11,7423.59
2020.06,Bangladesh,4,271.69,59.01,14623.52,342.23,5365.79
2020.06,Egypt,5,237.95,49.34,5917.26,293.16,8942.55
2020.06,Iran,6,216.09,47.44,4754.07,237.94,7101.78
2020.06,Peru,7,215.46,48.81,5575.76,262.8,5740.19
2020.06,India,8,206.74,46.83,4410.87,244.69,6061.95
2020.06,Philippines,9,198.33,44.6,3299.1,246.25,6497.08
2020.06,Colombia,10,196.41,47.16,4590.49,208.86,4495.87
2020.06,Turkey,11,195.99,44.86,3420.48,216.15,6075.65
2020.06,Indonesia,12,195.8,43.37,2774.67,242.28,7087.98
2020.06,Jordan,13,192.91,41.69,2146.52,220.89,8105.04
2020.06,South Africa,14,191.72,39.42,1451.93,244.02,9718.24
2020.06,Lebanon,15,184.61,38.59,1243.01,210.53,9264.06
2020.06,Russia,16,184.38,45,3484.29,194.02,4412.3
2020.06,Brazil,17,177.06,41.63,2125.23,210.66,5596.92
2020.06,Mexico,18,176.55,39.2,1396.1,243.68,7118.26
2020.06,Argentina,19,172.79,42.99,2622.95,185.21,4221.8
2020.06,Thailand,20,172,38.54,1229.47,217.07,6999.53
2020.06,United Arab Emirates,21,170.89,36.63,824.6,251.26,8045.74
2020.06,Panama,22,169.51,37.11,916.54,195.93,7766.98
2020.06,Malaysia,23,169.33,37.11,917.21,189.17,7775.2
2020.06,Azerbaijan,24,162.23,39.99,1610.39,214.81,4549.86
2020.06,China,25,160.05,41.44,2061.99,178.07,3582.4
2020.06,Puerto Rico,26,160.03,34.16,445.72,170.83,8407.05
2020.06,Pakistan,27,159.85,37.77,1052.81,187.52,5767.02
2020.06,Kuwait,28,156.59,33.98,424.26,184.72,7817.81
2020.06,Ecuador,29,155.87,37.11,916,143.48,5855.32
2020.06,Venezuela,30,155.42,34.97,553.77,205.3,6821.17
2020.06,United States,31,152.2,33.02,319.76,245.11,7335.25
2020.06,Ireland,32,150.41,38.07,1119.33,174.42,4314.44
2020.06,Israel,33,150.29,36.08,727.55,162.8,5545.66
2020.06,Australia,34,148.25,35,557.87,204.01,5677.11
2020.06,Singapore,35,147.77,41.18,1975.27,149.12,2492.99
2020.06,Belgium,36,146.77,36.43,787.52,190.28,4690.32
2020.06,Ukraine,37,145.84,38.32,1177.82,134,3797.97
2020.06,South Korea,38,144.69,39.86,1572.68,153.42,2787.06
2020.06,Hong Kong,39,144.57,42.41,2402.52,147.73,1680.37
2020.06,Qatar,40,142.23,30.49,132.93,155.41,7699
2020.06,Canada,41,140.45,33.84,408.08,176,5349.58
2020.06,Uruguay,42,139.31,37.74,1046.47,148.98,3251.66
2020.06,Italy,43,133.82,34.3,463.19,157.83,4282.61
2020.06,United Kingdom,44,133.37,34.51,490.48,159.99,4103.92
2020.06,Greece,45,132.79,33.71,392.27,144.16,4524.92
2020.06,Japan,46,132.05,39.41,1449.65,144.67,1809.96
2020.06,Morocco,47,131.94,36.04,719.7,149.11,3233.43
2020.06,Saudi Arabia,48,131.67,28.45,57.35,164.24,6861.09
2020.06,Romania,49,129.76,34.75,522.67,135.87,3659.78
2020.06,Kazakhstan,50,128.42,33.72,393.82,134.14,4004.28
2020.06,Chile,51,128.07,35.16,581.66,115.3,3369.6
2020.06,New Zealand,52,127.5,30.81,150.39,163.1,5133.74
2020.06,Hungary,53,127.14,35.91,698.08,132.6,2839.88
2020.06,France,54,126.99,35.04,562.96,128.84,3234.72
2020.06,Georgia,55,123.28,35.4,617.53,148.05,2586.31
2020.06,Oman,56,121.46,22.82,22.82,286.43,5919.71
2020.06,Luxembourg,57,121.21,32.24,249.84,121.03,3864
2020.06,Latvia,58,116.67,31.56,197.96,126,3577.36
2020.06,Poland,59,114.94,32.16,242.86,113.3,3197.93
2020.06,Portugal,60,113.62,30.13,115.11,123.61,3800.9
2020.06,Taiwan,61,111.43,31.51,194.6,128.05,2986.12
2020.06,Serbia,62,110.26,31.02,162.48,124.17,3064.17
2020.06,Vietnam,63,110.26,29.85,102.9,118.61,3525.78
2020.06,Belarus,64,109.39,30.21,119.28,101.28,3386.58
2020.06,Cyprus,65,108.24,23.6,23.6,153.97,4539.05
2020.06,Spain,66,107.31,29.38,84.69,129.94,3286.79
2020.06,Germany,67,106.2,31.4,187.03,130.7,2468.91
2020.06,Slovenia,68,103.38,27.16,35.23,145.37,3391.14
2020.06,Sweden,69,103.37,30.29,122.7,144.44,2498.44
2020.06,Bulgaria,70,103.15,29.45,87.18,95.1,2982.54
2020.06,Slovakia,71,101.44,28.57,60.46,173.28,2696.19
2020.06,Croatia,72,100.73,28.14,50.66,102.57,3062.74
2020.06,Netherlands,73,96.74,28.15,50.8,166.94,2356.52
2020.06,Lithuania,74,94.44,25.65,25.96,82.73,2980.5
2020.06,Switzerland,75,93.85,28.93,70.17,102.64,2154.34
2020.06,North Macedonia,76,93.8,27.61,41.24,102.21,2465.61
2020.06,Czech Republic,77,92.7,29.71,97.06,74.85,1979.36
2020.06,Iceland,78,91.18,20.1,20.1,81.32,3315.44
2020.06,Finland,79,90.83,29.41,85.98,78.46,1873.92
2020.06,Norway,80,90.83,26.62,30.32,111.33,2318.69
2020.06,Bosnia And Herzegovina,81,89.98,25.92,26.7,69.51,2556.48
2020.06,Denmark,82,87.98,28.93,70.12,124.89,1560.9
2020.06,Estonia,83,85.67,24.59,24.59,102.37,2116.08
2020.06,Austria,84,80.52,25.79,26.32,75.1,1675.06
2021.01,Nigeria,1,307.64,61.68,17955.19,448.49,8241.79
2021.01,Costa Rica,2,300.05,60.19,16038.08,331.48,9028.5
2021.01,Kenya,3,279.68,57.39,12812.44,297.59,8435.81
2021.01,Sri Lanka,4,275.54,57.2,12613.58,388.58,7451.12
2021.01,Bangladesh,5,267.69,58.53,14076.84,334.86,5214.41
2021.01,Egypt,6,235.77,49.08,5749.09,289.84,8805.13
2021.01,Iran,7,216.49,47.43,4747.57,237.43,7181.43
2021.01,Peru,8,215.46,48.81,5575.76,262.8,5740.19
2021.01,India,9,205.6,46.66,4318.35,243.43,6026.45
2021.01,Colombia,10,197.58,47.34,4695.91,210.45,4516.44
2021.01,Indonesia,11,195.94,43.4,2785.18,241.56,7092.97
2021.01,Philippines,12,195.17,44.04,3055.16,244.47,6434.4
2021.01,Turkey,13,194.16,44.64,3318.21,214.57,5970.15
2021.01,Jordan,14,191.33,41.41,2049.84,219.74,8068.39
2021.01,South Africa,15,191.01,39.3,1420.28,242.59,9692.54
2021.01,Lebanon,16,187.34,39.06,1358.04,217.01,9351.55
2021.01,Russia,17,181.79,44.6,3299.61,191.19,4345.51
2021.01,Brazil,18,177.38,41.71,2153.85,210.18,5588.98
2021.01,Thailand,19,175.64,39.19,1391.81,225.39,7077.52
2021.01,Mexico,20,175.45,39.02,1349.82,241.87,7078.55
2021.01,Ecuador,21,172.53,39.57,1494.11,185.12,6512.04
2021.01,Argentina,22,172.5,43.16,2689.54,184.53,4082.35
2021.01,Panama,23,170.81,37.55,1007.53,195.69,7660.43
2021.01,United Arab Emirates,24,169.15,36.31,766.25,249.08,7989.41
2021.01,Malaysia,25,168.6,37,895.06,188.26,7737
2021.01,Pakistan,26,160.63,37.8,1059.58,194.4,5828.39
2021.01,Puerto Rico,27,160.03,34.16,445.72,170.83,8407.05
2021.01,Azerbaijan,28,158.72,39.41,1449.76,212.41,4444.05
2021.01,China,29,156.43,40.89,1880.63,175.26,3474.18
2021.01,Kuwait,30,155.24,33.72,393.62,183.23,7770.68
2021.01,Venezuela,31,153.06,34.95,550.43,203.64,6460.15
2021.01,United States,32,151.51,32.89,307.41,242.9,7310.31
2021.01,Australia,33,148.89,35.04,563.35,207.94,5729.59
2021.01,Israel,34,148.49,35.76,673.71,161.43,5486.37
2021.01,Ireland,35,148.45,37.7,1038.67,172.66,4274.89
2021.01,Singapore,36,147.46,41.19,1979.54,148.09,2460.85
2021.01,Belgium,37,145.93,36.24,753.89,187.94,4696.13
2021.01,South Korea,38,144.46,39.88,1580.95,152.35,2753.41
2021.01,Hong Kong,39,143.93,42.28,2353.36,150.75,1669.75
2021.01,Ukraine,40,143.41,37.9,1083.31,133.15,3728.03
2021.01,Qatar,41,142.05,30.45,131.04,154.98,7691.89
2021.01,Canada,42,139.93,33.72,394.03,176.31,5341.16
2021.01,Uruguay,43,139.31,37.74,1046.47,148.98,3251.66
2021.01,Morocco,44,134.7,36.3,764.37,150.64,3419.85
2021.01,Japan,45,133.7,39.85,1571.52,149.27,1763.38
2021.01,Greece,46,133.41,33.94,418.93,143.44,4493.38
2021.01,Italy,47,133.21,34.17,446.76,160.4,4256.55
2021.01,United Kingdom,48,132.69,34.44,480.82,158.89,4060.22
2021.01,Saudi Arabia,49,131.66,28.45,57.3,163.51,6864.92
2021.01,Chile,50,129.18,35.56,641.42,114.61,3317.09
2021.01,Kazakhstan,51,128.37,33.64,384.56,133.59,4040.36
2021.01,New Zealand,52,126.95,30.7,144.26,161.91,5114.57
2021.01,Romania,53,126.7,34.13,442.35,133.82,3596.18
2021.01,Hungary,54,126.6,35.81,682.05,131.65,2829.92
2021.01,France,55,124.26,34.53,492.62,126.8,3167.56
2021.01,Georgia,56,123.22,35.4,617.53,146.73,2586.31
2021.01,Oman,57,121.91,23.02,23.02,280.88,5980.41
2021.01,Luxembourg,58,119.65,31.83,217.51,118.46,3867
2021.01,Latvia,59,115.08,31.16,171.15,124.35,3562.95
2021.01,Portugal,60,111.51,29.64,94.45,120.83,3740.54
2021.01,Serbia,61,111.28,31.1,167.36,123.53,3150.67
2021.01,Taiwan,62,110.36,31.28,178.98,127.05,2962.31
2021.01,Vietnam,63,109.43,29.61,93.39,117.9,3515.84
2021.01,Poland,64,109.27,31.34,183.07,99.73,2960.04
2021.01,Belarus,65,108.3,30.05,111.8,97.82,3339.24
2021.01,Spain,66,107.27,29.38,84.84,129.56,3282.42
2021.01,Cyprus,67,106.83,23.44,23.44,148.93,4401.68
2021.01,Germany,68,105.63,31.36,184.01,129.2,2434.52
2021.01,Bulgaria,69,102.65,29.39,85.12,93.8,2953.93
2021.01,Slovenia,70,102.11,26.79,31.62,143.57,3331.18
2021.01,Sweden,71,101.57,29.89,104.7,139.47,2464.22
2021.01,Croatia,72,100.69,28.13,50.36,102.33,3063.78
2021.01,Slovakia,73,98.81,27.81,44.47,168.92,2634.37
2021.01,Netherlands,74,97.47,27.81,44.37,166.3,2510.27
2021.01,Lithuania,75,94.17,25.67,26,82.17,2953.03
2021.01,Norway,76,93.27,26.87,32.31,122.96,2463.64
2021.01,Switzerland,77,92.58,28.73,64.62,101.22,2093.01
2021.01,North Macedonia,78,92.52,27.22,36.01,101.38,2423.1
2021.01,Czech Republic,79,92.47,29.72,97.58,74.36,1957.73
2021.01,Iceland,80,90.18,19.98,19.98,80.12,3224.06
2021.01,Bosnia And Herzegovina,81,89.54,25.89,26.62,68.59,2521.34
2021.01,Finland,82,88.82,28.96,70.99,77.25,1819.11
2021.01,Denmark,83,88.56,28.69,63.41,122.67,1667.45
2021.01,Estonia,84,86.13,24.72,24.72,100.43,2154.17
2021.01,Austria,85,80.11,25.68,26.02,74.66,1655.35
2021.06,Nigeria,1,307.47,61.97,18343.66,442.45,7925.7
2021.06,Costa Rica,2,300.05,60.19,16038.08,331.48,9028.5
2021.06,Sri Lanka,3,272.63,56.74,12133.39,384.58,7417.02
2021.06,Kenya,4,271.87,56.39,11766.17,288.32,8106.21
2021.06,Bangladesh,5,258.31,57.12,12527.4,327.54,5065.06
2021.06,Egypt,6,235.07,48.99,5687.3,288.35,8777.38
2021.06,Peru,7,216.44,49.11,5767.27,261.57,5656.48
2021.06,Iran,8,215.39,47.25,4645.14,235.79,7161.07
2021.06,India,9,205.21,46.61,4293.52,242.8,6005.35
2021.06,Colombia,10,198.24,47.33,4691.64,210.94,4608.85
2021.06,Indonesia,11,195.5,43.28,2737.93,240.79,7119.87
2021.06,Philippines,12,192.88,43.65,2890.32,243.2,6379.59
2021.06,Jordan,13,192.83,41.66,2134.48,219.08,8130.73
2021.06,Turkey,14,191.94,44.25,3143,212.17,5939.33
2021.06,South Africa,15,191.55,39.39,1444.39,242.81,9718.01
2021.06,Lebanon,16,184.36,38.53,1228.56,214.42,9241.1
2021.06,Russia,17,181.39,44.53,3268.98,190.21,4341.94
2021.06,Thailand,18,178.84,39.76,1545.41,229.1,7162.56
2021.06,Mexico,19,176.1,39.22,1400.31,241.01,7044.33
2021.06,Brazil,20,175.56,41.39,2042.97,208.07,5556.94
2021.06,Ecuador,21,171.01,39.28,1416.1,183.51,6488.2
2021.06,Argentina,22,169.84,42.6,2471.5,183.25,4095.17
2021.06,Malaysia,23,169.71,37.21,935.79,188.99,7772.73
2021.06,United Arab Emirates,24,168.78,36.23,753.33,248.4,7981.74
2021.06,Panama,25,168.17,37.07,908.84,194.1,7572.7
2021.06,Pakistan,26,163.84,38.31,1175.56,197.03,5960.32
2021.06,Azerbaijan,27,163.74,40.01,1616.97,213.24,4748.98
2021.06,Puerto Rico,28,160.03,34.16,445.72,170.83,8407.05
2021.06,China,29,154.61,40.56,1780.37,173.61,3442.37
2021.06,Kuwait,30,152.73,33.22,339.85,180.54,7681.56
2021.06,Venezuela,31,152.02,34.7,515.9,201.67,6464.9
2021.06,United States,32,151.34,32.87,305.04,242.07,7301.07
2021.06,Ireland,33,150.49,38.1,1127.74,174.46,4303.37
2021.06,Belgium,34,149.16,36.82,861.24,193.3,4772.49
2021.06,Israel,35,147.71,35.59,645.94,160.57,5481.93
2021.06,Australia,36,147.71,34.81,530.45,206.41,5701.5
2021.06,Singapore,37,147.6,41.23,1991.79,147.48,2459.25
2021.06,South Korea,38,146.1,40.22,1676.71,152.4,2766.2
2021.06,Hong Kong,39,145.69,42.72,2519.14,150.14,1641.8
2021.06,Ukraine,40,142.87,37.83,1067.16,132.16,3706.2
2021.06,Qatar,41,142.05,30.45,131.04,154.98,7691.89
2021.06,Canada,42,139.81,33.69,390.42,177.04,5337.14
2021.06,Uruguay,43,137.31,37.31,957.96,147.78,3235.89
2021.06,Morocco,44,134.7,36.3,764.37,150.64,3419.85
2021.06,Greece,45,134.06,33.95,421.17,143.57,4569.95
2021.06,Japan,46,134.01,39.96,1601.39,148.4,1752.17
2021.06,Kazakhstan,47,133.74,34.79,527.63,149.76,4064.2
2021.06,Italy,48,132.76,34.04,431.56,160.1,4262.63
2021.06,United Kingdom,49,132.6,34.4,476.8,158.84,4065.52
2021.06,Chile,50,131.8,36.18,743.75,115,3320.59
