Country,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
Cambodia,1972,92.581
Cambodia,1971,92.636
Cambodia,1970,89.983
Cambodia,1969,86.603
Cambodia,1968,86.994
Cambodia,1967,86.499
Cambodia,1966,86.051
Cambodia,1965,86.612
Cambodia,1964,87.521
Cambodia,1963,87.604
Cambodia,1962,89.981
Cambodia,1961,91.461
Cambodia,1960,91.933
Cameroon,2022,
Cameroon,2021,110.378
Cameroon,2020,111.522
Cameroon,2019,114.532
Cameroon,2018,116.168
Cameroon,2017,118.239
Cameroon,2016,118.649
Cameroon,2015,118.841
Cameroon,2014,119.042
Cameroon,2013,121.068
Cameroon,2012,122.712
Cameroon,2011,127.934
Cameroon,2010,127.055
Cameroon,2009,127.412
Cameroon,2008,128.406
Cameroon,2007,130.278
Cameroon,2006,132.497
Cameroon,2005,134.5
Cameroon,2004,136.144
Cameroon,2003,137.572
Cameroon,2002,139.577
Cameroon,2001,141.754
Cameroon,2000,142.596
Cameroon,1999,144.554
Cameroon,1998,143.702
Cameroon,1997,145.126
Cameroon,1996,147.535
Cameroon,1995,152.22
Cameroon,1994,155.436
Cameroon,1993,158.62
Cameroon,1992,161.617
Cameroon,1991,166.075
Cameroon,1990,168.519
Cameroon,1989,171.593
Cameroon,1988,174.701
Cameroon,1987,178.921
Cameroon,1986,183.598
Cameroon,1985,185.581
Cameroon,1984,189.739
Cameroon,1983,192.993
Cameroon,1982,186.555
Cameroon,1981,185.28
Cameroon,1980,186.987
Cameroon,1979,189.169
Cameroon,1978,190.134
Cameroon,1977,187.699
Cameroon,1976,184.627
Cameroon,1975,182.837
Cameroon,1974,187.38
Cameroon,1973,188.262
Cameroon,1972,183.864
Cameroon,1971,185.108
Cameroon,1970,185.174
Cameroon,1969,185.181
Cameroon,1968,184.932
Cameroon,1967,189.505
Cameroon,1966,193.99
Cameroon,1965,194.88
Cameroon,1964,196.357
Cameroon,1963,198.115
Cameroon,1962,194.592
Cameroon,1961,186.965
Cameroon,1960,181.915
Canada,2022,
Canada,2021,6.978
Canada,2020,6.985
Canada,2019,6.888
Canada,2018,7.094
Canada,2017,8.054
Canada,2016,8.607
Canada,2015,9.685
Canada,2014,10.859
Canada,2013,11.665
Canada,2012,12.556
Canada,2011,13.02
Canada,2010,13.964
Canada,2009,14.636
Canada,2008,14.606
Canada,2007,14.163
Canada,2006,13.66
Canada,2005,13.475
Canada,2004,13.945
Canada,2003,14.856
Canada,2002,15.407
Canada,2001,16.495
Canada,2000,17.452
Canada,1999,19.119
Canada,1998,20.158
Canada,1997,20.555
Canada,1996,22.72
Canada,1995,24.651
Canada,1994,25.47
Canada,1993,25.498
Canada,1992,26.245
Canada,1991,26.658
Canada,1990,27.61
Canada,1989,26.626
Canada,1988,24.576
Canada,1987,23.95
Canada,1986,24.111
Canada,1985,24.875
Canada,1984,26.021
Canada,1983,26.886
Canada,1982,28.062
Canada,1981,27.769
Canada,1980,28.683
Canada,1979,29.009
Canada,1978,30.431
Canada,1977,32.543
Canada,1976,33.881
Canada,1975,35.468
Canada,1974,35.852
Canada,1973,37.479
Canada,1972,38.45
Canada,1971,39.926
Canada,1970,42.661
Canada,1969,42.404
Canada,1968,42.842
Canada,1967,44.706
Canada,1966,46.879
Canada,1965,47.892
Canada,1964,48.539
Canada,1963,50.662
Canada,1962,52.37
Canada,1961,55.546
Canada,1960,57.303
Cayman Islands,2022,
Cayman Islands,2021,11.74
Cayman Islands,2020,15.831
Cayman Islands,2019,11.666
Cayman Islands,2018,11.153
Cayman Islands,2017,10.876
Cayman Islands,2016,12.632
Cayman Islands,2015,13.044
Cayman Islands,2014,17.117
Cayman Islands,2013,17.996
Cayman Islands,2012,21.621
Cayman Islands,2011,24.053
Cayman Islands,2010,27.899
Cayman Islands,2009,29.878
Cayman Islands,2008,35.493
Cayman Islands,2007,38.426
Cayman Islands,2006,41.453
Cayman Islands,2005,45.95
Cayman Islands,2004,44.503
Cayman Islands,2003,42.224
Cayman Islands,2002,45.227
Cayman Islands,2001,52.077
Cayman Islands,2000,53.707
Cayman Islands,1999,54.437
Cayman Islands,1998,50.761
Cayman Islands,1997,56.608
Cayman Islands,1996,60.119
Cayman Islands,1995,51.915
Cayman Islands,1994,62.917
Cayman Islands,1993,66.438
Cayman Islands,1992,69.521
Cayman Islands,1991,70.185
Cayman Islands,1990,72.968
Cayman Islands,1989,67.203
Cayman Islands,1988,62.055
Cayman Islands,1987,59.327
Cayman Islands,1986,59.837
Cayman Islands,1985,61.577
Cayman Islands,1984,78.582
Cayman Islands,1983,80.261
Cayman Islands,1982,71.822
Cayman Islands,1981,80.383
Cayman Islands,1980,80.909
Cayman Islands,1979,73.577
Cayman Islands,1978,75.14
Cayman Islands,1977,74.39
Cayman Islands,1976,83.369
Cayman Islands,1975,97.438
Cayman Islands,1974,89.823
Cayman Islands,1973,109.663
Cayman Islands,1972,131.54
Cayman Islands,1971,103.477
Cayman Islands,1970,122.178
Cayman Islands,1969,101.658
Cayman Islands,1968,108.151
Cayman Islands,1967,108.518
Cayman Islands,1966,110.567
Cayman Islands,1965,105.355
Cayman Islands,1964,116.751
Cayman Islands,1963,122.863
Cayman Islands,1962,126.348
Cayman Islands,1961,129.445
Cayman Islands,1960,131.65
Central African Republic,2022,
Central African Republic,2021,160.507
Central African Republic,2020,160.744
Central African Republic,2019,162.614
Central African Republic,2018,162.886
Central African Republic,2017,161.927
Central African Republic,2016,160.608
Central African Republic,2015,160.531
Central African Republic,2014,161.483
Central African Republic,2013,163.105
Central African Republic,2012,165.212
Central African Republic,2011,166.463
Central African Republic,2010,167.675
Central African Republic,2009,163.109
Central African Republic,2008,159.478
Central African Republic,2007,155.886
Central African Republic,2006,152.402
Central African Republic,2005,150.981
Central African Republic,2004,149.858
Central African Republic,2003,148.417
Central African Republic,2002,148.045
Central African Republic,2001,148.257
Central African Republic,2000,148.779
Central African Republic,1999,147.542
Central African Republic,1998,147.806
Central African Republic,1997,146.8
Central African Republic,1996,151.059
Central African Republic,1995,154.169
Central African Republic,1994,157.857
Central African Republic,1993,162.232
Central African Republic,1992,162.736
Central African Republic,1991,162.341
Central African Republic,1990,165.343
Central African Republic,1989,165.311
Central African Republic,1988,164.84
Central African Republic,1987,165.486
Central African Republic,1986,164.741
Central African Republic,1985,164.618
Central African Republic,1984,164.625
Central African Republic,1983,163.506
Central African Republic,1982,162.403
Central African Republic,1981,162.364
Central African Republic,1980,162.452
Central African Republic,1979,162.617
Central African Republic,1978,162.757
Central African Republic,1977,162.05
Central African Republic,1976,161.999
Central African Republic,1975,162.35
Central African Republic,1974,166.268
Central African Republic,1973,169.247
Central African Republic,1972,172.696
Central African Republic,1971,177.956
Central African Republic,1970,180.883
Central African Republic,1969,186.47
Central African Republic,1968,187.247
Central African Republic,1967,187.244
Central African Republic,1966,185.766
Central African Republic,1965,183.303
Central African Republic,1964,183.505
Central African Republic,1963,181.944
Central African Republic,1962,180.897
Central African Republic,1961,179.507
Central African Republic,1960,177.857
Chad,2022,
Chad,2021,138.306
Chad,2020,141.338
Chad,2019,143.448
Chad,2018,144.658
Chad,2017,148.497
Chad,2016,154.982
Chad,2015,161.833
Chad,2014,166.993
Chad,2013,173.206
Chad,2012,178.368
Chad,2011,182.405
Chad,2010,185.266
Chad,2009,183.777
Chad,2008,184.856
Chad,2007,187.063
Chad,2006,186.796
Chad,2005,190.652
Chad,2004,195.843
Chad,2003,195.725
Chad,2002,200.195
Chad,2001,205.385
Chad,2000,201.92
Chad,1999,207.456
Chad,1998,214.486
Chad,1997,208.588
Chad,1996,210.027
Chad,1995,208.391
Chad,1994,203.08
Chad,1993,204.882
Chad,1992,205.454
Chad,1991,202.93
Chad,1990,210.377
Chad,1989,216.859
Chad,1988,219.95
Chad,1987,218.999
Chad,1986,215.422
Chad,1985,219.12
Chad,1984,213.872
Chad,1983,211.458
Chad,1982,214.365
Chad,1981,213.007
Chad,1980,213.135
Chad,1979,214.012
Chad,1978,215.056
Chad,1977,215.625
Chad,1976,215.518
Chad,1975,216.485
Chad,1974,218.288
Chad,1973,220.415
Chad,1972,220.732
Chad,1971,213.902
Chad,1970,208.922
Chad,1969,202.637
Chad,1968,195.205
Chad,1967,194.062
Chad,1966,194.234
Chad,1965,196.115
Chad,1964,196.63
Chad,1963,193.866
Chad,1962,193.836
Chad,1961,192.07
Chad,1960,191.167
Channel Islands,2022,
Channel Islands,2021,11.0301769
Channel Islands,2020,10.7606287583078
Channel Islands,2019,10.5877268798617
Channel Islands,2018,10.7671601615074
Channel Islands,2017,11.0497237569061
Channel Islands,2016,12.5699920009142
Channel Islands,2015,12.9163834126445
Channel Islands,2014,13.7946630483944
Channel Islands,2013,14.8933769603972
Channel Islands,2012,16.2840664932715
Channel Islands,2011,17.9331988343421
Channel Islands,2010,19.7585071350165
Channel Islands,2009,21.3615276728881
Channel Islands,2008,22.2721918834993
Channel Islands,2007,22.2364763737439
Channel Islands,2006,21.9136472119766
Channel Islands,2005,21.7366946778711
Channel Islands,2004,22.4433132808885
Channel Islands,2003,23.2806746644495
Channel Islands,2002,23.7076866674814
Channel Islands,2001,24.869435463815
Channel Islands,2000,25.3976081864135
Channel Islands,1999,26.6634050880626
Channel Islands,1998,26.4360716491661
Channel Islands,1997,26.2063752047373
Channel Islands,1996,25.558280624758
Channel Islands,1995,25.7410296411856
Channel Islands,1994,26.106987458408
Channel Islands,1993,27.1698113207547
Channel Islands,1992,27.2007912957468
Channel Islands,1991,27.8903456495828
Channel Islands,1990,28.2837425048082
Channel Islands,1989,28.1020319930826
Channel Islands,1988,27.2479564032698
Channel Islands,1987,25.6914948720605
Channel Islands,1986,25.0362093937513
Channel Islands,1985,25.2219531880549
Channel Islands,1984,23.9719352952641
Channel Islands,1983,23.4867290433454
Channel Islands,1982,22.883295194508
Channel Islands,1981,22.941576747351
Channel Islands,1980,24.2388412651493
Channel Islands,1979,24.7549262303198
Channel Islands,1978,25.2631578947368
Channel Islands,1977,26.6284309709136
Channel Islands,1976,28.3702847535988
Channel Islands,1975,30.4766021830758
Channel Islands,1974,32.6914464845499
Channel Islands,1973,35.1617440225035
Channel Islands,1972,37.5215996050358
Channel Islands,1971,40.1637247377846
Channel Islands,1970,42.2784810126582
Channel Islands,1969,42.5326244562591
Channel Islands,1968,42.3170308706209
Channel Islands,1967,41.1725218169613
Channel Islands,1966,39.7409155779998
Channel Islands,1965,36.9710467706013
Channel Islands,1964,34.0485074626866
Channel Islands,1963,31.0443313051037
Channel Islands,1962,29.4906166219839
Channel Islands,1961,28.315515746894
Channel Islands,1960,28.2028202820282
Chile,2022,
Chile,2021,24.082
Chile,2020,24.08
Chile,2019,24.127
Chile,2018,24.292
Chile,2017,27.979
Chile,2016,34.096
Chile,2015,40.067
Chile,2014,44.832
Chile,2013,48.368
Chile,2012,50.989
Chile,2011,52.145
Chile,2010,53.205
Chile,2009,54.403
Chile,2008,55.42
Chile,2007,53.95
Chile,2006,52.213
Chile,2005,50.171
Chile,2004,49.294
Chile,2003,51.278
Chile,2002,56.22
Chile,2001,59.139
Chile,2000,61.305
Chile,1999,63.882
Chile,1998,67.308
Chile,1997,68.82
Chile,1996,70.067
Chile,1995,70.773
Chile,1994,70.92
Chile,1993,70.867
Chile,1992,70.155
Chile,1991,70.748
Chile,1990,68.178
Chile,1989,67.144
Chile,1988,65.193
Chile,1987,64.749
Chile,1986,65.517
Chile,1985,67.632
Chile,1984,69.248
Chile,1983,69.934
Chile,1982,71.261
Chile,1981,73.388
Chile,1980,75.78
Chile,1979,78.684
Chile,1978,81.539
Chile,1977,82.381
Chile,1976,83.472
Chile,1975,85.272
Chile,1974,86.083
Chile,1973,86.89
Chile,1972,87.877
Chile,1971,85.772
Chile,1970,88.773
Chile,1969,92.987
Chile,1968,91.865
Chile,1967,86.922
Chile,1966,87.02
Chile,1965,86.125
Chile,1964,85.157
Chile,1963,85.712
Chile,1962,84.827
Chile,1961,86.276
Chile,1960,86.483
China,2022,
China,2021,11.048
China,2020,11.73
China,2019,12.939
China,2018,13.325
China,2017,14.901
China,2016,15.282
China,2015,15.327
China,2014,16.39
China,2013,16.013
China,2012,16.256
China,2011,15.488
China,2010,15.908
China,2009,15.998
China,2008,15.141
China,2007,14.324
China,2006,13.712
China,2005,13.389
China,2004,12.528
China,2003,12.675
China,2002,12.814
China,2001,12.917
China,2000,12.579
China,1999,11.92
China,1998,11.641
China,1997,11.911
China,1996,14.217
China,1995,14.349
China,1994,15.419
China,1993,21.184
China,1992,22.499
China,1991,27.892
China,1990,30.986
China,1989,28.448
China,1988,27.963
China,1987,29.27
China,1986,28.796
China,1985,28.228
China,1984,27.302
China,1983,25.563
China,1982,24.029
China,1981,16.332
China,1980,12.749
China,1979,12.533
China,1978,15.131
China,1977,20.316
China,1976,24.284
China,1975,25.631
China,1974,28.644
China,1973,30.495
China,1972,34.411
China,1971,40.541
China,1970,44.196
China,1969,45.714
China,1968,48.075
China,1967,42.001
China,1966,52.066
China,1965,59.938
China,1964,69.4
China,1963,83.276
China,1962,66.365
China,1961,44.334
China,1960,51.059
Colombia,2022,
Colombia,2021,59.034
Colombia,2020,59.708
Colombia,2019,61.82
Colombia,2018,63.885
Colombia,2017,66.226
Colombia,2016,68.128
Colombia,2015,69.796
Colombia,2014,72.843
Colombia,2013,75.843
Colombia,2012,77.554
Colombia,2011,77.638
Colombia,2010,77.996
Colombia,2009,79.433
Colombia,2008,81.029
Colombia,2007,82.937
Colombia,2006,84.132
Colombia,2005,85.791
Colombia,2004,87.94
Colombia,2003,89.734
Colombia,2002,91.952
Colombia,2001,93.506
Colombia,2000,94.675
Colombia,1999,94.957
Colombia,1998,92.16
Colombia,1997,92.106
Colombia,1996,93.528
Colombia,1995,92.325
Colombia,1994,93.656
Colombia,1993,95.368
Colombia,1992,96.149
Colombia,1991,96.557
Colombia,1990,94.916
Colombia,1989,93.759
Colombia,1988,91.254
Colombia,1987,89.97
Colombia,1986,88.416
Colombia,1985,87.493
Colombia,1984,85.999
Colombia,1983,86.523
Colombia,1982,88.659
Colombia,1981,89.201
Colombia,1980,89.664
Colombia,1979,91.943
Colombia,1978,90.561
Colombia,1977,89.906
Colombia,1976,89.311
Colombia,1975,90.475
Colombia,1974,90.244
Colombia,1973,90.481
Colombia,1972,90.872
Colombia,1971,92.38
Colombia,1970,95.262
Colombia,1969,99.497
Colombia,1968,103.189
Colombia,1967,107.351
Colombia,1966,110.984
Colombia,1965,117.011
Colombia,1964,123.866
Colombia,1963,124.534
Colombia,1962,127.322
Colombia,1961,130.591
Colombia,1960,131.551
Comoros,2022,
Comoros,2021,58.173
Comoros,2020,59.166
Comoros,2019,60.615
Comoros,2018,61.58
Comoros,2017,61.519
Comoros,2016,64.26
Comoros,2015,66.546
Comoros,2014,69.532
Comoros,2013,72.019
Comoros,2012,75.323
Comoros,2011,77.736
Comoros,2010,80.351
Comoros,2009,82.936
Comoros,2008,85.106
Comoros,2007,87.138
Comoros,2006,88.929
Comoros,2005,91.244
Comoros,2004,90.886
Comoros,2003,90.827
Comoros,2002,91.3
Comoros,2001,92.248
Comoros,2000,92.025
Comoros,1999,93.86
Comoros,1998,95.247
Comoros,1997,96.39
Comoros,1996,97.986
Comoros,1995,96.847
Comoros,1994,93.605
Comoros,1993,95.657
Comoros,1992,97.324
Comoros,1991,99.165
Comoros,1990,99.741
Comoros,1989,102.626
Comoros,1988,105.342
Comoros,1987,106.709
Comoros,1986,109.581
Comoros,1985,111.892
Comoros,1984,115.556
Comoros,1983,118.051
Comoros,1982,120.845
Comoros,1981,123.514
Comoros,1980,125.526
Comoros,1979,125.904
Comoros,1978,127.213
Comoros,1977,128.545
Comoros,1976,130.373
Comoros,1975,130.945
Comoros,1974,131.157
Comoros,1973,131.424
Comoros,1972,134.742
Comoros,1971,138.75
Comoros,1970,142.677
Comoros,1969,141.957
Comoros,1968,140.674
Comoros,1967,138.797
Comoros,1966,138.308
Comoros,1965,141.168
Comoros,1964,142.142
Comoros,1963,141.646
Comoros,1962,141.47
Comoros,1961,140.857
Comoros,1960,139.955
"Congo, Dem. Rep.",2022,
"Congo, Dem. Rep.",2021,108.962
"Congo, Dem. Rep.",2020,109.898
"Congo, Dem. Rep.",2019,110.747
"Congo, Dem. Rep.",2018,111.573
"Congo, Dem. Rep.",2017,112.84
"Congo, Dem. Rep.",2016,114.663
"Congo, Dem. Rep.",2015,116.739
"Congo, Dem. Rep.",2014,120.208
"Congo, Dem. Rep.",2013,121.654
"Congo, Dem. Rep.",2012,125.911
"Congo, Dem. Rep.",2011,125.142
"Congo, Dem. Rep.",2010,122.612
"Congo, Dem. Rep.",2009,123.115
"Congo, Dem. Rep.",2008,123.167
"Congo, Dem. Rep.",2007,123.455
"Congo, Dem. Rep.",2006,125.396
"Congo, Dem. Rep.",2005,123.716
"Congo, Dem. Rep.",2004,123.8
"Congo, Dem. Rep.",2003,125.464
"Congo, Dem. Rep.",2002,124.499
"Congo, Dem. Rep.",2001,124.149
"Congo, Dem. Rep.",2000,123.988
"Congo, Dem. Rep.",1999,121.811
"Congo, Dem. Rep.",1998,119.475
"Congo, Dem. Rep.",1997,121.595
"Congo, Dem. Rep.",1996,122.856
"Congo, Dem. Rep.",1995,119.954
"Congo, Dem. Rep.",1994,125.933
"Congo, Dem. Rep.",1993,125.55
"Congo, Dem. Rep.",1992,121.407
"Congo, Dem. Rep.",1991,124.363
"Congo, Dem. Rep.",1990,121.212
"Congo, Dem. Rep.",1989,123.798
"Congo, Dem. Rep.",1988,131.61
"Congo, Dem. Rep.",1987,136.818
"Congo, Dem. Rep.",1986,140.186
"Congo, Dem. Rep.",1985,139.562
"Congo, Dem. Rep.",1984,137.4
"Congo, Dem. Rep.",1983,135.618
"Congo, Dem. Rep.",1982,135.399
"Congo, Dem. Rep.",1981,135.057
"Congo, Dem. Rep.",1980,137.499
"Congo, Dem. Rep.",1979,140.219
"Congo, Dem. Rep.",1978,143.545
"Congo, Dem. Rep.",1977,144.482
"Congo, Dem. Rep.",1976,146.024
"Congo, Dem. Rep.",1975,147.611
"Congo, Dem. Rep.",1974,147.738
"Congo, Dem. Rep.",1973,148.32
"Congo, Dem. Rep.",1972,149.438
"Congo, Dem. Rep.",1971,149.978
"Congo, Dem. Rep.",1970,150.52
"Congo, Dem. Rep.",1969,150.954
"Congo, Dem. Rep.",1968,152.249
"Congo, Dem. Rep.",1967,153.436
"Congo, Dem. Rep.",1966,153.93
"Congo, Dem. Rep.",1965,154.518
"Congo, Dem. Rep.",1964,154.161
"Congo, Dem. Rep.",1963,153.035
"Congo, Dem. Rep.",1962,153.762
"Congo, Dem. Rep.",1961,153.341
"Congo, Dem. Rep.",1960,153.648
"Congo, Rep.",2022,
"Congo, Rep.",2021,103.633
"Congo, Rep.",2020,104.81
"Congo, Rep.",2019,106.697
"Congo, Rep.",2018,108.379
"Congo, Rep.",2017,109.817
"Congo, Rep.",2016,111.685
"Congo, Rep.",2015,115.052
"Congo, Rep.",2014,116.347
"Congo, Rep.",2013,118.327
"Congo, Rep.",2012,121.054
"Congo, Rep.",2011,123.814
"Congo, Rep.",2010,128.024
"Congo, Rep.",2009,129.511
"Congo, Rep.",2008,126.109
"Congo, Rep.",2007,123.169
"Congo, Rep.",2006,121.367
"Congo, Rep.",2005,120.423
"Congo, Rep.",2004,119.632
"Congo, Rep.",2003,119.771
"Congo, Rep.",2002,118.806
"Congo, Rep.",2001,121.335
"Congo, Rep.",2000,120.388
"Congo, Rep.",1999,121.853
"Congo, Rep.",1998,122.068
"Congo, Rep.",1997,121.285
"Congo, Rep.",1996,122.506
"Congo, Rep.",1995,123.061
"Congo, Rep.",1994,123.839
"Congo, Rep.",1993,123.356
"Congo, Rep.",1992,123.261
"Congo, Rep.",1991,122.82
"Congo, Rep.",1990,123.676
"Congo, Rep.",1989,124.797
"Congo, Rep.",1988,125.812
"Congo, Rep.",1987,127.193
"Congo, Rep.",1986,130.909
"Congo, Rep.",1985,137.201
"Congo, Rep.",1984,144.205
"Congo, Rep.",1983,146.693
"Congo, Rep.",1982,145.366
"Congo, Rep.",1981,144.97
"Congo, Rep.",1980,144.012
"Congo, Rep.",1979,146.376
"Congo, Rep.",1978,149.249
"Congo, Rep.",1977,152.651
"Congo, Rep.",1976,152.596
"Congo, Rep.",1975,152.005
"Congo, Rep.",1974,151.503
"Congo, Rep.",1973,150.252
"Congo, Rep.",1972,151.12
"Congo, Rep.",1971,150.586
"Congo, Rep.",1970,148.795
"Congo, Rep.",1969,148.132
"Congo, Rep.",1968,147.683
"Congo, Rep.",1967,146.285
"Congo, Rep.",1966,144.54
"Congo, Rep.",1965,143.453
"Congo, Rep.",1964,141.678
"Congo, Rep.",1963,141.217
"Congo, Rep.",1962,140.778
"Congo, Rep.",1961,140.036
"Congo, Rep.",1960,140.208
Costa Rica,2022,
Costa Rica,2021,37.148
Costa Rica,2020,38.024
Costa Rica,2019,44.882
Costa Rica,2018,51.147
Costa Rica,2017,53.783
Costa Rica,2016,53.031
Costa Rica,2015,55.253
Costa Rica,2014,58.971
Costa Rica,2013,62.31
Costa Rica,2012,65.567
Costa Rica,2011,64.909
Costa Rica,2010,65.123
Costa Rica,2009,67.674
Costa Rica,2008,69.868
Costa Rica,2007,67.813
Costa Rica,2006,66.242
Costa Rica,2005,66.38
Costa Rica,2004,68.081
Costa Rica,2003,69.445
Costa Rica,2002,71.194
Costa Rica,2001,76.014
Costa Rica,2000,82.104
Costa Rica,1999,84.734
Costa Rica,1998,84.553
Costa Rica,1997,86.829
Costa Rica,1996,86.713
Costa Rica,1995,87.957
Costa Rica,1994,89.608
Costa Rica,1993,90.734
Costa Rica,1992,91.175
Costa Rica,1991,91.915
Costa Rica,1990,93.687
Costa Rica,1989,95.673
Costa Rica,1988,96.274
Costa Rica,1987,97.223
Costa Rica,1986,98.485
Costa Rica,1985,98.865
Costa Rica,1984,98.928
Costa Rica,1983,98.278
Costa Rica,1982,96.645
Costa Rica,1981,97.981
Costa Rica,1980,99.665
Costa Rica,1979,101.709
Costa Rica,1978,101.131
Costa Rica,1977,100.187
Costa Rica,1976,100.166
Costa Rica,1975,98.914
Costa Rica,1974,99.112
Costa Rica,1973,99.057
Costa Rica,1972,99.349
Costa Rica,1971,101.109
Costa Rica,1970,102.201
Costa Rica,1969,102.45
Costa Rica,1968,102.501
Costa Rica,1967,104.799
Costa Rica,1966,107.601
Costa Rica,1965,110.27
Costa Rica,1964,113.866
Costa Rica,1963,116.904
Costa Rica,1962,119.672
Costa Rica,1961,122.004
Costa Rica,1960,122.781
Cote d'Ivoire,2022,
Cote d'Ivoire,2021,104.968
Cote d'Ivoire,2020,105.891
Cote d'Ivoire,2019,107.17
Cote d'Ivoire,2018,109.253
Cote d'Ivoire,2017,111.545
Cote d'Ivoire,2016,112.076
Cote d'Ivoire,2015,112.919
Cote d'Ivoire,2014,112.712
Cote d'Ivoire,2013,112.985
Cote d'Ivoire,2012,113.986
Cote d'Ivoire,2011,117.265
Cote d'Ivoire,2010,119.999
Cote d'Ivoire,2009,118.605
Cote d'Ivoire,2008,120.676
Cote d'Ivoire,2007,123.437
Cote d'Ivoire,2006,126.975
Cote d'Ivoire,2005,130.581
Cote d'Ivoire,2004,134.459
Cote d'Ivoire,2003,138.56
Cote d'Ivoire,2002,139.734
Cote d'Ivoire,2001,140.735
Cote d'Ivoire,2000,140.972
Cote d'Ivoire,1999,140.075
Cote d'Ivoire,1998,140.004
Cote d'Ivoire,1997,139.528
Cote d'Ivoire,1996,139.73
Cote d'Ivoire,1995,143.743
Cote d'Ivoire,1994,143.443
Cote d'Ivoire,1993,149.235
Cote d'Ivoire,1992,155.332
Cote d'Ivoire,1991,160.747
Cote d'Ivoire,1990,164.676
Cote d'Ivoire,1989,169.852
Cote d'Ivoire,1988,168.783
Cote d'Ivoire,1987,177.128
Cote d'Ivoire,1986,181.181
Cote d'Ivoire,1985,183.919
Cote d'Ivoire,1984,190.8
Cote d'Ivoire,1983,194.293
Cote d'Ivoire,1982,196.776
Cote d'Ivoire,1981,200.997
Cote d'Ivoire,1980,204.076
Cote d'Ivoire,1979,205.034
Cote d'Ivoire,1978,205.657
Cote d'Ivoire,1977,207.868
Cote d'Ivoire,1976,213.46
Cote d'Ivoire,1975,210.076
Cote d'Ivoire,1974,209.118
Cote d'Ivoire,1973,207.019
Cote d'Ivoire,1972,203.909
Cote d'Ivoire,1971,204.431
Cote d'Ivoire,1970,203.001
Cote d'Ivoire,1969,205.768
Cote d'Ivoire,1968,206.831
Cote d'Ivoire,1967,206.764
Cote d'Ivoire,1966,206.372
Cote d'Ivoire,1965,207.56
Cote d'Ivoire,1964,209.285
Cote d'Ivoire,1963,208.472
Cote d'Ivoire,1962,206.196
Cote d'Ivoire,1961,204.492
Cote d'Ivoire,1960,202.315
Croatia,2022,
Croatia,2021,8.637
Croatia,2020,8.895
Croatia,2019,9.062
Croatia,2018,9.041
Croatia,2017,9.557
Croatia,2016,9.885
Croatia,2015,9.784
Croatia,2014,10.218
Croatia,2013,10.432
Croatia,2012,11.138
Croatia,2011,11.725
Croatia,2010,12.58
Croatia,2009,13.726
Croatia,2008,14.578
Croatia,2007,14.452
Croatia,2006,14.603
Croatia,2005,15.164
Croatia,2004,14.826
Croatia,2003,15.281
Croatia,2002,16.177
Croatia,2001,16.694
Croatia,2000,16.181
Croatia,1999,16.538
Croatia,1998,17.298
Croatia,1997,20.566
Croatia,1996,21.056
Croatia,1995,19.881
Croatia,1994,20.124
Croatia,1993,20.665
Croatia,1992,21.962
Croatia,1991,24.824
Croatia,1990,27.073
Croatia,1989,28.831
Croatia,1988,31.849
Croatia,1987,33.889
Croatia,1986,36.19
Croatia,1985,38.341
Croatia,1984,38.853
Croatia,1983,39.268
Croatia,1982,40.925
Croatia,1981,42.366
Croatia,1980,44.701
Croatia,1979,47.294
Croatia,1978,48.075
Croatia,1977,48.583
Croatia,1976,49.7
Croatia,1975,51.071
Croatia,1974,51.602
Croatia,1973,51.493
Croatia,1972,51.673
Croatia,1971,50.511
Croatia,1970,47.835
Croatia,1969,48.59
Croatia,1968,50.378
Croatia,1967,50.327
Croatia,1966,49.008
Croatia,1965,43.465
Croatia,1964,39.173
Croatia,1963,39.164
Croatia,1962,41.205
Croatia,1961,42.37
Croatia,1960,42.765
Cuba,2022,
Cuba,2021,48.82
Cuba,2020,51.493
Cuba,2019,52.618
Cuba,2018,53.938
Cuba,2017,51.207
Cuba,2016,49.205
Cuba,2015,50.275
Cuba,2014,49.249
Cuba,2013,51.297
Cuba,2012,52.634
Cuba,2011,57.664
Cuba,2010,55.976
Cuba,2009,55.673
Cuba,2008,51.481
Cuba,2007,44.143
Cuba,2006,40.429
Cuba,2005,42.542
Cuba,2004,44.258
Cuba,2003,45.658
Cuba,2002,47.209
Cuba,2001,46.732
Cuba,2000,47.865
Cuba,1999,50.492
Cuba,1998,50.969
Cuba,1997,54.788
Cuba,1996,53.524
Cuba,1995,59.506
Cuba,1994,61.139
Cuba,1993,62.344
Cuba,1992,66.73
Cuba,1991,68.314
Cuba,1990,77.793
Cuba,1989,80.134
Cuba,1988,80.319
Cuba,1987,79.383
Cuba,1986,79.26
Cuba,1985,81.349
Cuba,1984,84.552
Cuba,1983,87.632
Cuba,1982,86.166
Cuba,1981,76.957
Cuba,1980,77.84
Cuba,1979,81.127
Cuba,1978,87.988
Cuba,1977,97.948
Cuba,1976,115.236
Cuba,1975,130.395
Cuba,1974,142.39
Cuba,1973,151.561
Cuba,1972,157.307
Cuba,1971,161.945
Cuba,1970,163.557
Cuba,1969,165.765
Cuba,1968,168.494
Cuba,1967,168.074
Cuba,1966,168.794
Cuba,1965,170.736
Cuba,1964,172.484
Cuba,1963,173.456
Cuba,1962,169.084
Cuba,1961,164.518
