Year,Country,Quality of Life Rank,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index
2017.01,Argentina,35,139.59,58.4,37.37,73.3,52.57,12.07,37.95,53.33,90.67
2016.06,Israel,24,160.72,103.82,68.65,75.47,75.23,10.95,38.04,61.91,81.94
2017.01,Australia,9,176.54,101.94,57.58,74.25,80.66,9.24,34.73,24.58,72.79
2017.06,Israel,26,142.48,92.26,70.54,74.98,88.56,13.43,35.52,61.05,89.76
2017.01,Austria,1,190.37,95.66,80.75,80.91,71.52,9.66,26.27,21.9,62.13
2018.06,Israel,32,153.74,98.1,62.71,74.16,74.86,12.61,36.19,59.39,93.8
2017.01,Belarus,46,119.23,36.43,77.74,53.76,33.84,18.73,27.66,39.64,20.07
2019.06,Israel,31,152.34,85.96,69.29,72.97,79.54,13.53,35.43,56.93,93.8
2017.01,Belgium,23,160.52,91.02,55.49,78.92,75.36,6.96,36.26,48.92,75.16
2020.06,Israel,32,146.89,73.94,69.56,73.4,82.52,13.47,36.08,57.48,93.78
2017.01,Bosnia And Herzegovina,37,139.14,51.29,59.03,61.49,35.05,11.35,26.63,60.69,73.29
2021.06,Israel,35,143.65,65.91,68.53,73.93,84.77,12.87,35.59,58.13,94.01
2017.01,Brazil,53,96.15,42.38,29.38,51.7,53.07,16.96,46.39,61.17,70.76
2022.06,Israel,35,146.39,73.54,67.82,73.73,77.28,13.26,36.4,57.79,93.86
2017.01,Bulgaria,39,138.2,51.4,59.82,54.03,36.49,9.07,27.92,63.12,77.05
2017.01,Canada,17,167.18,108.01,60.75,69.23,70.16,6.4,36.24,26.54,44.31
2017.01,Chile,40,136.2,61.28,52.5,60.97,50.09,10.67,35.7,67.67,89.39
2014.06,Italy,40,88.38,72.47,52.87,66.02,95.76,11.61,38.03,60.37,
2017.01,China,57,90.95,67.84,66.1,62.25,44.76,23.29,43.87,88.96,38.7
2015.06,Italy,29,139.5,112.63,53.19,66.27,72.38,10.59,36.15,57.43,
2017.01,Colombia,49,115.38,37.63,48.31,65.79,34.45,19.43,43.77,63.9,81.34
2016.06,Italy,25,160.21,102.59,55.03,66.56,69.65,10.61,36.94,52.96,86.7
2017.01,Croatia,16,170.63,60.71,72.2,65.49,48,10.91,28.45,33.34,82.02
2017.06,Italy,33,132.59,68.09,55.41,66.69,77.36,10.42,36.21,52.33,89.56
2017.01,Cyprus,19,166.64,95.92,67.54,54.23,54.07,5.21,20.32,54.77,71.01
2018.06,Italy,35,149.08,86.8,54.82,67.05,69.68,9.63,36.47,53.8,92.48
2017.01,Czech Republic,21,165.41,76.22,69.82,74.09,41.22,10.7,31.98,41.04,65.32
2019.06,Italy,37,143.81,73.43,55.65,66.56,69.02,9.45,34.87,54.97,91.26
2017.01,Denmark,3,184.92,98.76,78.87,75.45,83.02,8.2,28.42,25.97,64.24
2020.06,Italy,36,138.97,61.8,55.76,66.95,68.95,9.81,34.3,55.65,91.64
2017.01,Egypt,56,91.81,29.39,47.14,43.73,22.36,10.66,48.84,88.88,75.59
2021.06,Italy,37,137.77,54.3,55.15,66.99,69.99,8.76,34.04,54.06,91.48
2017.01,Estonia,15,171.09,68.48,77,71.3,49.5,10.54,26.71,17.71,44.56
2022.06,Italy,37,137.27,58,53.76,66.67,58.47,11.1,33.61,54.44,91.7
2017.01,Finland,6,182.93,114.97,75.37,74.85,73.06,7.6,34.92,13.38,35.83
2017.01,France,24,160.25,87.29,56.34,78.62,74.89,11.58,35.81,40.15,73.91
2017.01,Germany,2,189.74,124.88,67.97,76.74,65.5,7.46,30.55,27.05,57.97
2014.06,Japan,13,156.25,90.86,84.73,84.82,96.69,8.34,51.05,44.03,
2017.01,Greece,29,148.32,58.24,59.68,53.92,55.87,8.33,31.6,52.05,87.25
2015.06,Japan,16,191.43,135.77,79.16,80.14,74.29,17.72,46.98,34.99,
2017.01,Hong Kong,54,94.45,81.45,79.32,67.99,79.96,36.15,42.22,69.9,29.73
2016.06,Japan,16,172.72,107.31,80.02,80.19,93.03,13.38,47.37,40.9,81.29
2017.01,Hungary,38,138.82,47.52,61.61,53.46,42.77,11.2,33.09,43.99,66.49
2017.06,Japan,17,155.8,92.48,80.5,81.33,89.5,13.27,45.2,41.02,81.44
2017.01,India,51,101.52,76.73,56.04,69.18,25.08,10.28,46.38,76.53,9.3
2018.06,Japan,9,184.25,108.39,87.31,82.21,79.87,11.66,40.89,35.96,85.26
2017.01,Indonesia,62,62.02,27.61,50.32,64.8,41.11,21.03,49.44,76.41,9.62
2019.06,Japan,14,176.46,97.57,84.09,80.48,85.52,12.83,38.64,36.78,85.26
2017.01,Iran,52,97.17,43.18,49.1,51.55,38.26,13.5,49.7,82.51,71.48
2020.06,Japan,17,163.23,78.88,78.33,80.23,86.22,13.28,39.41,39.34,84.79
2017.01,Ireland,18,166.9,103.52,54.23,53.33,76.98,7.02,35.01,27.18,70.18
2021.06,Japan,16,164.06,76.01,77.81,80.21,81.15,11.59,39.96,39.1,85.27
2017.01,Israel,25,157.88,94.47,70.99,74.78,77.74,10.87,36.52,61.71,81.01
2022.06,Japan,16,172.65,91.13,77.76,80.52,62.77,10.49,40.65,39.09,84.79
2017.01,Italy,34,142.52,71.83,55.34,66.31,83.7,12.39,36.38,51.57,82.6
2014.06,Jordan,59,38.31,35.76,52.55,74.1,61.79,8.33,48.5,85.65,
2017.01,Japan,30,147.49,102.52,79.11,78.63,85.28,12.68,46.81,41.01,31.91
2016.06,Jordan,44,120.57,46.5,55.96,71.23,55.51,8.58,47.22,83.27,88.61
2017.01,Jordan,47,117.47,42.27,56.86,71.92,59.22,7.96,47.76,85.73,88.42
2018.06,Jordan,51,113.8,46.39,56.46,64.78,52.54,6.85,45.38,80.56,88.78
2017.01,Lebanon,50,106.18,53.61,50.84,64.28,61.65,13.95,36.15,85.11,69.39
2019.06,Jordan,55,110.71,37.34,57.11,65.44,55.36,8.7,43.54,78.95,89.05
2017.01,Lithuania,43,130.28,51.67,59.97,68.74,46.73,14.19,28,34.27,25.04
2020.06,Jordan,56,114.06,34.7,59.17,65.46,53.4,7.88,41.69,76.81,89.05
2017.01,Malaysia,65,51.65,73.34,35.25,65.99,40.24,9.53,39.4,67.08,-79.43
2021.06,Jordan,56,112.28,27.95,60.04,65.37,50.91,7.91,41.66,76.38,89.05
2017.01,Mexico,45,129.06,60.08,49.68,70.11,29.81,6.94,41.66,66.74,60.74
2022.06,Jordan,59,113.69,32.23,58.99,64.95,47.53,8.18,41.23,76.21,89.05
2017.01,Netherlands,11,175.23,86.52,70.11,82.5,72.47,8.52,33.9,27.62,61.87
2014.06,Kazakhstan,57,43.51,36.57,54.21,58.56,55.01,12.4,36.5,73.95,
2017.01,New Zealand,4,184.74,89.87,61.22,70.58,80.77,8.14,30.23,20.03,85.41
2017.01,North Macedonia,48,116.42,39.85,61.34,63.46,30.93,14.67,33.79,83.38,75.54
2019.06,Kazakhstan,72,85.88,38.65,35.77,50.2,30.06,11.69,31.64,75.42,39.78
2017.01,Norway,20,165.93,105.58,54.31,74.19,106.31,7.9,31.32,19.45,49.32
2020.06,Kazakhstan,72,98.15,38.26,45.19,60.94,31.01,9.36,33.72,72.1,39.78
2017.01,Pakistan,55,93.41,39.95,45.62,59.05,27.18,12.09,38.69,80.08,42.54
2021.06,Kazakhstan,73,94.25,31.62,46.23,59.62,29.58,9.49,34.79,73.17,39.78
2017.01,Philippines,64,56.87,36,60.23,69.16,34.71,16.91,45.14,70.25,-44.1
2022.06,Kazakhstan,76,96.56,35.23,46.96,59.89,26.45,9.58,34.73,72.96,39.78
2014.06,Kenya,69,5.38,27.26,20.95,57.13,53.78,12.31,67.14,62.2,
2017.01,Poland,27,150.21,71.75,68.47,61.46,38.15,10.12,34.55,50.33,62.53
2019.06,Kenya,76,73.14,29.34,37.62,54.98,39.26,31.34,56.11,74.01,99.79
2017.01,Portugal,8,178.43,62.72,64.61,70.31,49.19,8.85,30.44,28.91,92.19
2020.06,Kenya,80,66.6,28.98,38.27,55.58,37.75,36.33,56.96,76.56,99.79
2017.01,Qatar,42,132.37,111.28,84.3,66.14,69.2,6.19,32.97,73.29,9.26
2021.06,Kenya,79,76.92,25.37,39.86,57.53,35.82,27.05,56.39,75.92,99.79
2017.01,Romania,33,143.04,53.44,72.05,53.11,35.63,10.79,31.97,50.9,64.45
2022.06,Kenya,79,90.94,32.19,43.67,63.44,33.36,26.86,52.13,69.21,99.79
2017.01,Russia,61,85.93,48.27,53.95,56.4,42.01,13.55,48.57,63.04,10.69
2014.06,Kuwait,28,112.25,71.92,58.45,64.48,99.82,6.33,17,59.63,
2017.01,Saudi Arabia,31,146.41,138.05,76.35,60.41,48.37,2.85,36.31,74.18,17.96
2017.01,Serbia,41,133.43,40.8,61.38,53.86,33.79,17.87,29.93,55.29,82.66
2020.06,Kuwait,54,115.14,79.31,65.43,58.14,49.86,13.08,33.98,66.37,20.22
2017.01,Singapore,60,86.5,92.7,83.42,69.87,82.41,21.63,43.39,37.04,-71.47
2021.06,Kuwait,55,113.67,70.51,66.58,58.97,49.14,12.53,33.22,66.15,20.22
2017.01,Slovakia,26,152.55,64.75,69.82,62.63,44.9,9.85,36.03,43.51,65.06
2022.06,Kuwait,56,118.83,81.76,66.99,58.95,46,11.19,33.37,67.83,20.22
2017.01,Slovenia,10,175.45,78.23,75.95,64.35,53.24,8.34,26.48,26.37,60.5
2017.01,South Africa,32,144.72,98.96,24.28,61.72,43.12,3.58,42.98,63.56,88.74
2019.06,Latvia,29,153.59,56.55,63.4,63.73,49.55,8.71,31.07,32.87,74.7
2017.01,South Korea,22,162.49,102.38,74.73,83.2,75.41,12.38,34.18,52.73,61.2
2020.06,Latvia,31,148.68,49.49,62.57,62.14,49.18,8.75,31.56,34.07,74.7
2017.01,Spain,5,183.65,87.87,68.72,76.65,54.98,8.26,32.63,37.46,88.04
2021.06,Latvia,31,146.8,43.49,61.23,62.02,50.41,8.3,30.86,33.23,74.7
2017.01,Sri Lanka,58,88.99,30.28,65.43,80.04,33.47,17.49,47.19,61.9,2.4
2022.06,Latvia,30,152.22,49.84,61.51,63.16,45.21,7.66,30.25,31.99,74.7
2017.01,Sweden,14,172.74,107.23,53.35,70.64,75.88,11.77,31.6,17.87,59.13
2017.01,Switzerland,12,173.54,95.35,77.55,71.04,122.06,14.04,28.3,20.77,69.32
2014.06,Lebanon,66,20.88,40.14,54.84,61.3,69.03,18.11,32.43,89.79,
2017.01,Taiwan,28,150.08,118.57,82.76,81.14,61.38,12.87,32.69,62.91,24.48
2017.01,Thailand,63,57.21,34.28,50.22,80.66,43.71,24.43,43.56,73.23,-20.21
2018.06,Lebanon,52,112.24,58.92,53.36,67,57.21,13.1,39.55,86.7,94.74
2017.01,Turkey,44,129.63,55.64,58.91,71.68,38.6,8.87,47.58,70.46,73.19
2019.06,Lebanon,57,110.07,50.7,56.62,64.66,59.74,13.49,36.13,87.65,94.74
2017.01,Ukraine,59,87.49,26.93,48.73,49.81,26.22,22.87,39.16,67.26,49.94
2020.06,Lebanon,71,99.64,35.28,55.93,63.65,64.26,14.47,38.59,88.91,94.74
2017.01,United Arab Emirates,36,139.27,116.77,79.34,60.49,67.98,5.6,35.05,58.52,8.86
2017.01,United Kingdom,13,172.87,96.85,58.81,74.28,69.49,10,34.6,34.88,78.91
2022.06,Lebanon,74,97.72,31.98,53.41,62.95,68.53,12.67,38.69,89.5,94.74
2017.01,United States,7,179.73,123.17,51.24,68.22,75.42,3.26,34.58,31.19,67.95
2017.01,Venezuela,67,0,3.35,14.72,36.9,38.3,202.07,46.24,72.9,91.17
2014.06,Lithuania,27,114.55,42.22,65.16,69.94,59.68,12.98,23.46,26.87,
2017.01,Vietnam,66,36.12,24.77,47.04,47.87,40.11,26.76,33,88.1,-12.87
2015.06,Lithuania,34,121.57,64.38,57.46,64.9,46.09,12.79,31.45,32.84,
2018.01,Argentina,39,131.85,60.15,38.21,71.31,53.74,10.68,41.55,53.64,98.22
2016.06,Lithuania,42,133.37,57.75,58.42,67.62,46.94,12.34,29.17,33.16,24.85
2018.01,Australia,7,188.7,122.98,57.45,76.21,84.3,7.41,36.32,24.76,92.41
2017.06,Lithuania,30,138.36,48.45,60.94,66.33,51.93,13.79,27.03,33.92,66.84
2018.01,Austria,5,190.22,98.69,79.59,78.8,81.47,9.58,27.02,22.87,77.74
2018.06,Lithuania,33,153.38,60.64,63.1,67.27,46.95,11.91,29,32.01,69.34
2018.01,Belgium,20,164,98.91,57.83,80.43,83.35,7.1,34.63,48.92,86.14
2019.06,Lithuania,24,158.98,60.44,65.18,68.79,45.41,10.99,26.34,29.84,69.86
2018.01,Bosnia And Herzegovina,41,129.33,52.4,59.95,55.9,39.26,11.56,27.48,61.56,78.89
2020.06,Lithuania,20,159.77,55.57,66.12,70.51,44.85,11.09,25.65,27.91,69.86
2018.01,Brazil,54,100.13,41.55,29.45,52.65,51.33,16.26,45.27,59.48,94.23
2021.06,Lithuania,19,160.29,52.8,66.58,70.91,46.04,10.49,25.81,26.67,69.86
2018.01,Bulgaria,40,129.69,54.44,60.3,52.11,41.21,8.58,31.12,63.03,81.58
2022.06,Lithuania,23,162.95,55.67,67.45,73.4,43.1,12.19,25.31,24.8,69.86
2021.06,Luxembourg,10,171.81,87.76,65.87,72.92,85.3,13,31.79,23.27,82.62
2018.01,Canada,16,173.9,118.92,60.72,70.58,72.48,6.12,36.07,27.7,52.82
2022.06,Luxembourg,13,173.76,96.13,64.42,71.54,72.15,13.95,31.66,24.1,82.62
2018.01,Chile,45,122.73,54.53,53.52,61.9,55.24,13.09,35.07,66.79,90.21
2018.01,China,55,99.43,72.28,60.56,62.88,44.56,28.2,42.55,85.89,78.81
2018.01,Colombia,49,112.15,38.59,49.34,67.8,35.29,18.09,48.1,62.47,96.72
2014.06,Malaysia,43,78.94,67.54,31.4,68.86,49.99,8.27,41.09,64.49,
2018.01,Croatia,24,162.36,59.77,73,63.83,55.06,11.09,29.55,32.73,88.83
2015.06,Malaysia,38,112.21,103.75,30.66,66.78,41.72,8.76,39.38,67.37,
2018.01,Czech Republic,25,162.01,76.35,71.19,75.36,50.09,12.73,30.3,41.02,77.87
2016.06,Malaysia,59,57.4,83.06,34.44,65.84,42.24,9.36,39.33,67.61,-73.66
2018.01,Denmark,1,197.75,117.53,77.98,77.07,93.3,7.22,28.53,23.6,82.42
2017.06,Malaysia,44,104.15,64.43,36.43,65.66,43.31,9.54,37.06,65.19,42.25
2018.01,Egypt,59,84.42,24.67,46.28,44.42,25.69,12.68,46.69,87.64,91.98
2018.06,Malaysia,50,121.32,76.33,38.85,67.49,40.69,9.33,37.56,64.46,58.57
2018.01,Estonia,11,176.44,74.82,79.17,71.35,57.65,9.24,32.73,17.17,63.61
2019.06,Malaysia,51,120.39,70.35,39.34,67.8,39.46,9.67,36.55,62.92,57.92
2018.01,Finland,2,195.3,119.42,76.3,75.4,81.7,7.49,33.23,12.07,58.63
2020.06,Malaysia,51,117.42,59.12,41.45,68.87,38.09,10,37.11,62.81,59.21
2018.01,France,19,166.22,101.21,54.71,78.03,83.86,9.93,35.03,40.41,89.8
2021.06,Malaysia,54,115.02,50.11,42.71,69.98,37.52,9.97,37.21,62.63,59.11
2018.01,Germany,6,190.04,125.01,63.35,75.44,74.35,8.05,31.25,27.32,82.53
2022.06,Malaysia,51,121.63,59.41,45.63,70.14,34.41,8.67,37.22,62.16,57.46
2018.01,Greece,37,137.43,53.8,60.93,54.18,63.15,9.46,32.16,52.85,92.58
2022.06,Malta,66,106.08,44.8,56.28,38.24,57.71,12.93,30.02,81.08,97.44
2018.01,Hong Kong,50,110.28,82.86,79.1,63.81,78.72,41.08,41.26,69.35,83.64
2018.01,Hungary,38,132.31,50.62,63.49,51.09,48.6,13.32,34.12,46.57,78.51
2018.01,India,46,122.09,79.27,55.84,67.39,26.88,9.73,46.76,75.89,65.68
2014.06,Mexico,45,76.62,52.55,47.2,69.79,47.77,6.53,38.86,69.19,
2018.01,Indonesia,48,112.89,37.49,55.28,65.95,39.74,13.07,42.75,60.66,68.19
2015.06,Mexico,33,125.57,91.36,46.97,69.08,38.07,5.67,33.36,64.93,
2018.01,Iran,58,92.43,45.6,50.6,51.22,34.56,12.45,49.46,81.21,69.54
2016.06,Mexico,33,142.85,66.91,49.63,68.01,33.07,6.61,38.9,66.8,82.54
2018.01,Ireland,22,163.53,96.1,56.18,53.02,85.45,7.63,37.47,28.66,89.43
2017.06,Mexico,38,120.73,51.36,49.36,69.82,36.28,7.04,39.84,66.51,78.41
2018.01,Israel,29,152.25,102.3,63.1,74.05,86.53,13.85,36.73,60.27,93.61
2018.06,Mexico,47,123.99,53.93,47.94,69.64,30.54,9.74,42.32,66.19,86.02
2018.01,Italy,34,146.13,81.07,55.47,68.01,79.06,9.88,37.01,53.11,91.38
2019.06,Mexico,49,122.44,47.05,47.49,69.4,34.29,9.97,38.15,66.88,87.55
2018.01,Japan,13,176.04,107.35,86.9,81.72,86.58,12.64,44.48,41.66,84.82
2020.06,Mexico,50,120.65,38.17,46.69,72.11,30.93,10.69,39.2,63.29,86.29
2018.01,Lithuania,32,148.98,57.29,62.41,66.81,53.24,13.02,28.69,33.14,68.76
2021.06,Mexico,50,119.82,31.3,45.81,72.48,36.74,10.88,39.22,59.9,88.52
2018.01,Malaysia,47,116.05,72.98,36.95,65.64,44.73,9.62,37.6,66.52,58.11
2022.06,Mexico,47,126.94,41.1,46.1,72.82,35.14,8.25,39.15,58.27,85.52
2018.01,Mexico,43,126.42,58.18,48.95,68.62,33.56,7.8,42.03,66.13,82.49
2018.01,Netherlands,3,191.25,109.48,71.06,81.08,82.69,6.74,32.73,27.16,86.93
2018.01,New Zealand,8,182.4,98.61,60.85,71.95,83.41,8.18,34.48,21.77,96.1
2014.06,Mongolia,75,-39.97,21.71,29.75,27.23,53.86,18.83,36.86,95.75,
2018.01,Norway,12,176.27,107.95,56.67,74.66,113.7,8.71,31.04,20.22,71.89
2019.06,Morocco,64,103.67,39.4,50.47,39.35,34.59,14.45,36.83,68.14,86.09
2018.01,Pakistan,53,100.35,41.11,48.77,57.47,25.08,12.48,41.55,77.5,71.9
2020.06,Morocco,64,104.94,33.44,51.03,46.32,34.44,13.6,36.04,70.1,87.96
2018.01,Philippines,56,99.11,34.02,59.87,68.22,35.99,17.84,44.24,72.55,60.63
2021.06,Morocco,61,105.04,29.77,51.34,45.87,35.58,12.91,36.3,69.42,90.04
2018.01,Poland,33,146.58,74.42,63.77,62.08,45.2,9.77,33.6,51.12,75.8
2022.06,Morocco,65,107.19,32.67,52.63,46.37,29.71,13.16,36.88,69.27,90.04
2018.01,Portugal,18,166.71,61.97,65.46,69.5,55.86,10.01,30.28,30.53,97.45
2018.01,Qatar,26,159.62,125.05,84.3,70.5,65.37,5.15,34.78,70.24,45.48
2018.01,Romania,35,144.05,66.2,70.96,54.56,39.71,9.1,33.4,53.04,76.19
2014.06,Netherlands,15,149.9,91.81,63.57,66.66,98.7,6.54,35.5,37.33,
2018.01,Russia,51,103.32,51.11,54.8,56.77,43.89,11.44,48.26,63.26,44.7
2015.06,Netherlands,9,220.81,150.57,66.66,68.76,74.43,5.43,37.45,34.67,
2018.01,Saudi Arabia,31,149.58,131.46,63.31,60.19,47.86,2.79,34.01,71.72,41.02
2016.06,Netherlands,7,186.46,120.12,69.1,69.19,73.03,6.47,33.8,29.08,67.11
2018.01,Serbia,44,123.48,41.81,62.24,53.42,39.59,17.22,28.95,56.58,82.93
2017.06,Netherlands,5,177.8,94.23,71.11,82.22,79.61,6.71,32.83,27.33,86.81
2018.01,Singapore,30,150.45,95.89,83.77,69.61,91.4,22.2,45.99,33.94,57.99
2018.06,Netherlands,6,190.22,108.26,71.78,79.13,75.93,7.31,31.94,28.1,86.95
2018.01,Slovakia,28,155.37,67.29,69.85,64.42,50.41,9.88,32.17,40.67,77.66
2019.06,Netherlands,7,186.41,98.04,71.46,75.63,75.22,7.52,29.42,27.34,87.56
2018.01,Slovenia,14,175.36,80.33,75.29,64.69,59.65,8.38,27.78,26.25,76.3
2020.06,Netherlands,5,184.18,86.76,72.85,75.68,74.63,7.45,28.15,26.11,87.53
2018.01,South Africa,36,137.89,99.83,24.29,62.96,48.05,3.49,43.26,62.15,95.98
2021.06,Netherlands,3,180.27,76.65,72.84,75.28,78.93,7.28,27.64,25.39,87
2018.01,South Korea,27,155.38,109.36,64.17,83.4,82.94,14.05,37.24,52.87,67.2
2022.06,Netherlands,3,191.46,99.58,72.43,75.93,67.71,7.36,26.63,24.72,86.92
2018.01,Spain,15,174.92,90.67,63.26,77.49,61.75,8,31.42,38.11,93.94
2018.01,Sweden,10,176.81,113.01,50.74,70.42,83.7,10.52,30.68,19.1,75.08
2018.01,Switzerland,4,190.81,126.15,78.24,71.73,131.39,10.94,29.28,23.01,79.78
2014.06,New Zealand,9,164.24,84.16,57.62,73.56,106.7,5.8,25.47,19.24,
2018.01,Taiwan,23,163.28,106.38,79.26,82,65.42,14.35,33.15,63.25,83.79
2015.06,New Zealand,13,203.79,118.84,62.02,73.56,79.84,6.83,27.81,19.79,
2018.01,Thailand,52,101.18,38.59,52.75,80.87,48.91,22.78,39.21,72.86,68.64
2016.06,New Zealand,4,196.09,108.61,62.21,72.17,81.53,6.8,28.51,19.43,85.96
2018.01,Turkey,42,127.64,53.78,58.94,70.42,41.8,8.95,46.29,69.44,93.16
2017.06,New Zealand,7,172.46,89.65,60.84,71.65,87.53,7.03,33.57,19.78,96.08
2018.01,Ukraine,57,95.96,30.24,50.61,50.11,25.98,18.21,38.5,67.24,70.2
2018.06,New Zealand,8,185.08,101.88,60.12,72.62,72.41,8.24,33.57,21.87,96.21
2018.01,United Arab Emirates,21,163.54,124.78,81.25,63.48,67.21,4.88,37.49,55.78,45.43
2019.06,New Zealand,9,183.07,97.59,59.11,73.71,73.01,8.51,30.72,23.49,95.46
2018.01,United Kingdom,17,171.89,108.54,58.8,74.19,75.85,9.31,35.75,37.71,87.92
2020.06,New Zealand,8,178.22,87.22,57.81,73.82,71.83,8.66,30.81,23.52,95.46
2018.01,United States,9,180.56,127.62,50.42,68.38,72.95,3.34,34.74,31.7,78.23
2021.06,New Zealand,9,173.6,74.89,57.12,73.59,76.31,7.78,30.72,23.72,96.69
2018.01,Vietnam,60,81.09,30.09,47.78,52.45,39.44,21.34,31.1,88.1,71.24
2022.06,New Zealand,10,176.83,85.02,55.39,72.97,68.96,8.01,30.73,23.87,96.35
2019.01,Argentina,48,122.49,55,37.45,69.39,33.09,19.02,43.04,52.35,98.28
2019.01,Australia,4,191.13,122.85,57.24,76.38,72.08,7.6,35.29,23.97,93.75
2020.06,Nigeria,82,54.91,11.1,36.73,50.05,29.76,16.19,62.14,86.89,60.75
2019.01,Austria,5,191.05,96.7,78.63,79.19,71.79,10.14,25.15,21.97,77.74
2021.06,Nigeria,83,54.71,8.79,35.94,48.52,29.63,14.02,61.97,87.7,60.75
2019.01,Belarus,37,141.47,44.64,76.47,58.01,33.12,14.27,28.78,40.97,64.37
2022.06,Nigeria,87,45.13,8.25,35.91,48.49,30.01,22.35,63.39,88.09,60.75
2019.01,Belgium,23,162.09,95.09,57.54,79.44,72.97,7.18,34.86,49.89,86.03
2019.01,Bosnia And Herzegovina,45,124.51,49.18,56.21,53.2,35.72,12.28,26.43,63.47,80.48
2016.06,North Macedonia,46,114.94,42.8,61.5,62.4,32.04,14.91,35.35,85,75.54
2019.01,Brazil,64,100.33,37.43,29.76,54.64,42.8,18.72,43.37,57.72,95.35
2018.06,North Macedonia,54,108.89,41.61,60.06,59.1,31.49,13.77,31.24,81.49,76.3
2019.01,Bulgaria,43,130.59,52.18,60,54.04,37.17,8.72,28.79,63.98,82.76
2019.06,North Macedonia,56,110.42,40.16,60.78,57.33,32.27,13.27,28.98,80.12,76.3
2019.01,Canada,18,170.32,109.44,60.49,70.99,65.01,7.66,33.77,27.85,52.55
2020.06,North Macedonia,58,108.99,33.3,61.39,56.22,32.96,12.36,27.61,80.23,76.3
2019.01,Chile,46,124.14,54.13,53.19,65.5,47.73,13.51,36.79,65.54,90.21
2021.06,North Macedonia,58,108.25,29.92,60.88,56.37,32.76,12.24,26.9,79.75,76.3
2019.01,China,65,97.92,68.95,54.54,64.03,39.24,29.09,42.46,81.91,78.91
2022.06,North Macedonia,62,109.82,35.57,59.03,55.62,28.51,12.75,25.98,79.52,76.3
2019.01,Colombia,57,108.36,34.66,48.74,67.51,30.15,18.85,45.06,61.74,86.04
2019.01,Croatia,21,165.31,60.33,75.31,64.14,49.18,11.63,29.11,31.03,88.95
2019.01,Cyprus,27,157.57,75.29,70.69,50.17,55.57,7.17,20.27,53.75,92.23
2014.06,Norway,12,160.51,89.81,67.04,75.39,145.16,7.76,25.61,24.93,
2019.01,Czech Republic,25,158.79,71.32,73.34,74.71,45.12,15.17,30.02,40.96,77.13
2015.06,Norway,8,222.96,139.78,69.56,74.64,109.3,7.26,25.03,22.41,
2019.01,Denmark,1,198.57,114.39,75.75,79.41,81.38,6.93,28.51,22.14,81.8
2016.06,Norway,14,176.23,115.01,60.63,73.95,104.26,7.67,28.86,19.28,52.28
2019.01,Egypt,71,83.98,23.67,49.29,44.22,26.46,13.6,49.17,86.48,91.98
2017.06,Norway,14,158.85,92.2,55.01,74.96,112.75,8.58,30.64,19.54,71.87
2019.01,Estonia,11,180.88,75.97,79.2,72.12,51.01,9.31,25.75,18.15,64.28
2018.06,Norway,12,181.6,109.53,61.56,75.03,104.11,8.2,29.47,20.11,71.28
2019.01,Finland,3,194.01,112.3,77.2,73.49,72.82,7.98,30.41,11.93,58.56
2019.06,Norway,11,179.78,98,66.49,74.36,104.49,8.61,27.24,20.29,71.37
2019.01,France,26,157.83,91.55,53.61,78.55,74.85,12.85,35.27,42.7,88.25
2020.06,Norway,11,174.55,83.4,65.38,74.51,96.8,8.68,26.62,20.14,71.37
2019.01,Georgia,50,120.9,33.19,80.14,51.29,28.78,12.67,34.34,72.46,84.2
2021.06,Norway,11,171.72,73.55,66.28,75.59,103.56,8.09,26.93,18.09,68.68
2019.01,Germany,8,187.05,116.2,65.49,74.32,67.62,9.02,29.91,28.01,82.51
2022.06,Norway,7,179.63,86.27,66.49,77.08,85.93,7.83,26.87,17.99,68.68
2019.01,Greece,39,137.82,49.57,61.43,55.16,56.66,9.84,32.2,51.86,94.18
2020.06,Oman,12,173.08,87.3,79.38,58.83,49.42,6.11,22.82,37.51,67.22
2019.01,Hong Kong,63,100.9,69.34,80.68,67.35,78.14,49.42,41,66.39,83.64
2021.06,Oman,14,168.82,74.87,79.66,58.42,49.64,5.45,23.02,37.21,67.22
2019.01,Hungary,41,134.47,54.66,64.83,48.24,42.03,12.58,35.17,46.47,78.74
2022.06,Oman,17,172.12,78.78,80.28,58.23,48.11,4.59,22.63,36.76,67.22
2019.01,Iceland,7,187.79,91.8,76.72,66.44,101.86,6.58,19.74,15.24,68.81
2019.01,India,52,117.51,66.91,57.28,68.32,24.17,11.33,45.71,75.81,65.74
2019.01,Indonesia,58,107.2,32.95,53.99,61.98,36.24,13.81,42.93,62.78,68.96
2014.06,Pakistan,63,23.52,30.53,39.4,52.23,31.47,13.76,25.55,81.08,
2019.01,Iran,70,87.02,37.74,50.67,51.18,35.8,16.87,48.38,79.35,70.99
2015.06,Pakistan,52,37.81,46.39,40.92,56.78,27.77,15.49,33.53,79.35,
2019.01,Ireland,24,160.82,95.09,55.48,48.58,75.35,7.9,35.85,31.12,89.13
2016.06,Pakistan,52,92.28,42.32,43.61,58.57,26.33,12.59,38.76,77.85,38.51
2019.01,Israel,30,153.82,92.48,67.84,73.44,74.28,13.98,36.32,57.25,93.8
