Matching Event,Pattern
Economic Growth,"{'country_b_id_fk': 126, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 9, 'indexes': 3, 'avg_corr': 0.94462, 'orgs': 1, 'Power': 2.366772, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Lithuania'}"
Environmental Initiatives,"{'country_b_id_fk': 34, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 9, 'indexes': 3, 'avg_corr': 0.9443733333333334, 'orgs': 1, 'Power': 2.366624, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Economic Growth,"{'country_b_id_fk': 34, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 9, 'indexes': 3, 'avg_corr': 0.9443733333333334, 'orgs': 1, 'Power': 2.366624, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Economic Growth,"{'country_b_id_fk': 34, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.937545, 'orgs': 1, 'Power': 2.362527, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Education Reforms,"{'country_b_id_fk': 34, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.937545, 'orgs': 1, 'Power': 2.362527, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Parliamentary Elections,"{'country_b_id_fk': 98, 'start_year_a_fk': 2000, 'start_year_b_fk': 2003, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.926385, 'orgs': 1, 'Power': 2.355831, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Hungary'}"
Environmental Protection,"{'country_b_id_fk': 34, 'start_year_a_fk': 2008, 'start_year_b_fk': 2008, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.921385, 'orgs': 1, 'Power': 2.352831, 'Sectors': ""['Political State Sector', 'Finance Economy Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Environmental Protection,"{'country_b_id_fk': 219, 'start_year_a_fk': 2008, 'start_year_b_fk': 2008, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.92084, 'orgs': 1, 'Power': 2.352504, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Tajikistan'}"
Presidential Election,"{'country_b_id_fk': 44, 'start_year_a_fk': 2012, 'start_year_b_fk': 2006, 'pattern_length_fk': 8, 'indexes': 3, 'avg_corr': 0.9998333333333336, 'orgs': 1, 'Power': 2.2999, 'Sectors': ""['Investments Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Chile'}"
Health Sector Development,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.97611, 'orgs': 1, 'Power': 2.285666, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Environmental Protection,"{'country_b_id_fk': 45, 'start_year_a_fk': 2012, 'start_year_b_fk': 2003, 'pattern_length_fk': 8, 'indexes': 3, 'avg_corr': 0.9688733333333334, 'orgs': 1, 'Power': 2.281324, 'Sectors': ""['Investments Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'China'}"
Presidential Election,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2006, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.965245, 'orgs': 1, 'Power': 2.279147, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Presidential Election,"{'country_b_id_fk': 202, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.965135, 'orgs': 1, 'Power': 2.279081, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Slovakia'}"
Economic Diversification,"{'country_b_id_fk': 126, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.961995, 'orgs': 1, 'Power': 2.277197, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Lithuania'}"
Economic Diversification,"{'country_b_id_fk': 195, 'start_year_a_fk': 2009, 'start_year_b_fk': 2011, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.9615, 'orgs': 1, 'Power': 2.2769000000000004, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Saudi Arabia'}"
Presidential Election,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.959885, 'orgs': 1, 'Power': 2.2759310000000004, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Economic Reforms,"{'country_b_id_fk': 63, 'start_year_a_fk': 2000, 'start_year_b_fk': 2004, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.958535, 'orgs': 1, 'Power': 2.275121, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Egypt'}"
Presidential Election,"{'country_b_id_fk': 177, 'start_year_a_fk': 2009, 'start_year_b_fk': 2011, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.95661, 'orgs': 1, 'Power': 2.273966, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Portugal'}"
Education Improvements,"{'country_b_id_fk': 34, 'start_year_a_fk': 2009, 'start_year_b_fk': 2007, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.95566, 'orgs': 1, 'Power': 2.273396, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Environmental Protection,"{'country_b_id_fk': 219, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.95483, 'orgs': 1, 'Power': 2.272898, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Tajikistan'}"
Environmental Protection,"{'country_b_id_fk': 120, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.9534, 'orgs': 1, 'Power': 2.27204, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Latvia'}"
Economic Diversification,"{'country_b_id_fk': 113, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.95084, 'orgs': 1, 'Power': 2.2705040000000003, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Kazakhstan'}"
Economic Diversification,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2012, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.950215, 'orgs': 1, 'Power': 2.2701290000000003, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Infrastructure Development,"{'country_b_id_fk': 119, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.949695, 'orgs': 1, 'Power': 2.269817, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Laos'}"
Presidential Election,"{'country_b_id_fk': 101, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.949225, 'orgs': 1, 'Power': 2.2695350000000003, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Indonesia'}"
Presidential Election,"{'country_b_id_fk': 67, 'start_year_a_fk': 2009, 'start_year_b_fk': 2006, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.94505, 'orgs': 1, 'Power': 2.26703, 'Sectors': ""['Political State Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Estonia'}"
Infrastructure Development,"{'country_b_id_fk': 34, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.941335, 'orgs': 1, 'Power': 2.2648010000000003, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Economic Reforms,"{'country_b_id_fk': 34, 'start_year_a_fk': 2000, 'start_year_b_fk': 2001, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.941335, 'orgs': 1, 'Power': 2.2648010000000003, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Economic Diversification,"{'country_b_id_fk': 113, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.941315, 'orgs': 1, 'Power': 2.264789, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Kazakhstan'}"
Infrastructure Development,"{'country_b_id_fk': 63, 'start_year_a_fk': 2000, 'start_year_b_fk': 2005, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.938165, 'orgs': 1, 'Power': 2.262899, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Egypt'}"
Economic Diversification,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2007, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.936485, 'orgs': 1, 'Power': 2.2618910000000003, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Presidential Election,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2007, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.936485, 'orgs': 1, 'Power': 2.2618910000000003, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Economic Diversification,"{'country_b_id_fk': 99, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.933175, 'orgs': 1, 'Power': 2.2599050000000003, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Iceland'}"
Social Welfare Programs,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2015, 'pattern_length_fk': 8, 'indexes': 3, 'avg_corr': 0.9326133333333332, 'orgs': 1, 'Power': 2.259568, 'Sectors': ""['Political State Sector', 'Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Environmental Protection,"{'country_b_id_fk': 34, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.92747, 'orgs': 1, 'Power': 2.256482, 'Sectors': ""['Political State Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Bulgaria'}"
Economic Diversification,"{'country_b_id_fk': 181, 'start_year_a_fk': 2009, 'start_year_b_fk': 2006, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.92664, 'orgs': 1, 'Power': 2.255984, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Romania'}"
Economic Reforms,"{'country_b_id_fk': 69, 'start_year_a_fk': 2000, 'start_year_b_fk': 2005, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.92662, 'orgs': 1, 'Power': 2.2559720000000003, 'Sectors': ""['Military Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Ethiopia'}"
Presidential Election,"{'country_b_id_fk': 74, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.91941, 'orgs': 1, 'Power': 2.251646, 'Sectors': ""['Political State Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'France'}"
Parliamentary Elections,"{'country_b_id_fk': 203, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.976065, 'orgs': 1, 'Power': 2.185639, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Slovenia'}"
Infrastructure Projects,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2014, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.97244, 'orgs': 1, 'Power': 2.183464, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Social Programs,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2007, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.97147, 'orgs': 1, 'Power': 2.182882, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Infrastructure Projects,"{'country_b_id_fk': 239, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.971305, 'orgs': 1, 'Power': 2.182783, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Uzbekistan'}"
Urban Development,"{'country_b_id_fk': 243, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.96419, 'orgs': 1, 'Power': 2.178514, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Vietnam'}"
Infrastructure Projects,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.952165, 'orgs': 1, 'Power': 2.171299, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Social Programs,"{'country_b_id_fk': 152, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.95187, 'orgs': 1, 'Power': 2.171122, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Nepal'}"
Infrastructure Projects,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.950385, 'orgs': 1, 'Power': 2.170231, 'Sectors': ""['Finance Economy Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Infrastructure Projects,"{'country_b_id_fk': 134, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.94188, 'orgs': 1, 'Power': 2.165128, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Malta'}"
Infrastructure Projects,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2006, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.923685, 'orgs': 1, 'Power': 2.154211, 'Sectors': ""['Social Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Turkmenistan'}"
Social Programs,"{'country_b_id_fk': 152, 'start_year_a_fk': 2009, 'start_year_b_fk': 2014, 'pattern_length_fk': 10, 'indexes': 2, 'avg_corr': 0.913945, 'orgs': 1, 'Power': 2.148367, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Nepal'}"
Environmental Initiatives,"{'country_b_id_fk': 203, 'start_year_a_fk': 2012, 'start_year_b_fk': 2006, 'pattern_length_fk': 6, 'indexes': 3, 'avg_corr': 0.99988, 'orgs': 1, 'Power': 2.099928, 'Sectors': ""['Investments Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Slovenia'}"
Economic Growth,"{'country_b_id_fk': 2, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.985605, 'orgs': 1, 'Power': 2.091363, 'Sectors': ""['Finance Economy Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Albania'}"
Environmental Initiatives,"{'country_b_id_fk': 107, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.983175, 'orgs': 1, 'Power': 2.089905, 'Sectors': ""['Political State Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Italy'}"
Presidential Election,"{'country_b_id_fk': 177, 'start_year_a_fk': 2009, 'start_year_b_fk': 2013, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.977815, 'orgs': 1, 'Power': 2.086689, 'Sectors': ""['Political State Sector', 'Human Rights Development']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Portugal'}"
Economic Growth,"{'country_b_id_fk': 53, 'start_year_a_fk': 2009, 'start_year_b_fk': 2011, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.977045, 'orgs': 1, 'Power': 2.086227, 'Sectors': ""['Political State Sector', 'Finance Economy Sector']"", 'event_correlation_score': 0, 'country_a_id_fk': 144, 'event_correlation_count': 0, 'similar_event_year_a': nan, 'similar_raw_event': nan, 'similar_event_year_b': nan, 'country_a_name': 'Mongolia', 'country_b_name': 'Croatia'}"
