Year,Country,Pollution Rank,Pollution Index,Exp Pollution Index
2022.06,Nigeria,6,88.09,157.45
2022.06,Afghanistan,7,87.83,157.07
2022.06,Vietnam,8,85.59,153.27
2022.06,Bangladesh,9,85.53,152.94
2022.06,Monaco,10,85.25,155.01
2022.06,Nepal,11,84.11,149.58
2022.06,Egypt,12,83.37,148.21
2022.06,Peru,13,82.4,146.74
2022.06,Malta,14,81.08,143.01
2022.06,China,15,80.21,145.92
2022.06,North Macedonia,16,79.52,144.81
2022.06,Cambodia,17,78.31,138.23
2022.06,Chile,18,78.3,140.57
2022.06,Laos,19,78.19,138.95
2022.06,Ethiopia,20,78.04,137.32
2022.06,Albania,21,77.98,136.92
2022.06,Jordan,22,76.21,134.1
2022.06,Venezuela,23,75.65,134.24
2022.06,Thailand,24,75.37,132.54
2022.06,Iran,25,75.22,137.58
2022.06,Syria,26,74.69,130.35
2022.06,Zimbabwe,27,74.52,132.01
2022.06,Dominican Republic,28,74.1,129.46
2022.06,Azerbaijan,29,74.01,129.32
2022.06,Pakistan,30,73.67,128.63
2022.06,Iraq,31,73.59,128.51
2022.06,Guatemala,32,73.33,127.9
2022.06,Bolivia,33,73.25,128.17
2022.06,India,34,73.04,127.46
2022.06,Kazakhstan,35,72.96,132.05
2022.06,Philippines,36,72.94,128.04
2022.06,Bahrain,37,71.36,128.93
2022.06,Tunisia,38,69.91,121.75
2022.06,Kyrgyzstan,39,69.74,128.86
2022.06,Morocco,40,69.27,120.53
2022.06,Kenya,41,69.21,121.13
2022.06,Georgia,42,69.05,124.25
2022.06,Kuwait,43,67.83,119.52
2022.06,Indonesia,44,67.17,116.01
2022.06,Hong Kong,45,67.16,119.47
2022.06,Trinidad And Tobago,46,66.81,115.47
2022.06,Jamaica,47,65.94,114.78
2022.06,Turkey,48,65.1,112.72
2022.06,Taiwan,49,64.88,112.93
2022.06,Algeria,50,64.35,112.18
2022.06,Moldova,51,64.15,111.79
2022.06,Bulgaria,52,63.84,115.12
2022.06,Tanzania,53,63.4,111.16
2022.06,Serbia,54,63.29,110.88
2022.06,Saudi Arabia,55,63.28,110.79
2022.06,Colombia,56,63.12,111.35
2022.06,South Korea,57,62.42,114.1
2022.06,Ukraine,58,62.26,107.17
2022.06,Malaysia,59,62.16,106.25
2022.06,Russia,60,60.83,104.26
2022.06,Sri Lanka,61,60.25,103.41
2022.06,Bosnia And Herzegovina,62,60.2,106.37
2022.06,Poland,63,60.06,106.49
2022.06,Qatar,64,60.05,105.76
2022.06,Armenia,65,59.81,108.06
2022.06,Romania,66,58.52,99.99
2022.06,Ecuador,67,58.34,99.65
2022.06,Mexico,68,58.27,98.76
2022.06,Panama,69,57.82,100.9
2022.06,Israel,70,57.79,102.55
2022.06,Libya,71,56.84,98.8
2022.06,South Africa,72,56.39,96.06
2022.06,Cyprus,73,55.23,93.06
2022.06,Mauritius,74,54.8,93.14
2022.06,Italy,75,54.44,92.07
2022.06,Brazil,76,53.72,91.43
2022.06,Fiji,77,53.16,91.3
2022.06,Greece,78,51.79,90.42
2022.06,Argentina,79,50.86,86.87
2022.06,Belgium,80,49.84,83.87
2022.06,Puerto Rico,81,48.9,83.5
2022.06,United Arab Emirates,82,47.94,80.93
2022.06,Hungary,83,47.75,82.59
2022.06,Montenegro,84,46.56,79.32
2022.06,Uruguay,85,44.82,79.67
2022.06,Belarus,86,44.43,73.76
2022.06,Costa Rica,87,44.19,75.79
2022.06,France,88,42.21,70.32
2022.06,United Kingdom,89,40.37,66.78
2022.06,Japan,90,39.09,63.2
2022.06,Spain,91,39.08,64.03
2022.06,Slovakia,92,38.57,64.64
2022.06,Oman,93,36.76,58.94
2022.06,United States,94,35.72,59.07
2022.06,Czech Republic,95,35.32,58.64
2022.06,Ireland,96,35,58.22
2022.06,Singapore,97,33.02,56.03
2022.06,Latvia,98,31.99,51.6
2022.06,Croatia,99,31.41,51.69
2022.06,Portugal,100,30.98,49.85
2022.06,Canada,101,28.93,47.19
2022.06,Germany,102,28.14,45.54
2022.06,Lithuania,103,24.8,39.97
2022.06,Netherlands,104,24.72,40.16
2022.06,Australia,105,24.19,38.43
2022.06,Luxembourg,106,24.1,36.68
2022.06,New Zealand,107,23.87,40.7
2022.06,Slovenia,108,22.76,39.81
2022.06,Austria,109,22.16,35.62
2022.06,Denmark,110,20.92,32.41
2022.06,Switzerland,111,19.39,31.03
2022.06,Estonia,112,18.36,30.1
2022.06,Norway,113,17.99,28.89
2022.06,Sweden,114,17.96,27.99
2022.06,Iceland,115,15.83,27.43
2022.06,Finland,116,12.02,20.31
2023.01,Mongolia,1,92.4,169.6
2023.01,Myanmar,2,89.8,162.3
2023.01,Lebanon,3,89.4,159.9
2023.01,Ghana,4,88.3,158.1
2023.01,Nigeria,5,88,157.3
2023.01,Afghanistan,6,87.4,156.1
2023.01,Monaco,7,85.7,155.6
2023.01,Bangladesh,8,85.1,152
2023.01,Vietnam,9,85.1,152.2
2023.01,Nepal,10,84.1,149.7
2023.01,Egypt,11,83.2,147.8
2023.01,Peru,12,82.4,146.6
2023.01,Malta,13,81.2,143.4
2023.01,North Macedonia,14,79.7,145.1
2023.01,China,15,79.3,144.2
2023.01,Cambodia,16,78.3,138.2
2023.01,Chile,17,77.9,139.8
2023.01,Ethiopia,18,76.8,134.9
2023.01,Albania,19,76.5,134
2023.01,Jordan,20,76.4,134.5
2023.01,Venezuela,21,75.7,134.2
2023.01,Zimbabwe,22,75.6,134
2023.01,Thailand,23,75.3,132.5
2023.01,Iran,24,75.3,138
2023.01,Syria,25,74.7,130.4
2023.01,Iraq,26,74,129.3
2023.01,Azerbaijan,27,73.9,129.2
2023.01,Pakistan,28,73.6,128.5
2023.01,Guatemala,29,73.4,128
2023.01,Kazakhstan,30,73.1,132.4
2023.01,India,31,73,127.4
2023.01,Dominican Republic,32,72.9,127.1
2023.01,Philippines,33,72.9,127.8
2023.01,Bolivia,34,72.2,126
2023.01,Bahrain,35,71.4,128.9
2023.01,Tunisia,36,70.2,122.4
2023.01,Morocco,37,69.3,120.6
2023.01,Kenya,38,69.2,121.1
2023.01,Kuwait,39,67.8,119.5
2023.01,Georgia,40,67.8,121.9
2023.01,Hong Kong (China),41,67.2,119.5
2023.01,Indonesia,42,67.1,115.9
2023.01,Trinidad And Tobago,43,66.4,114.8
2023.01,Jamaica,44,66,114.9
2023.01,Turkey,45,65.1,112.6
2023.01,Taiwan (China),46,64.9,113
2023.01,Serbia,47,64.1,112.4
2023.01,Moldova,48,64,111.2
2023.01,Bulgaria,49,63.7,114.8
2023.01,Algeria,50,63.6,110.9
2023.01,Tanzania,51,63.4,111.2
2023.01,Saudi Arabia,52,63.3,110.8
2023.01,Colombia,53,63.1,111.3
2023.01,South Korea,54,62.3,113.7
2023.01,Ukraine,55,62.1,106.8
2023.01,Malaysia,56,61.7,105.4
2023.01,Russia,57,60.9,104.4
2023.01,Armenia,58,60.9,110
2023.01,Bosnia And Herzegovina,59,60.6,106.9
2023.01,Qatar,60,60,105.8
2023.01,Sri Lanka,61,59.4,101.8
2023.01,Romania,62,58.5,100
2023.01,Mexico,63,58.5,99.3
2023.01,Ecuador,64,58.4,99.8
2023.01,Israel,65,57.4,101.7
2023.01,Panama,66,57.3,99.9
2023.01,South Africa,67,56.4,96
2023.01,Cyprus,68,55.3,93.1
2023.01,Mauritius,69,54.8,93.1
2023.01,Italy,70,54.7,92.7
2023.01,Poland,71,54.5,96.6
2023.01,Brazil,72,53.7,91.3
2023.01,Greece,73,51.6,90.1
2023.01,Argentina,74,51.3,87.6
2023.01,Belgium,75,50.1,84.5
2023.01,Puerto Rico,76,48.9,83.5
2023.01,United Arab Emirates,77,48.2,81.5
2023.01,Hungary,78,47.7,82.6
2023.01,Montenegro,79,46.6,79.3
2023.01,Belarus,80,44.5,73.8
2023.01,Costa Rica,81,44.1,75.6
2023.01,Uruguay,82,43.9,78.2
2023.01,France,83,42.9,71.5
2023.01,United Kingdom,84,40.4,66.9
2023.01,Spain,85,39.6,64.9
2023.01,Japan,86,39.2,63.4
2023.01,Slovakia,87,38.3,64.2
2023.01,Oman,88,37.2,59.5
2023.01,United States,89,36.1,59.6
2023.01,Czech Republic,90,35.3,58.5
2023.01,Ireland,91,34.8,58
2023.01,Singapore,92,33.1,56.2
2023.01,Croatia,93,32,52.6
2023.01,Latvia,94,31.5,50.8
2023.01,Portugal,95,30.6,49.4
2023.01,Canada,96,29.1,47.5
2023.01,Germany,97,28.8,46.6
2023.01,Lithuania,98,25.7,41.4
2023.01,Australia,99,25.4,40.4
2023.01,New Zealand,100,24.2,41.2
2023.01,Netherlands,101,23.7,38.2
2023.01,Slovenia,102,22.7,39.6
2023.01,Luxembourg,103,21.9,32.8
2023.01,Austria,104,21.5,34.4
2023.01,Denmark,105,21.3,33.1
2023.01,Switzerland,106,19.6,31.4
2023.01,Sweden,107,18,28
2023.01,Estonia,108,17.9,29.3
2023.01,Norway,109,17.7,28.5
2023.01,Iceland,110,15.2,26.1
2023.01,Finland,111,12,20.1
