Country,Year,Merchandise exports (current US$)
French Polynesia,1984,32000000.0
French Polynesia,1983,35000000.0
French Polynesia,1982,28000000.0
French Polynesia,1981,29000000.0
French Polynesia,1980,30000000.0
French Polynesia,1979,29000000.0
French Polynesia,1978,37000000.0
French Polynesia,1977,16000000.0
French Polynesia,1976,22000000.0
French Polynesia,1975,25000000.0
French Polynesia,1974,32000000.0
French Polynesia,1973,19000000.0
French Polynesia,1972,15000000.0
French Polynesia,1971,17000000.0
French Polynesia,1970,18000000.0
French Polynesia,1969,14000000.0
French Polynesia,1968,12000000.0
French Polynesia,1967,13000000.0
French Polynesia,1966,17000000.0
French Polynesia,1965,10000000.0
French Polynesia,1964,11000000.0
French Polynesia,1963,10000000.0
French Polynesia,1962,11000000.0
French Polynesia,1961,12000000.0
French Polynesia,1960,13000000.0
Gabon,2022,9200000000.0
Gabon,2021,7598000000.0
Gabon,2020,6222000000.0
Gabon,2019,6722000000.0
Gabon,2018,6231000000.0
Gabon,2017,5164000000.0
Gabon,2016,4296000000.0
Gabon,2015,5113000000.0
Gabon,2014,8290000000.0
Gabon,2013,10039000000.0
Gabon,2012,9493000000.0
Gabon,2011,9766000000.0
Gabon,2010,8686000000.0
Gabon,2009,5356000000.0
Gabon,2008,9566000000.0
Gabon,2007,6309000000.0
Gabon,2006,5450000000.0
Gabon,2005,5065000000.0
Gabon,2004,3728000000.0
Gabon,2003,3062000000.0
Gabon,2002,2409000000.0
Gabon,2001,2524000000.0
Gabon,2000,2598000000.0
Gabon,1999,2394000000.0
Gabon,1998,1916000000.0
Gabon,1997,3024000000.0
Gabon,1996,3184000000.0
Gabon,1995,2713000000.0
Gabon,1994,2350000000.0
Gabon,1993,2295000000.0
Gabon,1992,2082000000.0
Gabon,1991,2243000000.0
Gabon,1990,2204000000.0
Gabon,1989,1598000000.0
Gabon,1988,1196000000.0
Gabon,1987,1286000000.0
Gabon,1986,1271000000.0
Gabon,1985,1951000000.0
Gabon,1984,2011000000.0
Gabon,1983,2000000000.0
Gabon,1982,2161000000.0
Gabon,1981,2201000000.0
Gabon,1980,2173000000.0
Gabon,1979,1848000000.0
Gabon,1978,1107000000.0
Gabon,1977,1343000000.0
Gabon,1976,1135000000.0
Gabon,1975,943000000.0
Gabon,1974,768000000.0
Gabon,1973,331000000.0
Gabon,1972,228000000.0
Gabon,1971,179000000.0
Gabon,1970,144000000.0
Gabon,1969,142000000.0
Gabon,1968,125000000.0
Gabon,1967,120000000.0
Gabon,1966,101000000.0
Gabon,1965,105000000.0
Gabon,1964,95000000.0
Gabon,1963,73000000.0
Gabon,1962,59000000.0
Gabon,1961,55000000.0
Gabon,1960,47000000.0
"Gambia, The",2022,40000000.0
"Gambia, The",2021,33000000.0
"Gambia, The",2020,61000000.0
"Gambia, The",2019,133000000.0
"Gambia, The",2018,140000000.0
"Gambia, The",2017,124000000.0
"Gambia, The",2016,105000000.0
"Gambia, The",2015,115000000.0
"Gambia, The",2014,125000000.0
"Gambia, The",2013,134000000.0
"Gambia, The",2012,126000000.0
"Gambia, The",2011,102000000.0
"Gambia, The",2010,68000000.0
"Gambia, The",2009,66000000.0
"Gambia, The",2008,14000000.0
"Gambia, The",2007,13000000.0
"Gambia, The",2006,11000000.0
"Gambia, The",2005,7000000.0
"Gambia, The",2004,18000000.0
"Gambia, The",2003,5000000.0
"Gambia, The",2002,17000000.0
"Gambia, The",2001,9000000.0
"Gambia, The",2000,16000000.0
"Gambia, The",1999,12000000.0
"Gambia, The",1998,21000000.0
"Gambia, The",1997,15000000.0
"Gambia, The",1996,21000000.0
"Gambia, The",1995,16000000.0
"Gambia, The",1994,35000000.0
"Gambia, The",1993,67000000.0
"Gambia, The",1992,57000000.0
"Gambia, The",1991,38000000.0
"Gambia, The",1990,31000000.0
"Gambia, The",1989,27000000.0
"Gambia, The",1988,58000000.0
"Gambia, The",1987,40000000.0
"Gambia, The",1986,35000000.0
"Gambia, The",1985,43000000.0
"Gambia, The",1984,49000000.0
"Gambia, The",1983,48000000.0
"Gambia, The",1982,44000000.0
"Gambia, The",1981,27000000.0
"Gambia, The",1980,31000000.0
"Gambia, The",1979,58000000.0
"Gambia, The",1978,39000000.0
"Gambia, The",1977,47000000.0
"Gambia, The",1976,35000000.0
"Gambia, The",1975,44000000.0
"Gambia, The",1974,43000000.0
"Gambia, The",1973,25000000.0
"Gambia, The",1972,19000000.0
"Gambia, The",1971,13000000.0
"Gambia, The",1970,17000000.0
"Gambia, The",1969,16000000.0
"Gambia, The",1968,13000000.0
"Gambia, The",1967,18000000.0
"Gambia, The",1966,16000000.0
"Gambia, The",1965,14000000.0
"Gambia, The",1964,9000000.0
"Gambia, The",1963,9000000.0
"Gambia, The",1962,10000000.0
"Gambia, The",1961,9000000.0
"Gambia, The",1960,8000000.0
Georgia,2022,5583000000.0
Georgia,2021,4243000000.0
Georgia,2020,3341000000.0
Georgia,2019,3798000000.0
Georgia,2018,3380000000.0
Georgia,2017,2746000000.0
Georgia,2016,2117000000.0
Georgia,2015,2204000000.0
Georgia,2014,2861000000.0
Georgia,2013,2910000000.0
Georgia,2012,2376000000.0
Georgia,2011,2189000000.0
Georgia,2010,1677000000.0
Georgia,2009,1134000000.0
Georgia,2008,1495000000.0
Georgia,2007,1232000000.0
Georgia,2006,936000000.0
Georgia,2005,865000000.0
Georgia,2004,647000000.0
Georgia,2003,461000000.0
Georgia,2002,346000000.0
Georgia,2001,318000000.0
Georgia,2000,323000000.0
Georgia,1999,238000000.0
Georgia,1998,191000000.0
Georgia,1997,240000000.0
Georgia,1996,199000000.0
Georgia,1995,151000000.0
Georgia,1994,155000000.0
Georgia,1993,69000000.0
Georgia,1992,68000000.0
Georgia,1991,
Georgia,1990,
Georgia,1989,
Georgia,1988,
Georgia,1987,
Georgia,1986,
Georgia,1985,
Georgia,1984,
Georgia,1983,
Georgia,1982,
Georgia,1981,
Georgia,1980,
Georgia,1979,
Georgia,1978,
Georgia,1977,
Georgia,1976,
Georgia,1975,
Georgia,1974,
Georgia,1973,
Georgia,1972,
Georgia,1971,
Georgia,1970,
Georgia,1969,
Georgia,1968,
Georgia,1967,
Georgia,1966,
Georgia,1965,
Georgia,1964,
Georgia,1963,
Georgia,1962,
Georgia,1961,
Georgia,1960,
Germany,2022,1657577000000.0
Germany,2021,1636742000000.0
Germany,2020,1382533000000.0
Germany,2019,1489412000000.0
Germany,2018,1560539000000.0
Germany,2017,1448191000000.0
Germany,2016,1334355000000.0
Germany,2015,1326206000000.0
Germany,2014,1494214000000.0
Germany,2013,1445067000000.0
Germany,2012,1401113000000.0
Germany,2011,1473985000000.0
Germany,2010,1258924000000.0
Germany,2009,1120041000000.0
Germany,2008,1446171000000.0
Germany,2007,1321214000000.0
Germany,2006,1108107000000.0
Germany,2005,970914000000.0
Germany,2004,909887000000.0
Germany,2003,751560000000.0
Germany,2002,615831000000.0
Germany,2001,571645000000.0
Germany,2000,551810000000.0
Germany,1999,543539000000.0
Germany,1998,543752000000.0
Germany,1997,512891000000.0
Germany,1996,524649000000.0
Germany,1995,523461000000.0
Germany,1994,426935000000.0
Germany,1993,380096000000.0
Germany,1992,430042000000.0
Germany,1991,402843000000.0
Germany,1990,421100000000.0
Germany,1989,341231000000.0
Germany,1988,323323000000.0
Germany,1987,294369000000.0
Germany,1986,243326000000.0
Germany,1985,183933000000.0
Germany,1984,171735000000.0
Germany,1983,169417000000.0
Germany,1982,176424000000.0
Germany,1981,176047000000.0
Germany,1980,192860000000.0
Germany,1979,171804000000.0
Germany,1978,142453000000.0
Germany,1977,118072000000.0
Germany,1976,102162000000.0
Germany,1975,90176000000.0
Germany,1974,89368000000.0
Germany,1973,67563000000.0
Germany,1972,46737000000.0
Germany,1971,38845000000.0
Germany,1970,34228000000.0
Germany,1969,28852000000.0
Germany,1968,24888000000.0
Germany,1967,21761000000.0
Germany,1966,20157000000.0
Germany,1965,17913000000.0
Germany,1964,16230000000.0
Germany,1963,14578000000.0
Germany,1962,13244000000.0
Germany,1961,12651000000.0
Germany,1960,11416000000.0
Ghana,2022,17494000000.0
Ghana,2021,14727000000.0
Ghana,2020,14472000000.0
Ghana,2019,15668000000.0
Ghana,2018,14943000000.0
Ghana,2017,13835000000.0
Ghana,2016,11138000000.0
Ghana,2015,10321000000.0
Ghana,2014,13217000000.0
Ghana,2013,13752000000.0
Ghana,2012,13552000000.0
Ghana,2011,12785000000.0
Ghana,2010,7960000000.0
Ghana,2009,5840000000.0
Ghana,2008,5270000000.0
Ghana,2007,4195000000.0
Ghana,2006,3727000000.0
Ghana,2005,2802000000.0
Ghana,2004,2450000000.0
Ghana,2003,2324000000.0
Ghana,2002,1850000000.0
Ghana,2001,1716000000.0
Ghana,2000,1671000000.0
Ghana,1999,1720000000.0
Ghana,1998,1795000000.0
Ghana,1997,1635000000.0
Ghana,1996,1669000000.0
Ghana,1995,1724000000.0
Ghana,1994,1425000000.0
Ghana,1993,974000000.0
Ghana,1992,1252000000.0
Ghana,1991,617000000.0
Ghana,1990,897000000.0
Ghana,1989,1018000000.0
Ghana,1988,1009000000.0
Ghana,1987,977000000.0
Ghana,1986,863000000.0
Ghana,1985,617000000.0
Ghana,1984,528000000.0
Ghana,1983,1158000000.0
Ghana,1982,874000000.0
Ghana,1981,1065000000.0
Ghana,1980,1258000000.0
Ghana,1979,995000000.0
Ghana,1978,1093000000.0
Ghana,1977,1014000000.0
Ghana,1976,832000000.0
Ghana,1975,816000000.0
Ghana,1974,738000000.0
Ghana,1973,657000000.0
Ghana,1972,441000000.0
Ghana,1971,492000000.0
Ghana,1970,458000000.0
Ghana,1969,327000000.0
Ghana,1968,332000000.0
Ghana,1967,303000000.0
Ghana,1966,268000000.0
Ghana,1965,318000000.0
Ghana,1964,321000000.0
Ghana,1963,305000000.0
Ghana,1962,322000000.0
Ghana,1961,322000000.0
Ghana,1960,325000000.0
Gibraltar,2022,
Gibraltar,2021,
Gibraltar,2020,
Gibraltar,2019,
Gibraltar,2018,
Gibraltar,2017,
Gibraltar,2016,307000000.0
Gibraltar,2015,
Gibraltar,2014,
Gibraltar,2013,
Gibraltar,2012,
Gibraltar,2011,
Gibraltar,2010,
Gibraltar,2009,
Gibraltar,2008,
Gibraltar,2007,
Gibraltar,2006,
Gibraltar,2005,
Gibraltar,2004,
Gibraltar,2003,
Gibraltar,2002,
Gibraltar,2001,
Gibraltar,2000,
Gibraltar,1999,
Gibraltar,1998,
Gibraltar,1997,
Gibraltar,1996,
Gibraltar,1995,
Gibraltar,1994,
Gibraltar,1993,
Gibraltar,1992,
Gibraltar,1991,
Gibraltar,1990,
Gibraltar,1989,
Gibraltar,1988,
Gibraltar,1987,
Gibraltar,1986,
Gibraltar,1985,
Gibraltar,1984,
Gibraltar,1983,
Gibraltar,1982,
Gibraltar,1981,
Gibraltar,1980,
Gibraltar,1979,
Gibraltar,1978,
Gibraltar,1977,
Gibraltar,1976,
Gibraltar,1975,
Gibraltar,1974,
Gibraltar,1973,
Gibraltar,1972,
Gibraltar,1971,
Gibraltar,1970,
Gibraltar,1969,
Gibraltar,1968,
Gibraltar,1967,
Gibraltar,1966,
Gibraltar,1965,
Gibraltar,1964,
Gibraltar,1963,
Gibraltar,1962,
Gibraltar,1961,
Gibraltar,1960,
Greece,2022,57392000000.0
Greece,2021,47218000000.0
Greece,2020,35215000000.0
Greece,2019,37907000000.0
Greece,2018,39502000000.0
Greece,2017,32627000000.0
Greece,2016,28151000000.0
Greece,2015,28554000000.0
Greece,2014,35960000000.0
Greece,2013,36140000000.0
Greece,2012,35324000000.0
Greece,2011,33779000000.0
Greece,2010,28017000000.0
Greece,2009,25149000000.0
Greece,2008,31281000000.0
Greece,2007,26558000000.0
Greece,2006,21533000000.0
Greece,2005,18436000000.0
Greece,2004,15308000000.0
Greece,2003,13382000000.0
Greece,2002,10414000000.0
Greece,2001,11507000000.0
Greece,2000,11751000000.0
Greece,1999,11070000000.0
Greece,1998,10867000000.0
Greece,1997,11326000000.0
Greece,1996,11711000000.0
Greece,1995,11054000000.0
Greece,1994,9404000000.0
Greece,1993,8442000000.0
Greece,1992,9510000000.0
Greece,1991,8666000000.0
Greece,1990,8105000000.0
Greece,1989,7545000000.0
Greece,1988,5429000000.0
Greece,1987,6533000000.0
Greece,1986,5648000000.0
Greece,1985,4539000000.0
Greece,1984,4816000000.0
Greece,1983,4413000000.0
Greece,1982,4298000000.0
Greece,1981,4246000000.0
Greece,1980,5153000000.0
Greece,1979,3885000000.0
Greece,1978,3368000000.0
Greece,1977,2756000000.0
Greece,1976,2561000000.0
Greece,1975,2294000000.0
Greece,1974,2030000000.0
Greece,1973,1456000000.0
Greece,1972,870000000.0
Greece,1971,662000000.0
Greece,1970,643000000.0
Greece,1969,554000000.0
Greece,1968,468000000.0
Greece,1967,495000000.0
Greece,1966,406000000.0
Greece,1965,328000000.0
Greece,1964,309000000.0
Greece,1963,290000000.0
Greece,1962,250000000.0
Greece,1961,223000000.0
Greece,1960,203000000.0
Greenland,2022,832000000.0
Greenland,2021,802000000.0
Greenland,2020,816000000.0
Greenland,2019,826000000.0
Greenland,2018,699000000.0
Greenland,2017,596000000.0
Greenland,2016,575000000.0
Greenland,2015,406000000.0
Greenland,2014,559000000.0
Greenland,2013,542000000.0
Greenland,2012,475000000.0
Greenland,2011,491000000.0
Greenland,2010,380000000.0
Greenland,2009,360000000.0
Greenland,2008,487000000.0
Greenland,2007,431000000.0
Greenland,2006,396000000.0
Greenland,2005,402000000.0
Greenland,2004,381000000.0
Greenland,2003,347000000.0
Greenland,2002,303000000.0
Greenland,2001,268000000.0
Greenland,2000,273000000.0
Greenland,1999,277000000.0
Greenland,1998,255000000.0
Greenland,1997,293000000.0
Greenland,1996,369000000.0
Greenland,1995,371000000.0
Greenland,1994,285000000.0
Greenland,1993,313000000.0
Greenland,1992,333000000.0
Greenland,1991,341000000.0
Greenland,1990,452000000.0
Greenland,1989,418000000.0
Greenland,1988,391000000.0
Greenland,1987,346000000.0
Greenland,1986,260000000.0
Greenland,1985,174000000.0
Greenland,1984,169000000.0
Greenland,1983,181000000.0
Greenland,1982,172000000.0
Greenland,1981,186000000.0
Greenland,1980,186000000.0
Greenland,1979,165000000.0
Greenland,1978,102000000.0
Greenland,1977,92000000.0
Greenland,1976,86000000.0
Greenland,1975,87000000.0
Greenland,1974,92000000.0
Greenland,1973,31000000.0
Greenland,1972,22000000.0
Greenland,1971,19000000.0
Greenland,1970,14000000.0
Greenland,1969,14000000.0
Greenland,1968,12000000.0
Greenland,1967,13000000.0
Greenland,1966,15000000.0
Greenland,1965,13000000.0
Greenland,1964,10000000.0
Greenland,1963,11000000.0
Greenland,1962,9000000.0
Greenland,1961,8000000.0
Greenland,1960,8000000.0
Grenada,2022,37000000.0
Grenada,2021,35000000.0
Grenada,2020,25000000.0
Grenada,2019,34000000.0
Grenada,2018,31000000.0
Grenada,2017,30000000.0
Grenada,2016,30000000.0
Grenada,2015,33000000.0
Grenada,2014,37000000.0
Grenada,2013,37000000.0
Grenada,2012,35000000.0
Grenada,2011,31000000.0
Grenada,2010,25000000.0
Grenada,2009,29000000.0
Grenada,2008,31000000.0
Grenada,2007,33000000.0
Grenada,2006,25000000.0
Grenada,2005,28000000.0
Grenada,2004,32000000.0
Grenada,2003,42000000.0
Grenada,2002,38000000.0
Grenada,2001,43000000.0
Grenada,2000,48000000.0
Grenada,1999,36000000.0
Grenada,1998,35000000.0
Grenada,1997,23000000.0
Grenada,1996,20000000.0
Grenada,1995,22000000.0
Grenada,1994,23000000.0
Grenada,1993,20000000.0
Grenada,1992,20000000.0
Grenada,1991,23000000.0
Grenada,1990,27000000.0
Grenada,1989,28000000.0
Grenada,1988,33000000.0
Grenada,1987,32000000.0
Grenada,1986,31000000.0
Grenada,1985,23000000.0
Grenada,1984,18000000.0
Grenada,1983,19000000.0
Grenada,1982,19000000.0
Grenada,1981,19000000.0
Grenada,1980,17000000.0
Grenada,1979,21000000.0
Grenada,1978,17000000.0
Grenada,1977,14000000.0
Grenada,1976,13000000.0
Grenada,1975,12000000.0
Grenada,1974,10000000.0
Grenada,1973,7000000.0
Grenada,1972,5000000.0
Grenada,1971,5000000.0
Grenada,1970,6000000.0
Grenada,1969,8000000.0
Grenada,1968,5000000.0
Grenada,1967,5000000.0
Grenada,1966,6000000.0
Grenada,1965,6000000.0
Grenada,1964,4000000.0
Grenada,1963,5000000.0
Grenada,1962,4000000.0
Grenada,1961,3000000.0
Grenada,1960,4000000.0
Guam,2022,33000000.0
Guam,2021,44000000.0
Guam,2020,36000000.0
Guam,2019,32000000.0
Guam,2018,34000000.0
Guam,2017,33000000.0
Guam,2016,33000000.0
Guam,2015,32000000.0
Guam,2014,41000000.0
Guam,2013,45000000.0
Guam,2012,46000000.0
Guam,2011,43000000.0
Guam,2010,46000000.0
Guam,2009,51000000.0
Guam,2008,105000000.0
Guam,2007,91000000.0
Guam,2006,53000000.0
Guam,2005,52000000.0
Guam,2004,53000000.0
Guam,2003,43000000.0
Guam,2002,50000000.0
Guam,2001,61000000.0
Guam,2000,74000000.0
Guam,1999,76000000.0
Guam,1998,86000000.0
Guam,1997,89000000.0
Guam,1996,73000000.0
Guam,1995,85000000.0
Guam,1994,85000000.0
Guam,1993,106000000.0
Guam,1992,77000000.0
Guam,1991,73000000.0
Guam,1990,82000000.0
Guam,1989,63000000.0
Guam,1988,45000000.0
Guam,1987,32000000.0
Guam,1986,22000000.0
Guam,1985,13000000.0
Guam,1984,92000000.0
Guam,1983,39000000.0
Guam,1982,60000000.0
Guam,1981,77000000.0
Guam,1980,61000000.0
Guam,1979,25000000.0
Guam,1978,34000000.0
Guam,1977,31000000.0
Guam,1976,25000000.0
Guam,1975,28000000.0
Guam,1974,20000000.0
Guam,1973,20000000.0
Guam,1972,16000000.0
Guam,1971,10000000.0
Guam,1970,6000000.0
Guam,1969,1000000.0
Guam,1968,9000000.0
Guam,1967,8000000.0
Guam,1966,7000000.0
Guam,1965,8000000.0
Guam,1964,7000000.0
Guam,1963,7000000.0
Guam,1962,6000000.0
Guam,1961,8000000.0
Guam,1960,8000000.0
Guatemala,2022,15695000000.0
Guatemala,2021,13753000000.0
Guatemala,2020,11521000000.0
Guatemala,2019,11175000000.0
Guatemala,2018,10769000000.0
Guatemala,2017,10990000000.0
Guatemala,2016,10447000000.0
Guatemala,2015,10677000000.0
Guatemala,2014,10803000000.0
Guatemala,2013,10025000000.0
Guatemala,2012,9979000000.0
Guatemala,2011,10401000000.0
Guatemala,2010,8463000000.0
Guatemala,2009,7214000000.0
Guatemala,2008,7737000000.0
Guatemala,2007,6898000000.0
Guatemala,2006,6025000000.0
Guatemala,2005,5381000000.0
Guatemala,2004,5036000000.0
Guatemala,2003,4459000000.0
Guatemala,2002,4162000000.0
Guatemala,2001,2466000000.0
Guatemala,2000,2711000000.0
Guatemala,1999,2494000000.0
Guatemala,1998,2563000000.0
Guatemala,1997,2391000000.0
Guatemala,1996,2056000000.0
Guatemala,1995,1991000000.0
Guatemala,1994,1550000000.0
Guatemala,1993,1340000000.0
Guatemala,1992,1295000000.0
Guatemala,1991,1202000000.0
Guatemala,1990,1163000000.0
Guatemala,1989,1108000000.0
Guatemala,1988,1022000000.0
Guatemala,1987,987000000.0
Guatemala,1986,1044000000.0
Guatemala,1985,1057000000.0
Guatemala,1984,1129000000.0
Guatemala,1983,1159000000.0
Guatemala,1982,1120000000.0
Guatemala,1981,1226000000.0
Guatemala,1980,1520000000.0
Guatemala,1979,1241000000.0
Guatemala,1978,1089000000.0
Guatemala,1977,1160000000.0
Guatemala,1976,760000000.0
Guatemala,1975,624000000.0
Guatemala,1974,572000000.0
Guatemala,1973,436000000.0
Guatemala,1972,327000000.0
Guatemala,1971,283000000.0
Guatemala,1970,290000000.0
Guatemala,1969,255000000.0
Guatemala,1968,227000000.0
Guatemala,1967,198000000.0
Guatemala,1966,226000000.0
Guatemala,1965,186000000.0
Guatemala,1964,165000000.0
Guatemala,1963,152000000.0
Guatemala,1962,109000000.0
Guatemala,1961,110000000.0
Guatemala,1960,113000000.0
Guinea,2022,7650000000.0
Guinea,2021,10239000000.0
Guinea,2020,8931000000.0
Guinea,2019,3945000000.0
Guinea,2018,3978000000.0
Guinea,2017,4594000000.0
Guinea,2016,2414000000.0
Guinea,2015,1781000000.0
Guinea,2014,2066000000.0
Guinea,2013,1886000000.0
Guinea,2012,1928000000.0
Guinea,2011,1433000000.0
Guinea,2010,1471000000.0
Guinea,2009,1050000000.0
Guinea,2008,1342000000.0
Guinea,2007,1203000000.0
Guinea,2006,1033000000.0
Guinea,2005,853000000.0
Guinea,2004,744000000.0
Guinea,2003,609000000.0
Guinea,2002,709000000.0
Guinea,2001,731000000.0
Guinea,2000,666000000.0
Guinea,1999,636000000.0
Guinea,1998,693000000.0
Guinea,1997,685000000.0
Guinea,1996,709000000.0
Guinea,1995,702000000.0
Guinea,1994,516000000.0
Guinea,1993,561000000.0
Guinea,1992,517000000.0
Guinea,1991,687000000.0
Guinea,1990,671000000.0
Guinea,1989,595000000.0
Guinea,1988,511000000.0
Guinea,1987,544000000.0
Guinea,1986,530000000.0
Guinea,1985,492000000.0
Guinea,1984,517000000.0
Guinea,1983,488000000.0
Guinea,1982,459000000.0
Guinea,1981,430000000.0
Guinea,1980,401000000.0
Guinea,1979,372000000.0
Guinea,1978,343000000.0
Guinea,1977,314000000.0
Guinea,1976,237000000.0
Guinea,1975,161000000.0
Guinea,1974,112000000.0
Guinea,1973,60000000.0
Guinea,1972,60000000.0
Guinea,1971,50000000.0
Guinea,1970,56000000.0
Guinea,1969,57000000.0
Guinea,1968,53000000.0
Guinea,1967,51000000.0
Guinea,1966,58000000.0
Guinea,1965,54000000.0
Guinea,1964,43000000.0
Guinea,1963,55000000.0
Guinea,1962,48000000.0
Guinea,1961,58000000.0
Guinea,1960,51000000.0
Guinea-Bissau,2022,213000000.0
Guinea-Bissau,2021,300000000.0
Guinea-Bissau,2020,214000000.0
Guinea-Bissau,2019,249000000.0
Guinea-Bissau,2018,339000000.0
Guinea-Bissau,2017,339000000.0
Guinea-Bissau,2016,277000000.0
Guinea-Bissau,2015,252000000.0
Guinea-Bissau,2014,166000000.0
Guinea-Bissau,2013,153000000.0
Guinea-Bissau,2012,131000000.0
Guinea-Bissau,2011,242000000.0
Guinea-Bissau,2010,127000000.0
Guinea-Bissau,2009,122000000.0
Guinea-Bissau,2008,128000000.0
Guinea-Bissau,2007,107000000.0
Guinea-Bissau,2006,74000000.0
Guinea-Bissau,2005,89000000.0
Guinea-Bissau,2004,76000000.0
Guinea-Bissau,2003,65000000.0
Guinea-Bissau,2002,54000000.0
Guinea-Bissau,2001,63000000.0
Guinea-Bissau,2000,62000000.0
Guinea-Bissau,1999,51000000.0
Guinea-Bissau,1998,27000000.0
Guinea-Bissau,1997,48000000.0
Guinea-Bissau,1996,28000000.0
Guinea-Bissau,1995,24000000.0
Guinea-Bissau,1994,33000000.0
Guinea-Bissau,1993,28000000.0
Guinea-Bissau,1992,6000000.0
Guinea-Bissau,1991,20000000.0
Guinea-Bissau,1990,19000000.0
Guinea-Bissau,1989,14000000.0
Guinea-Bissau,1988,16000000.0
Guinea-Bissau,1987,17000000.0
Guinea-Bissau,1986,10000000.0
Guinea-Bissau,1985,12000000.0
Guinea-Bissau,1984,17000000.0
Guinea-Bissau,1983,9000000.0
Guinea-Bissau,1982,12000000.0
Guinea-Bissau,1981,14000000.0
Guinea-Bissau,1980,11000000.0
Guinea-Bissau,1979,13000000.0
Guinea-Bissau,1978,12000000.0
Guinea-Bissau,1977,13000000.0
Guinea-Bissau,1976,6000000.0
Guinea-Bissau,1975,7000000.0
Guinea-Bissau,1974,4000000.0
Guinea-Bissau,1973,4000000.0
Guinea-Bissau,1972,3000000.0
Guinea-Bissau,1971,2000000.0
Guinea-Bissau,1970,4000000.0
Guinea-Bissau,1969,4000000.0
Guinea-Bissau,1968,4000000.0
Guinea-Bissau,1967,4000000.0
Guinea-Bissau,1966,3000000.0
Guinea-Bissau,1965,4000000.0
Guinea-Bissau,1964,6000000.0
Guinea-Bissau,1963,7000000.0
Guinea-Bissau,1962,8000000.0
Guinea-Bissau,1961,9000000.0
Guinea-Bissau,1960,4000000.0
Guyana,2022,11299000000.0
Guyana,2021,4356000000.0
Guyana,2020,2590000000.0
Guyana,2019,1567000000.0
Guyana,2018,1339000000.0
Guyana,2017,1437000000.0
Guyana,2016,1441000000.0
Guyana,2015,1151000000.0
Guyana,2014,1167000000.0
Guyana,2013,1375000000.0
Guyana,2012,1416000000.0
Guyana,2011,1129000000.0
Guyana,2010,880000000.0
Guyana,2009,763000000.0
Guyana,2008,795000000.0
Guyana,2007,679000000.0
Guyana,2006,588000000.0
Guyana,2005,553000000.0
Guyana,2004,593000000.0
Guyana,2003,513000000.0
Guyana,2002,487000000.0
Guyana,2001,478000000.0
Guyana,2000,498000000.0
Guyana,1999,523000000.0
Guyana,1998,484000000.0
Guyana,1997,596000000.0
Guyana,1996,546000000.0
Guyana,1995,455000000.0
Guyana,1994,456000000.0
Guyana,1993,414000000.0
Guyana,1992,292000000.0
Guyana,1991,248000000.0
Guyana,1990,257000000.0
Guyana,1989,227000000.0
Guyana,1988,230000000.0
Guyana,1987,242000000.0
Guyana,1986,214000000.0
Guyana,1985,206000000.0
Guyana,1984,210000000.0
Guyana,1983,189000000.0
Guyana,1982,256000000.0
Guyana,1981,352000000.0
Guyana,1980,396000000.0
Guyana,1979,293000000.0
Guyana,1978,296000000.0
Guyana,1977,259000000.0
Guyana,1976,279000000.0
Guyana,1975,365000000.0
Guyana,1974,270000000.0
Guyana,1973,136000000.0
Guyana,1972,147000000.0
Guyana,1971,151000000.0
Guyana,1970,136000000.0
Guyana,1969,126000000.0
Guyana,1968,115000000.0
Guyana,1967,113000000.0
Guyana,1966,109000000.0
Guyana,1965,97000000.0
Guyana,1964,95000000.0
Guyana,1963,102000000.0
Guyana,1962,95000000.0
Guyana,1961,86000000.0
Guyana,1960,74000000.0
Haiti,2022,1282000000.0
Haiti,2021,1130000000.0
Haiti,2020,885000000.0
Haiti,2019,1202000000.0
Haiti,2018,1078000000.0
Haiti,2017,980000000.0
Haiti,2016,986000000.0
Haiti,2015,882000000.0
Haiti,2014,950000000.0
Haiti,2013,885000000.0
Haiti,2012,815000000.0
Haiti,2011,767000000.0
Haiti,2010,579000000.0
Haiti,2009,576000000.0
Haiti,2008,480000000.0
Haiti,2007,522000000.0
Haiti,2006,509000000.0
Haiti,2005,470000000.0
Haiti,2004,391000000.0
Haiti,2003,347000000.0
Haiti,2002,280000000.0
Haiti,2001,274000000.0
Haiti,2000,318000000.0
Haiti,1999,334000000.0
Haiti,1998,320000000.0
Haiti,1997,212000000.0
Haiti,1996,90000000.0
Haiti,1995,110000000.0
Haiti,1994,82000000.0
Haiti,1993,80000000.0
Haiti,1992,73000000.0
Haiti,1991,166000000.0
Haiti,1990,160000000.0
Haiti,1989,144000000.0
Haiti,1988,179000000.0
Haiti,1987,214000000.0
Haiti,1986,184000000.0
Haiti,1985,168000000.0
Haiti,1984,179000000.0
Haiti,1983,166000000.0
Haiti,1982,178000000.0
Haiti,1981,152000000.0
Haiti,1980,226000000.0
Haiti,1979,185000000.0
Haiti,1978,155000000.0
Haiti,1977,149000000.0
Haiti,1976,124000000.0
Haiti,1975,80000000.0
Haiti,1974,72000000.0
Haiti,1973,53000000.0
Haiti,1972,44000000.0
Haiti,1971,47000000.0
Haiti,1970,40000000.0
Haiti,1969,37000000.0
Haiti,1968,36000000.0
Haiti,1967,34000000.0
Haiti,1966,36000000.0
Haiti,1965,37000000.0
Haiti,1964,40000000.0
Haiti,1963,41000000.0
Haiti,1962,43000000.0
Haiti,1961,32000000.0
Haiti,1960,33000000.0
