Country,Year,Merchandise imports (current US$)
Italy,1982,87332000000.0
Italy,1981,94261000000.0
Italy,1980,100741000000.0
Italy,1979,77895000000.0
Italy,1978,56496000000.0
Italy,1977,48092000000.0
Italy,1976,43905000000.0
Italy,1975,38526000000.0
Italy,1974,41089000000.0
Italy,1973,27798000000.0
Italy,1972,19319000000.0
Italy,1971,15969000000.0
Italy,1970,14974000000.0
Italy,1969,12470000000.0
Italy,1968,10285000000.0
Italy,1967,9829000000.0
Italy,1966,8590000000.0
Italy,1965,7378000000.0
Italy,1964,7254000000.0
Italy,1963,7589000000.0
Italy,1962,6069000000.0
Italy,1961,5221000000.0
Italy,1960,4734000000.0
Jamaica,2022,7731000000.0
Jamaica,2021,5971000000.0
Jamaica,2020,4765000000.0
Jamaica,2019,6389000000.0
Jamaica,2018,6171000000.0
Jamaica,2017,5818000000.0
Jamaica,2016,4767000000.0
Jamaica,2015,4993000000.0
Jamaica,2014,5840000000.0
Jamaica,2013,6216000000.0
Jamaica,2012,6331000000.0
Jamaica,2011,6439000000.0
Jamaica,2010,5225000000.0
Jamaica,2009,5064000000.0
Jamaica,2008,8465000000.0
Jamaica,2007,6893000000.0
Jamaica,2006,5650000000.0
Jamaica,2005,4739000000.0
Jamaica,2004,3940000000.0
Jamaica,2003,3639000000.0
Jamaica,2002,3533000000.0
Jamaica,2001,3360000000.0
Jamaica,2000,3301000000.0
Jamaica,1999,2899000000.0
Jamaica,1998,3035000000.0
Jamaica,1997,3131000000.0
Jamaica,1996,2965000000.0
Jamaica,1995,2818000000.0
Jamaica,1994,2224000000.0
Jamaica,1993,2132000000.0
Jamaica,1992,1676000000.0
Jamaica,1991,1736000000.0
Jamaica,1990,1928000000.0
Jamaica,1989,1852000000.0
Jamaica,1988,1454000000.0
Jamaica,1987,1238000000.0
Jamaica,1986,972000000.0
Jamaica,1985,1111000000.0
Jamaica,1984,1146000000.0
Jamaica,1983,1494000000.0
Jamaica,1982,1381000000.0
Jamaica,1981,1473000000.0
Jamaica,1980,1171000000.0
Jamaica,1979,993000000.0
Jamaica,1978,904000000.0
Jamaica,1977,860000000.0
Jamaica,1976,913000000.0
Jamaica,1975,1124000000.0
Jamaica,1974,936000000.0
Jamaica,1973,677000000.0
Jamaica,1972,638000000.0
Jamaica,1971,552000000.0
Jamaica,1970,525000000.0
Jamaica,1969,436000000.0
Jamaica,1968,384000000.0
Jamaica,1967,349000000.0
Jamaica,1966,327000000.0
Jamaica,1965,289000000.0
Jamaica,1964,289000000.0
Jamaica,1963,226000000.0
Jamaica,1962,223000000.0
Jamaica,1961,211000000.0
Jamaica,1960,217000000.0
Japan,2022,897242000000.0
Japan,2021,768976000000.0
Japan,2020,635460000000.0
Japan,2019,720957000000.0
Japan,2018,748488000000.0
Japan,2017,672096000000.0
Japan,2016,607728000000.0
Japan,2015,648117000000.0
Japan,2014,812208000000.0
Japan,2013,833166000000.0
Japan,2012,885843000000.0
Japan,2011,855380000000.0
Japan,2010,694059000000.0
Japan,2009,551981000000.0
Japan,2008,762534000000.0
Japan,2007,622243000000.0
Japan,2006,579064000000.0
Japan,2005,515866000000.0
Japan,2004,454542000000.0
Japan,2003,382930000000.0
Japan,2002,337194000000.0
Japan,2001,349089000000.0
Japan,2000,379511000000.0
Japan,1999,309995000000.0
Japan,1998,280484000000.0
Japan,1997,338754000000.0
Japan,1996,349152000000.0
Japan,1995,335882000000.0
Japan,1994,275235000000.0
Japan,1993,241624000000.0
Japan,1992,233246000000.0
Japan,1991,236999000000.0
Japan,1990,235368000000.0
Japan,1989,209715000000.0
Japan,1988,187378000000.0
Japan,1987,151033000000.0
Japan,1986,127553000000.0
Japan,1985,130488000000.0
Japan,1984,136176000000.0
Japan,1983,126437000000.0
Japan,1982,131499000000.0
Japan,1981,142866000000.0
Japan,1980,141296000000.0
Japan,1979,109831000000.0
Japan,1978,79922000000.0
Japan,1977,71340000000.0
Japan,1976,64895000000.0
Japan,1975,57860000000.0
Japan,1974,61948000000.0
Japan,1973,38389000000.0
Japan,1972,23863000000.0
Japan,1971,19712000000.0
Japan,1970,18881000000.0
Japan,1969,15023000000.0
Japan,1968,12988000000.0
Japan,1967,11663000000.0
Japan,1966,9523000000.0
Japan,1965,8169000000.0
Japan,1964,7938000000.0
Japan,1963,6736000000.0
Japan,1962,5636000000.0
Japan,1961,5810000000.0
Japan,1960,4491000000.0
Jordan,2022,27290000000.0
Jordan,2021,21542000000.0
Jordan,2020,17233000000.0
Jordan,2019,19170000000.0
Jordan,2018,20310000000.0
Jordan,2017,20498000000.0
Jordan,2016,19324000000.0
Jordan,2015,20475000000.0
Jordan,2014,22930000000.0
Jordan,2013,21549000000.0
Jordan,2012,20752000000.0
Jordan,2011,18930000000.0
Jordan,2010,15564000000.0
Jordan,2009,14236000000.0
Jordan,2008,16995000000.0
Jordan,2007,13681000000.0
Jordan,2006,11548000000.0
Jordan,2005,10498000000.0
Jordan,2004,8179000000.0
Jordan,2003,5743000000.0
Jordan,2002,5076000000.0
Jordan,2001,4871000000.0
Jordan,2000,4597000000.0
Jordan,1999,3717000000.0
Jordan,1998,3828000000.0
Jordan,1997,4102000000.0
Jordan,1996,4293000000.0
Jordan,1995,3697000000.0
Jordan,1994,3381000000.0
Jordan,1993,3539000000.0
Jordan,1992,3255000000.0
Jordan,1991,2508000000.0
Jordan,1990,2600000000.0
Jordan,1989,2126000000.0
Jordan,1988,2732000000.0
Jordan,1987,2710000000.0
Jordan,1986,2432000000.0
Jordan,1985,2733000000.0
Jordan,1984,2784000000.0
Jordan,1983,3036000000.0
Jordan,1982,3240000000.0
Jordan,1981,3165000000.0
Jordan,1980,2402000000.0
Jordan,1979,1963000000.0
Jordan,1978,1504000000.0
Jordan,1977,1381000000.0
Jordan,1976,1006000000.0
Jordan,1975,732000000.0
Jordan,1974,488000000.0
Jordan,1973,330000000.0
Jordan,1972,274000000.0
Jordan,1971,215000000.0
Jordan,1970,184000000.0
Jordan,1969,190000000.0
Jordan,1968,159000000.0
Jordan,1967,154000000.0
Jordan,1966,191000000.0
Jordan,1965,157000000.0
Jordan,1964,150000000.0
Jordan,1963,143000000.0
Jordan,1962,128000000.0
Jordan,1961,117000000.0
Jordan,1960,120000000.0
Kazakhstan,2022,49586000000.0
Kazakhstan,2021,41171000000.0
Kazakhstan,2020,37222000000.0
Kazakhstan,2019,37757000000.0
Kazakhstan,2018,32534000000.0
Kazakhstan,2017,29266000000.0
Kazakhstan,2016,24995000000.0
Kazakhstan,2015,30568000000.0
Kazakhstan,2014,41296000000.0
Kazakhstan,2013,48806000000.0
Kazakhstan,2012,46358000000.0
Kazakhstan,2011,36906000000.0
Kazakhstan,2010,31107000000.0
Kazakhstan,2009,28409000000.0
Kazakhstan,2008,37889000000.0
Kazakhstan,2007,32756000000.0
Kazakhstan,2006,23677000000.0
Kazakhstan,2005,17353000000.0
Kazakhstan,2004,12781000000.0
Kazakhstan,2003,8409000000.0
Kazakhstan,2002,6584000000.0
Kazakhstan,2001,6446000000.0
Kazakhstan,2000,5040000000.0
Kazakhstan,1999,3655000000.0
Kazakhstan,1998,4314000000.0
Kazakhstan,1997,4301000000.0
Kazakhstan,1996,4241000000.0
Kazakhstan,1995,3807000000.0
Kazakhstan,1994,3561000000.0
Kazakhstan,1993,3887000000.0
Kazakhstan,1992,3967000000.0
Kazakhstan,1991,
Kazakhstan,1990,
Kazakhstan,1989,
Kazakhstan,1988,
Kazakhstan,1987,
Kazakhstan,1986,
Kazakhstan,1985,
Kazakhstan,1984,
Kazakhstan,1983,
Kazakhstan,1982,
Kazakhstan,1981,
Kazakhstan,1980,
Kazakhstan,1979,
Kazakhstan,1978,
Kazakhstan,1977,
Kazakhstan,1976,
Kazakhstan,1975,
Kazakhstan,1974,
Kazakhstan,1973,
Kazakhstan,1972,
Kazakhstan,1971,
Kazakhstan,1970,
Kazakhstan,1969,
Kazakhstan,1968,
Kazakhstan,1967,
Kazakhstan,1966,
Kazakhstan,1965,
Kazakhstan,1964,
Kazakhstan,1963,
Kazakhstan,1962,
Kazakhstan,1961,
Kazakhstan,1960,
Kenya,2022,21166000000.0
Kenya,2021,19559000000.0
Kenya,2020,15435000000.0
Kenya,2019,17655000000.0
Kenya,2018,17378000000.0
Kenya,2017,16687000000.0
Kenya,2016,14107000000.0
Kenya,2015,16093000000.0
Kenya,2014,18396000000.0
Kenya,2013,16358000000.0
Kenya,2012,16290000000.0
Kenya,2011,14782000000.0
Kenya,2010,12093000000.0
Kenya,2009,10202000000.0
Kenya,2008,11128000000.0
Kenya,2007,8989000000.0
Kenya,2006,7233000000.0
Kenya,2005,5846000000.0
Kenya,2004,4553000000.0
Kenya,2003,3725000000.0
Kenya,2002,3245000000.0
Kenya,2001,3192000000.0
Kenya,2000,3105000000.0
Kenya,1999,2832000000.0
Kenya,1998,3197000000.0
Kenya,1997,3279000000.0
Kenya,1996,2949000000.0
Kenya,1995,2991000000.0
Kenya,1994,2091000000.0
Kenya,1993,1774000000.0
Kenya,1992,1841000000.0
Kenya,1991,1935000000.0
Kenya,1990,2223000000.0
Kenya,1989,2174000000.0
Kenya,1988,1988000000.0
Kenya,1987,1738000000.0
Kenya,1986,1613000000.0
Kenya,1985,1436000000.0
Kenya,1984,1469000000.0
Kenya,1983,1334000000.0
Kenya,1982,1644000000.0
Kenya,1981,1939000000.0
Kenya,1980,2125000000.0
Kenya,1979,1636000000.0
Kenya,1978,1711000000.0
Kenya,1977,1289000000.0
Kenya,1976,969000000.0
Kenya,1975,945000000.0
Kenya,1974,1026000000.0
Kenya,1973,619000000.0
Kenya,1972,535000000.0
Kenya,1971,560000000.0
Kenya,1970,442000000.0
Kenya,1969,361000000.0
Kenya,1968,356000000.0
Kenya,1967,337000000.0
Kenya,1966,346000000.0
Kenya,1965,282000000.0
Kenya,1964,246000000.0
Kenya,1963,232000000.0
Kenya,1962,195000000.0
Kenya,1961,193000000.0
Kenya,1960,196000000.0
Kiribati,2022,106000000.0
Kiribati,2021,176000000.0
Kiribati,2020,133000000.0
Kiribati,2019,132000000.0
Kiribati,2018,122000000.0
Kiribati,2017,131000000.0
Kiribati,2016,137000000.0
Kiribati,2015,117000000.0
Kiribati,2014,107000000.0
Kiribati,2013,97000000.0
Kiribati,2012,109000000.0
Kiribati,2011,92000000.0
Kiribati,2010,73000000.0
Kiribati,2009,67000000.0
Kiribati,2008,75000000.0
Kiribati,2007,70000000.0
Kiribati,2006,62000000.0
Kiribati,2005,74000000.0
Kiribati,2004,59000000.0
Kiribati,2003,52000000.0
Kiribati,2002,50000000.0
Kiribati,2001,41000000.0
Kiribati,2000,40000000.0
Kiribati,1999,41000000.0
Kiribati,1998,33000000.0
Kiribati,1997,39000000.0
Kiribati,1996,38000000.0
Kiribati,1995,35000000.0
Kiribati,1994,26000000.0
Kiribati,1993,28000000.0
Kiribati,1992,37000000.0
Kiribati,1991,26000000.0
Kiribati,1990,27000000.0
Kiribati,1989,23000000.0
Kiribati,1988,22000000.0
Kiribati,1987,18000000.0
Kiribati,1986,14000000.0
Kiribati,1985,15000000.0
Kiribati,1984,18000000.0
Kiribati,1983,14000000.0
Kiribati,1982,14000000.0
Kiribati,1981,14000000.0
Kiribati,1980,17000000.0
Kiribati,1979,14000000.0
Kiribati,1978,13000000.0
Kiribati,1977,11000000.0
Kiribati,1976,8000000.0
Kiribati,1975,7000000.0
Kiribati,1974,11000000.0
Kiribati,1973,10000000.0
Kiribati,1972,6000000.0
Kiribati,1971,5000000.0
Kiribati,1970,4000000.0
Kiribati,1969,4000000.0
Kiribati,1968,5000000.0
Kiribati,1967,4000000.0
Kiribati,1966,3000000.0
Kiribati,1965,4000000.0
Kiribati,1964,4000000.0
Kiribati,1963,4000000.0
Kiribati,1962,4000000.0
Kiribati,1961,4000000.0
Kiribati,1960,3000000.0
"Korea, Dem. People's Rep.",2022,1341000000.0
"Korea, Dem. People's Rep.",2021,631000000.0
"Korea, Dem. People's Rep.",2020,774000000.0
"Korea, Dem. People's Rep.",2019,2977000000.0
"Korea, Dem. People's Rep.",2018,2621000000.0
"Korea, Dem. People's Rep.",2017,3781000000.0
"Korea, Dem. People's Rep.",2016,3857000000.0
"Korea, Dem. People's Rep.",2015,4822000000.0
"Korea, Dem. People's Rep.",2014,5585000000.0
"Korea, Dem. People's Rep.",2013,4650000000.0
"Korea, Dem. People's Rep.",2012,4825000000.0
"Korea, Dem. People's Rep.",2011,4370000000.0
"Korea, Dem. People's Rep.",2010,3530000000.0
"Korea, Dem. People's Rep.",2009,3095000000.0
"Korea, Dem. People's Rep.",2008,3580000000.0
"Korea, Dem. People's Rep.",2007,3055000000.0
"Korea, Dem. People's Rep.",2006,2880000000.0
"Korea, Dem. People's Rep.",2005,2718000000.0
"Korea, Dem. People's Rep.",2004,2279000000.0
"Korea, Dem. People's Rep.",2003,2049000000.0
"Korea, Dem. People's Rep.",2002,1894000000.0
"Korea, Dem. People's Rep.",2001,1847000000.0
"Korea, Dem. People's Rep.",2000,1686000000.0
"Korea, Dem. People's Rep.",1999,1177000000.0
"Korea, Dem. People's Rep.",1998,1013000000.0
"Korea, Dem. People's Rep.",1997,1387000000.0
"Korea, Dem. People's Rep.",1996,1320000000.0
"Korea, Dem. People's Rep.",1995,1380000000.0
"Korea, Dem. People's Rep.",1994,1260000000.0
"Korea, Dem. People's Rep.",1993,1640000000.0
"Korea, Dem. People's Rep.",1992,1710000000.0
"Korea, Dem. People's Rep.",1991,2760000000.0
"Korea, Dem. People's Rep.",1990,2930000000.0
"Korea, Dem. People's Rep.",1989,2905000000.0
"Korea, Dem. People's Rep.",1988,2839000000.0
"Korea, Dem. People's Rep.",1987,2260000000.0
"Korea, Dem. People's Rep.",1986,2104000000.0
"Korea, Dem. People's Rep.",1985,1787000000.0
"Korea, Dem. People's Rep.",1984,1700000000.0
"Korea, Dem. People's Rep.",1983,1600000000.0
"Korea, Dem. People's Rep.",1982,1500000000.0
"Korea, Dem. People's Rep.",1981,1500000000.0
"Korea, Dem. People's Rep.",1980,1200000000.0
"Korea, Dem. People's Rep.",1979,
"Korea, Dem. People's Rep.",1978,
"Korea, Dem. People's Rep.",1977,
"Korea, Dem. People's Rep.",1976,
"Korea, Dem. People's Rep.",1975,
"Korea, Dem. People's Rep.",1974,
"Korea, Dem. People's Rep.",1973,
"Korea, Dem. People's Rep.",1972,
"Korea, Dem. People's Rep.",1971,
"Korea, Dem. People's Rep.",1970,
"Korea, Dem. People's Rep.",1969,
"Korea, Dem. People's Rep.",1968,
"Korea, Dem. People's Rep.",1967,
"Korea, Dem. People's Rep.",1966,
"Korea, Dem. People's Rep.",1965,
"Korea, Dem. People's Rep.",1964,
"Korea, Dem. People's Rep.",1963,
"Korea, Dem. People's Rep.",1962,
"Korea, Dem. People's Rep.",1961,
"Korea, Dem. People's Rep.",1960,
"Korea, Rep.",2022,731370000000.0
"Korea, Rep.",2021,615093000000.0
"Korea, Rep.",2020,467633000000.0
"Korea, Rep.",2019,503343000000.0
"Korea, Rep.",2018,535202000000.0
"Korea, Rep.",2017,478478000000.0
"Korea, Rep.",2016,406193000000.0
"Korea, Rep.",2015,436499000000.0
"Korea, Rep.",2014,525564000000.0
"Korea, Rep.",2013,515584000000.0
"Korea, Rep.",2012,519585000000.0
"Korea, Rep.",2011,524413000000.0
"Korea, Rep.",2010,425212000000.0
"Korea, Rep.",2009,323085000000.0
"Korea, Rep.",2008,435275000000.0
"Korea, Rep.",2007,356846000000.0
"Korea, Rep.",2006,309383000000.0
"Korea, Rep.",2005,261238000000.0
"Korea, Rep.",2004,224463000000.0
"Korea, Rep.",2003,178827000000.0
"Korea, Rep.",2002,152126000000.0
"Korea, Rep.",2001,141098000000.0
"Korea, Rep.",2000,160481000000.0
"Korea, Rep.",1999,119752000000.0
"Korea, Rep.",1998,93282000000.0
"Korea, Rep.",1997,144616000000.0
"Korea, Rep.",1996,150339000000.0
"Korea, Rep.",1995,135119000000.0
"Korea, Rep.",1994,102348000000.0
"Korea, Rep.",1993,83800000000.0
"Korea, Rep.",1992,81775000000.0
"Korea, Rep.",1991,81525000000.0
"Korea, Rep.",1990,69844000000.0
"Korea, Rep.",1989,61465000000.0
"Korea, Rep.",1988,51811000000.0
"Korea, Rep.",1987,41020000000.0
"Korea, Rep.",1986,31585000000.0
"Korea, Rep.",1985,31136000000.0
"Korea, Rep.",1984,30631000000.0
"Korea, Rep.",1983,26192000000.0
"Korea, Rep.",1982,24251000000.0
"Korea, Rep.",1981,26131000000.0
"Korea, Rep.",1980,22292000000.0
"Korea, Rep.",1979,20339000000.0
"Korea, Rep.",1978,14972000000.0
"Korea, Rep.",1977,10811000000.0
"Korea, Rep.",1976,8774000000.0
"Korea, Rep.",1975,7274000000.0
"Korea, Rep.",1974,6852000000.0
"Korea, Rep.",1973,4240000000.0
"Korea, Rep.",1972,2522000000.0
"Korea, Rep.",1971,2394000000.0
"Korea, Rep.",1970,1984000000.0
"Korea, Rep.",1969,1824000000.0
"Korea, Rep.",1968,1463000000.0
"Korea, Rep.",1967,996000000.0
"Korea, Rep.",1966,716000000.0
"Korea, Rep.",1965,463000000.0
"Korea, Rep.",1964,404000000.0
"Korea, Rep.",1963,560000000.0
"Korea, Rep.",1962,422000000.0
"Korea, Rep.",1961,316000000.0
"Korea, Rep.",1960,344000000.0
Kosovo,2022,
Kosovo,2021,
Kosovo,2020,
Kosovo,2019,
Kosovo,2018,
Kosovo,2017,
Kosovo,2016,
Kosovo,2015,
Kosovo,2014,
Kosovo,2013,
Kosovo,2012,
Kosovo,2011,
Kosovo,2010,
Kosovo,2009,
Kosovo,2008,
Kosovo,2007,
Kosovo,2006,
Kosovo,2005,
Kosovo,2004,
Kosovo,2003,
Kosovo,2002,
Kosovo,2001,
Kosovo,2000,
Kosovo,1999,
Kosovo,1998,
Kosovo,1997,
Kosovo,1996,
Kosovo,1995,
Kosovo,1994,
Kosovo,1993,
Kosovo,1992,
Kosovo,1991,
Kosovo,1990,
Kosovo,1989,
Kosovo,1988,
Kosovo,1987,
Kosovo,1986,
Kosovo,1985,
Kosovo,1984,
Kosovo,1983,
Kosovo,1982,
Kosovo,1981,
Kosovo,1980,
Kosovo,1979,
Kosovo,1978,
Kosovo,1977,
Kosovo,1976,
Kosovo,1975,
Kosovo,1974,
Kosovo,1973,
Kosovo,1972,
Kosovo,1971,
Kosovo,1970,
Kosovo,1969,
Kosovo,1968,
Kosovo,1967,
Kosovo,1966,
Kosovo,1965,
Kosovo,1964,
Kosovo,1963,
Kosovo,1962,
Kosovo,1961,
Kosovo,1960,
Kuwait,2022,32356000000.0
Kuwait,2021,31889000000.0
Kuwait,2020,27738000000.0
Kuwait,2019,33574000000.0
Kuwait,2018,35864000000.0
Kuwait,2017,33573000000.0
Kuwait,2016,30825000000.0
Kuwait,2015,30963000000.0
Kuwait,2014,31021000000.0
Kuwait,2013,29299000000.0
Kuwait,2012,27259000000.0
Kuwait,2011,25090000000.0
Kuwait,2010,22675000000.0
Kuwait,2009,19892000000.0
Kuwait,2008,24840000000.0
Kuwait,2007,21362000000.0
Kuwait,2006,17243000000.0
Kuwait,2005,15801000000.0
Kuwait,2004,12631000000.0
Kuwait,2003,10987000000.0
Kuwait,2002,9001000000.0
Kuwait,2001,7869000000.0
Kuwait,2000,7157000000.0
Kuwait,1999,7617000000.0
Kuwait,1998,8619000000.0
Kuwait,1997,8246000000.0
Kuwait,1996,8373000000.0
Kuwait,1995,7790000000.0
Kuwait,1994,6697000000.0
Kuwait,1993,7036000000.0
Kuwait,1992,7261000000.0
Kuwait,1991,4761000000.0
Kuwait,1990,3972000000.0
Kuwait,1989,6295000000.0
Kuwait,1988,6143000000.0
Kuwait,1987,5493000000.0
Kuwait,1986,5717000000.0
Kuwait,1985,6005000000.0
Kuwait,1984,6896000000.0
Kuwait,1983,7373000000.0
Kuwait,1982,8282000000.0
Kuwait,1981,6978000000.0
Kuwait,1980,6530000000.0
Kuwait,1979,5201000000.0
Kuwait,1978,4598000000.0
Kuwait,1977,4846000000.0
Kuwait,1976,3327000000.0
Kuwait,1975,2388000000.0
Kuwait,1974,1554000000.0
Kuwait,1973,1049000000.0
Kuwait,1972,797000000.0
Kuwait,1971,652000000.0
Kuwait,1970,625000000.0
Kuwait,1969,646000000.0
Kuwait,1968,611000000.0
Kuwait,1967,593000000.0
Kuwait,1966,463000000.0
Kuwait,1965,377000000.0
Kuwait,1964,322000000.0
Kuwait,1963,324000000.0
Kuwait,1962,285000000.0
Kuwait,1961,249000000.0
Kuwait,1960,242000000.0
Kyrgyz Republic,2022,9629000000.0
Kyrgyz Republic,2021,5580000000.0
Kyrgyz Republic,2020,3719000000.0
Kyrgyz Republic,2019,4989000000.0
Kyrgyz Republic,2018,5292000000.0
Kyrgyz Republic,2017,4495000000.0
Kyrgyz Republic,2016,4000000000.0
Kyrgyz Republic,2015,4070000000.0
Kyrgyz Republic,2014,5732000000.0
Kyrgyz Republic,2013,6070000000.0
Kyrgyz Republic,2012,5374000000.0
Kyrgyz Republic,2011,4261000000.0
Kyrgyz Republic,2010,3223000000.0
Kyrgyz Republic,2009,3040000000.0
Kyrgyz Republic,2008,4072000000.0
Kyrgyz Republic,2007,2789000000.0
Kyrgyz Republic,2006,1931000000.0
Kyrgyz Republic,2005,1102000000.0
Kyrgyz Republic,2004,941000000.0
Kyrgyz Republic,2003,717000000.0
Kyrgyz Republic,2002,587000000.0
Kyrgyz Republic,2001,467000000.0
Kyrgyz Republic,2000,558000000.0
Kyrgyz Republic,1999,613000000.0
Kyrgyz Republic,1998,842000000.0
Kyrgyz Republic,1997,709000000.0
Kyrgyz Republic,1996,838000000.0
Kyrgyz Republic,1995,522000000.0
Kyrgyz Republic,1994,316000000.0
Kyrgyz Republic,1993,430000000.0
Kyrgyz Republic,1992,418000000.0
Kyrgyz Republic,1991,
Kyrgyz Republic,1990,
Kyrgyz Republic,1989,
Kyrgyz Republic,1988,
Kyrgyz Republic,1987,
Kyrgyz Republic,1986,
Kyrgyz Republic,1985,
Kyrgyz Republic,1984,
Kyrgyz Republic,1983,
Kyrgyz Republic,1982,
Kyrgyz Republic,1981,
Kyrgyz Republic,1980,
Kyrgyz Republic,1979,
Kyrgyz Republic,1978,
Kyrgyz Republic,1977,
Kyrgyz Republic,1976,
Kyrgyz Republic,1975,
Kyrgyz Republic,1974,
Kyrgyz Republic,1973,
Kyrgyz Republic,1972,
Kyrgyz Republic,1971,
Kyrgyz Republic,1970,
Kyrgyz Republic,1969,
Kyrgyz Republic,1968,
Kyrgyz Republic,1967,
Kyrgyz Republic,1966,
Kyrgyz Republic,1965,
Kyrgyz Republic,1964,
Kyrgyz Republic,1963,
Kyrgyz Republic,1962,
Kyrgyz Republic,1961,
Kyrgyz Republic,1960,
Lao PDR,2022,7244000000.0
Lao PDR,2021,6275000000.0
Lao PDR,2020,5370000000.0
Lao PDR,2019,6272000000.0
Lao PDR,2018,6315000000.0
Lao PDR,2017,5667000000.0
Lao PDR,2016,5372000000.0
Lao PDR,2015,5675000000.0
Lao PDR,2014,4271000000.0
Lao PDR,2013,3081000000.0
Lao PDR,2012,3055000000.0
Lao PDR,2011,2404000000.0
Lao PDR,2010,2060000000.0
Lao PDR,2009,1461000000.0
Lao PDR,2008,1403000000.0
Lao PDR,2007,1067000000.0
Lao PDR,2006,1060000000.0
Lao PDR,2005,882000000.0
Lao PDR,2004,713000000.0
Lao PDR,2003,462000000.0
Lao PDR,2002,447000000.0
Lao PDR,2001,510000000.0
Lao PDR,2000,535000000.0
Lao PDR,1999,525000000.0
Lao PDR,1998,553000000.0
Lao PDR,1997,706000000.0
Lao PDR,1996,690000000.0
Lao PDR,1995,589000000.0
Lao PDR,1994,564000000.0
Lao PDR,1993,432000000.0
Lao PDR,1992,270000000.0
Lao PDR,1991,170000000.0
Lao PDR,1990,185000000.0
Lao PDR,1989,185000000.0
Lao PDR,1988,193000000.0
Lao PDR,1987,216000000.0
Lao PDR,1986,186000000.0
Lao PDR,1985,193000000.0
Lao PDR,1984,162000000.0
Lao PDR,1983,150000000.0
Lao PDR,1982,132000000.0
Lao PDR,1981,110000000.0
Lao PDR,1980,92000000.0
Lao PDR,1979,70000000.0
Lao PDR,1978,16000000.0
Lao PDR,1977,14000000.0
Lao PDR,1976,45000000.0
Lao PDR,1975,45000000.0
Lao PDR,1974,65000000.0
Lao PDR,1973,57000000.0
Lao PDR,1972,63000000.0
Lao PDR,1971,82000000.0
Lao PDR,1970,114000000.0
Lao PDR,1969,83000000.0
Lao PDR,1968,54000000.0
Lao PDR,1967,49000000.0
Lao PDR,1966,42000000.0
Lao PDR,1965,33000000.0
Lao PDR,1964,26000000.0
Lao PDR,1963,26000000.0
Lao PDR,1962,23000000.0
Lao PDR,1961,17000000.0
Lao PDR,1960,19000000.0
Latvia,2022,29497000000.0
Latvia,2021,24446000000.0
Latvia,2020,18441000000.0
Latvia,2019,18959000000.0
Latvia,2018,19681000000.0
Latvia,2017,17033000000.0
Latvia,2016,14434000000.0
Latvia,2015,14719000000.0
Latvia,2014,17964000000.0
Latvia,2013,17865000000.0
Latvia,2012,17227000000.0
Latvia,2011,16290000000.0
Latvia,2010,11691000000.0
Latvia,2009,9811000000.0
Latvia,2008,16143000000.0
Latvia,2007,15322000000.0
Latvia,2006,11541000000.0
Latvia,2005,8697000000.0
Latvia,2004,7096000000.0
Latvia,2003,5234000000.0
Latvia,2002,4046000000.0
Latvia,2001,3506000000.0
Latvia,2000,3202000000.0
Latvia,1999,2954000000.0
Latvia,1998,3191000000.0
Latvia,1997,2721000000.0
Latvia,1996,2320000000.0
Latvia,1995,1818000000.0
Latvia,1994,1251000000.0
Latvia,1993,872000000.0
Latvia,1992,795000000.0
Latvia,1991,
Latvia,1990,
Latvia,1989,
Latvia,1988,
Latvia,1987,
Latvia,1986,
Latvia,1985,
Latvia,1984,
Latvia,1983,
Latvia,1982,
Latvia,1981,
Latvia,1980,
Latvia,1979,
Latvia,1978,
Latvia,1977,
Latvia,1976,
Latvia,1975,
Latvia,1974,
Latvia,1973,
Latvia,1972,
Latvia,1971,
Latvia,1970,
Latvia,1969,
Latvia,1968,
Latvia,1967,
Latvia,1966,
Latvia,1965,
Latvia,1964,
Latvia,1963,
Latvia,1962,
Latvia,1961,
Latvia,1960,
Lebanon,2022,19503000000.0
Lebanon,2021,13857000000.0
Lebanon,2020,11355000000.0
Lebanon,2019,19641000000.0
Lebanon,2018,20396000000.0
Lebanon,2017,19911000000.0
Lebanon,2016,19368000000.0
Lebanon,2015,18965000000.0
Lebanon,2014,22081000000.0
Lebanon,2013,22024000000.0
Lebanon,2012,21945000000.0
Lebanon,2011,20750000000.0
Lebanon,2010,18460000000.0
Lebanon,2009,16574000000.0
Lebanon,2008,16754000000.0
Lebanon,2007,12251000000.0
Lebanon,2006,9647000000.0
Lebanon,2005,9633000000.0
Lebanon,2004,9609000000.0
Lebanon,2003,7315000000.0
Lebanon,2002,6560000000.0
Lebanon,2001,7380000000.0
Lebanon,2000,6230000000.0
Lebanon,1999,6207000000.0
Lebanon,1998,7070000000.0
Lebanon,1997,7467000000.0
Lebanon,1996,7540000000.0
Lebanon,1995,7278000000.0
Lebanon,1994,5933000000.0
Lebanon,1993,4821000000.0
Lebanon,1992,4202000000.0
Lebanon,1991,3743000000.0
Lebanon,1990,2525000000.0
Lebanon,1989,2235000000.0
Lebanon,1988,2457000000.0
Lebanon,1987,1880000000.0
Lebanon,1986,2203000000.0
Lebanon,1985,2203000000.0
Lebanon,1984,2948000000.0
Lebanon,1983,3661000000.0
Lebanon,1982,3391000000.0
Lebanon,1981,3499000000.0
Lebanon,1980,3650000000.0
Lebanon,1979,2700000000.0
Lebanon,1978,1922000000.0
Lebanon,1977,1539000000.0
Lebanon,1976,612000000.0
