Country,Year,Net migration
Curacao,1975,-1889.0
Curacao,1974,-1872.0
Curacao,1973,-1762.0
Curacao,1972,-1469.0
Curacao,1971,-1096.0
Curacao,1970,-1044.0
Curacao,1969,-1021.0
Curacao,1968,-1011.0
Curacao,1967,-1018.0
Curacao,1966,-1027.0
Curacao,1965,-1031.0
Curacao,1964,-1045.0
Curacao,1963,-1071.0
Curacao,1962,-1115.0
Curacao,1961,-1160.0
Curacao,1960,-1530.0
Cyprus,2022,
Cyprus,2021,1995.0
Cyprus,2020,2999.0
Cyprus,2019,4948.0
Cyprus,2018,4977.0
Cyprus,2017,5014.0
Cyprus,2016,4878.0
Cyprus,2015,4655.0
Cyprus,2014,4467.0
Cyprus,2013,4426.0
Cyprus,2012,4789.0
Cyprus,2011,6134.0
Cyprus,2010,12456.0
Cyprus,2009,12173.0
Cyprus,2008,12489.0
Cyprus,2007,12912.0
Cyprus,2006,12664.0
Cyprus,2005,13237.0
Cyprus,2004,13126.0
Cyprus,2003,13326.0
Cyprus,2002,13449.0
Cyprus,2001,12052.0
Cyprus,2000,11577.0
Cyprus,1999,11839.0
Cyprus,1998,11566.0
Cyprus,1997,11382.0
Cyprus,1996,11197.0
Cyprus,1995,11179.0
Cyprus,1994,11017.0
Cyprus,1993,11094.0
Cyprus,1992,3587.0
Cyprus,1991,2565.0
Cyprus,1990,2551.0
Cyprus,1989,2987.0
Cyprus,1988,2723.0
Cyprus,1987,3374.0
Cyprus,1986,3342.0
Cyprus,1985,3567.0
Cyprus,1984,3380.0
Cyprus,1983,3604.0
Cyprus,1982,1768.0
Cyprus,1981,1353.0
Cyprus,1980,301.0
Cyprus,1979,1285.0
Cyprus,1978,1739.0
Cyprus,1977,2019.0
Cyprus,1976,1018.0
Cyprus,1975,-4819.0
Cyprus,1974,-8222.0
Cyprus,1973,-2874.0
Cyprus,1972,-5896.0
Cyprus,1971,-5468.0
Cyprus,1970,-5021.0
Cyprus,1969,-5050.0
Cyprus,1968,-4975.0
Cyprus,1967,-4708.0
Cyprus,1966,-4471.0
Cyprus,1965,-4748.0
Cyprus,1964,-3598.0
Cyprus,1963,-3026.0
Cyprus,1962,-3290.0
Cyprus,1961,-3395.0
Cyprus,1960,2674.0
Czechia,2022,
Czechia,2021,3621.0
Czechia,2020,3621.0
Czechia,2019,4030.0
Czechia,2018,3193.0
Czechia,2017,2809.0
Czechia,2016,-300.0
Czechia,2015,5297.0
Czechia,2014,5009.0
Czechia,2013,-1553.0
Czechia,2012,10308.0
Czechia,2011,16409.0
Czechia,2010,34805.0
Czechia,2009,31317.0
Czechia,2008,29811.0
Czechia,2007,27262.0
Czechia,2006,25831.0
Czechia,2005,24895.0
Czechia,2004,25947.0
Czechia,2003,25694.0
Czechia,2002,26188.0
Czechia,2001,21486.0
Czechia,2000,4195.0
Czechia,1999,5382.0
Czechia,1998,5383.0
Czechia,1997,5670.0
Czechia,1996,5469.0
Czechia,1995,6465.0
Czechia,1994,6820.0
Czechia,1993,6639.0
Czechia,1992,5727.0
Czechia,1991,3543.0
Czechia,1990,-4187.0
Czechia,1989,-2873.0
Czechia,1988,-962.0
Czechia,1987,-2471.0
Czechia,1986,-608.0
Czechia,1985,-487.0
Czechia,1984,-1331.0
Czechia,1983,-2598.0
Czechia,1982,-1329.0
Czechia,1981,-1731.0
Czechia,1980,-33.0
Czechia,1979,-995.0
Czechia,1978,-1675.0
Czechia,1977,-2928.0
Czechia,1976,-3430.0
Czechia,1975,-3733.0
Czechia,1974,-4044.0
Czechia,1973,-2013.0
Czechia,1972,-4158.0
Czechia,1971,-4843.0
Czechia,1970,-10433.0
Czechia,1969,-8413.0
Czechia,1968,-8719.0
Czechia,1967,-8620.0
Czechia,1966,-8919.0
Czechia,1965,-7987.0
Czechia,1964,-6418.0
Czechia,1963,-6350.0
Czechia,1962,-7261.0
Czechia,1961,-7202.0
Czechia,1960,1514.0
Denmark,2022,
Denmark,2021,22746.0
Denmark,2020,23076.0
Denmark,2019,23305.0
Denmark,2018,23337.0
Denmark,2017,23188.0
Denmark,2016,22859.0
Denmark,2015,22368.0
Denmark,2014,21670.0
Denmark,2013,20779.0
Denmark,2012,19732.0
Denmark,2011,18519.0
Denmark,2010,17037.0
Denmark,2009,15469.0
Denmark,2008,14111.0
Denmark,2007,13067.0
Denmark,2006,12217.0
Denmark,2005,11693.0
Denmark,2004,11366.0
Denmark,2003,11337.0
Denmark,2002,11518.0
Denmark,2001,11934.0
Denmark,2000,12536.0
Denmark,1999,13391.0
Denmark,1998,13972.0
Denmark,1997,14313.0
Denmark,1996,14394.0
Denmark,1995,14157.0
Denmark,1994,13723.0
Denmark,1993,13011.0
Denmark,1992,11990.0
Denmark,1991,10812.0
Denmark,1990,9449.0
Denmark,1989,7849.0
Denmark,1988,6443.0
Denmark,1987,5265.0
Denmark,1986,4227.0
Denmark,1985,3498.0
Denmark,1984,2926.0
Denmark,1983,2606.0
Denmark,1982,2456.0
Denmark,1981,2575.0
Denmark,1980,2904.0
Denmark,1979,3449.0
Denmark,1978,3905.0
Denmark,1977,4254.0
Denmark,1976,4527.0
Denmark,1975,4643.0
Denmark,1974,4635.0
Denmark,1973,4568.0
Denmark,1972,4349.0
Denmark,1971,4087.0
Denmark,1970,3763.0
Denmark,1969,3337.0
Denmark,1968,2961.0
Denmark,1967,2561.0
Denmark,1966,2089.0
Denmark,1965,1584.0
Denmark,1964,1060.0
Denmark,1963,545.0
Denmark,1962,152.0
Denmark,1961,-400.0
Denmark,1960,-726.0
Djibouti,2022,
Djibouti,2021,742.0
Djibouti,2020,744.0
Djibouti,2019,1322.0
Djibouti,2018,1435.0
Djibouti,2017,1535.0
Djibouti,2016,1623.0
Djibouti,2015,1723.0
Djibouti,2014,1900.0
Djibouti,2013,2033.0
Djibouti,2012,2104.0
Djibouti,2011,2090.0
Djibouti,2010,2129.0
Djibouti,2009,2770.0
Djibouti,2008,2148.0
Djibouti,2007,1253.0
Djibouti,2006,2723.0
Djibouti,2005,-3779.0
Djibouti,2004,-5247.0
Djibouti,2003,-5634.0
Djibouti,2002,5022.0
Djibouti,2001,7631.0
Djibouti,2000,5627.0
Djibouti,1999,7046.0
Djibouti,1998,10355.0
Djibouti,1997,13623.0
Djibouti,1996,2650.0
Djibouti,1995,-3163.0
Djibouti,1994,-15756.0
Djibouti,1993,8896.0
Djibouti,1992,-65203.0
Djibouti,1991,21510.0
Djibouti,1990,49970.0
Djibouti,1989,33465.0
Djibouti,1988,17242.0
Djibouti,1987,17545.0
Djibouti,1986,14543.0
Djibouti,1985,9997.0
Djibouti,1984,5452.0
Djibouti,1983,2441.0
Djibouti,1982,2450.0
Djibouti,1981,5502.0
Djibouti,1980,10121.0
Djibouti,1979,14726.0
Djibouti,1978,17788.0
Djibouti,1977,17961.0
Djibouti,1976,16028.0
Djibouti,1975,13029.0
Djibouti,1974,9910.0
Djibouti,1973,7583.0
Djibouti,1972,6690.0
Djibouti,1971,6184.0
Djibouti,1970,5004.0
Djibouti,1969,4995.0
Djibouti,1968,3001.0
Djibouti,1967,3001.0
Djibouti,1966,3014.0
Djibouti,1965,3023.0
Djibouti,1964,2846.0
Djibouti,1963,2257.0
Djibouti,1962,1695.0
Djibouti,1961,1136.0
Djibouti,1960,886.0
Dominica,2022,
Dominica,2021,57.0
Dominica,2020,100.0
Dominica,2019,326.0
Dominica,2018,194.0
Dominica,2017,187.0
Dominica,2016,179.0
Dominica,2015,-393.0
Dominica,2014,1445.0
Dominica,2013,-445.0
Dominica,2012,158.0
Dominica,2011,0.0
Dominica,2010,-243.0
Dominica,2009,-228.0
Dominica,2008,-347.0
Dominica,2007,-332.0
Dominica,2006,-390.0
Dominica,2005,-314.0
Dominica,2004,-304.0
Dominica,2003,-259.0
Dominica,2002,-278.0
Dominica,2001,-603.0
Dominica,2000,-994.0
Dominica,1999,-945.0
Dominica,1998,-778.0
Dominica,1997,-763.0
Dominica,1996,-784.0
Dominica,1995,-851.0
Dominica,1994,-926.0
Dominica,1993,-1014.0
Dominica,1992,-1049.0
Dominica,1991,-1131.0
Dominica,1990,-1553.0
Dominica,1989,-1478.0
Dominica,1988,-1593.0
Dominica,1987,-1473.0
Dominica,1986,-1561.0
Dominica,1985,-1501.0
Dominica,1984,-1473.0
Dominica,1983,-1657.0
Dominica,1982,-1541.0
Dominica,1981,-1382.0
Dominica,1980,-923.0
Dominica,1979,-804.0
Dominica,1978,-745.0
Dominica,1977,-684.0
Dominica,1976,-679.0
Dominica,1975,-718.0
Dominica,1974,-771.0
Dominica,1973,-826.0
Dominica,1972,-932.0
Dominica,1971,-940.0
Dominica,1970,-837.0
Dominica,1969,-386.0
Dominica,1968,-222.0
Dominica,1967,-391.0
Dominica,1966,-676.0
Dominica,1965,-368.0
Dominica,1964,-513.0
Dominica,1963,-510.0
Dominica,1962,-555.0
Dominica,1961,-518.0
Dominica,1960,-699.0
Dominican Republic,2022,
Dominican Republic,2021,-14966.0
Dominican Republic,2020,-14966.0
Dominican Republic,2019,-29830.0
Dominican Republic,2018,-29944.0
Dominican Republic,2017,-30055.0
Dominican Republic,2016,-30181.0
Dominican Republic,2015,-30310.0
Dominican Republic,2014,-30449.0
Dominican Republic,2013,-30563.0
Dominican Republic,2012,-30615.0
Dominican Republic,2011,-30572.0
Dominican Republic,2010,-30489.0
Dominican Republic,2009,-30468.0
Dominican Republic,2008,-30605.0
Dominican Republic,2007,-30898.0
Dominican Republic,2006,-30977.0
Dominican Republic,2005,-30883.0
Dominican Republic,2004,-30709.0
Dominican Republic,2003,-30549.0
Dominican Republic,2002,-30477.0
Dominican Republic,2001,-30371.0
Dominican Republic,2000,-30231.0
Dominican Republic,1999,-30104.0
Dominican Republic,1998,-30030.0
Dominican Republic,1997,-30020.0
Dominican Republic,1996,-29875.0
Dominican Republic,1995,-29610.0
Dominican Republic,1994,-30721.0
Dominican Republic,1993,-30265.0
Dominican Republic,1992,-29822.0
Dominican Republic,1991,-29349.0
Dominican Republic,1990,-27399.0
Dominican Republic,1989,-26983.0
Dominican Republic,1988,-26560.0
Dominican Republic,1987,-25852.0
Dominican Republic,1986,-24769.0
Dominican Republic,1985,-23385.0
Dominican Republic,1984,-22238.0
Dominican Republic,1983,-21584.0
Dominican Republic,1982,-20884.0
Dominican Republic,1981,-19810.0
Dominican Republic,1980,-17487.0
Dominican Republic,1979,-14748.0
Dominican Republic,1978,-13949.0
Dominican Republic,1977,-13738.0
Dominican Republic,1976,-13345.0
Dominican Republic,1975,-13171.0
Dominican Republic,1974,-13514.0
Dominican Republic,1973,-14106.0
Dominican Republic,1972,-14342.0
Dominican Republic,1971,-14162.0
Dominican Republic,1970,-13518.0
Dominican Republic,1969,-12540.0
Dominican Republic,1968,-11483.0
Dominican Republic,1967,-10991.0
Dominican Republic,1966,-10478.0
Dominican Republic,1965,-9943.0
Dominican Republic,1964,-9418.0
Dominican Republic,1963,-8917.0
Dominican Republic,1962,-8475.0
Dominican Republic,1961,-8018.0
Dominican Republic,1960,-7545.0
Ecuador,2022,
Ecuador,2021,35894.0
Ecuador,2020,35894.0
Ecuador,2019,71801.0
Ecuador,2018,153372.0
Ecuador,2017,49359.0
Ecuador,2016,27063.0
Ecuador,2015,14740.0
Ecuador,2014,2288.0
Ecuador,2013,-6151.0
Ecuador,2012,-7832.0
Ecuador,2011,-8135.0
Ecuador,2010,-8315.0
Ecuador,2009,-8487.0
Ecuador,2008,-8776.0
Ecuador,2007,-9625.0
Ecuador,2006,-12621.0
Ecuador,2005,-16816.0
Ecuador,2004,-20921.0
Ecuador,2003,-22605.0
Ecuador,2002,-28089.0
Ecuador,2001,-34968.0
Ecuador,2000,-41899.0
Ecuador,1999,-46434.0
Ecuador,1998,-47999.0
Ecuador,1997,-47259.0
Ecuador,1996,-46046.0
Ecuador,1995,-45172.0
Ecuador,1994,-44398.0
Ecuador,1993,-41843.0
Ecuador,1992,-34721.0
Ecuador,1991,-21384.0
Ecuador,1990,-15159.0
Ecuador,1989,-11360.0
Ecuador,1988,-8299.0
Ecuador,1987,-4709.0
Ecuador,1986,-3263.0
Ecuador,1985,-3146.0
Ecuador,1984,-3021.0
Ecuador,1983,-2882.0
Ecuador,1982,-2700.0
Ecuador,1981,-2418.0
Ecuador,1980,-2080.0
Ecuador,1979,-1757.0
Ecuador,1978,-1514.0
Ecuador,1977,-1386.0
Ecuador,1976,-1288.0
Ecuador,1975,-1206.0
Ecuador,1974,-1141.0
Ecuador,1973,-1102.0
Ecuador,1972,-1095.0
Ecuador,1971,-1095.0
Ecuador,1970,-1095.0
Ecuador,1969,-1095.0
Ecuador,1968,-1095.0
Ecuador,1967,-1116.0
Ecuador,1966,-1251.0
Ecuador,1965,-1456.0
Ecuador,1964,-1651.0
Ecuador,1963,-1778.0
Ecuador,1962,-1795.0
Ecuador,1961,-1775.0
Ecuador,1960,-1742.0
"Egypt, Arab Rep.",2022,
"Egypt, Arab Rep.",2021,-32370.0
"Egypt, Arab Rep.",2020,4476.0
"Egypt, Arab Rep.",2019,-59715.0
"Egypt, Arab Rep.",2018,-61050.0
"Egypt, Arab Rep.",2017,-23281.0
"Egypt, Arab Rep.",2016,4132.0
"Egypt, Arab Rep.",2015,-79150.0
"Egypt, Arab Rep.",2014,5961.0
"Egypt, Arab Rep.",2013,163449.0
"Egypt, Arab Rep.",2012,-2118.0
"Egypt, Arab Rep.",2011,158511.0
"Egypt, Arab Rep.",2010,-18831.0
"Egypt, Arab Rep.",2009,-55856.0
"Egypt, Arab Rep.",2008,-46339.0
"Egypt, Arab Rep.",2007,-32607.0
"Egypt, Arab Rep.",2006,-28511.0
"Egypt, Arab Rep.",2005,-18144.0
"Egypt, Arab Rep.",2004,31302.0
"Egypt, Arab Rep.",2003,37743.0
"Egypt, Arab Rep.",2002,73253.0
"Egypt, Arab Rep.",2001,927.0
"Egypt, Arab Rep.",2000,-2815.0
"Egypt, Arab Rep.",1999,-163.0
"Egypt, Arab Rep.",1998,11316.0
"Egypt, Arab Rep.",1997,14366.0
"Egypt, Arab Rep.",1996,7378.0
"Egypt, Arab Rep.",1995,-31423.0
"Egypt, Arab Rep.",1994,-11479.0
"Egypt, Arab Rep.",1993,-42612.0
"Egypt, Arab Rep.",1992,-41760.0
"Egypt, Arab Rep.",1991,-63804.0
"Egypt, Arab Rep.",1990,6995.0
"Egypt, Arab Rep.",1989,6079.0
"Egypt, Arab Rep.",1988,10280.0
"Egypt, Arab Rep.",1987,-6046.0
"Egypt, Arab Rep.",1986,-15155.0
"Egypt, Arab Rep.",1985,-199.0
"Egypt, Arab Rep.",1984,-5955.0
"Egypt, Arab Rep.",1983,-3126.0
"Egypt, Arab Rep.",1982,-33767.0
"Egypt, Arab Rep.",1981,-54511.0
"Egypt, Arab Rep.",1980,-50167.0
"Egypt, Arab Rep.",1979,-81024.0
"Egypt, Arab Rep.",1978,-92176.0
"Egypt, Arab Rep.",1977,-92212.0
"Egypt, Arab Rep.",1976,-144535.0
"Egypt, Arab Rep.",1975,-125141.0
"Egypt, Arab Rep.",1974,-121442.0
"Egypt, Arab Rep.",1973,-112685.0
"Egypt, Arab Rep.",1972,-111509.0
"Egypt, Arab Rep.",1971,-113627.0
"Egypt, Arab Rep.",1970,-70830.0
"Egypt, Arab Rep.",1969,-58834.0
"Egypt, Arab Rep.",1968,-43814.0
"Egypt, Arab Rep.",1967,-30046.0
"Egypt, Arab Rep.",1966,-25834.0
"Egypt, Arab Rep.",1965,-4593.0
"Egypt, Arab Rep.",1964,-1750.0
"Egypt, Arab Rep.",1963,2806.0
"Egypt, Arab Rep.",1962,3984.0
"Egypt, Arab Rep.",1961,2504.0
"Egypt, Arab Rep.",1960,-2959.0
El Salvador,2022,
El Salvador,2021,-27343.0
El Salvador,2020,-25214.0
El Salvador,2019,-55143.0
El Salvador,2018,-54158.0
El Salvador,2017,-50616.0
El Salvador,2016,-47499.0
El Salvador,2015,-51282.0
El Salvador,2014,-49130.0
El Salvador,2013,-49086.0
El Salvador,2012,-50554.0
El Salvador,2011,-53440.0
El Salvador,2010,-54686.0
El Salvador,2009,-55962.0
El Salvador,2008,-56087.0
El Salvador,2007,-56863.0
El Salvador,2006,-89964.0
El Salvador,2005,-91042.0
El Salvador,2004,-89193.0
El Salvador,2003,-91736.0
El Salvador,2002,-92034.0
El Salvador,2001,-93347.0
El Salvador,2000,-97219.0
El Salvador,1999,-98364.0
El Salvador,1998,-97089.0
El Salvador,1997,-93078.0
El Salvador,1996,-92279.0
El Salvador,1995,-89307.0
El Salvador,1994,-82069.0
El Salvador,1993,-76214.0
El Salvador,1992,-48228.0
El Salvador,1991,-50621.0
El Salvador,1990,-39690.0
El Salvador,1989,-38211.0
El Salvador,1988,-30806.0
El Salvador,1987,-32308.0
El Salvador,1986,-32181.0
El Salvador,1985,-29111.0
El Salvador,1984,-27767.0
El Salvador,1983,-25694.0
El Salvador,1982,-27159.0
El Salvador,1981,-97365.0
El Salvador,1980,-41318.0
El Salvador,1979,-34002.0
El Salvador,1978,-31463.0
El Salvador,1977,-28742.0
El Salvador,1976,-31317.0
El Salvador,1975,-26198.0
El Salvador,1974,-22844.0
El Salvador,1973,-19347.0
El Salvador,1972,-17317.0
El Salvador,1971,-16389.0
El Salvador,1970,-11367.0
El Salvador,1969,-12361.0
El Salvador,1968,-11011.0
El Salvador,1967,-10442.0
El Salvador,1966,-11307.0
El Salvador,1965,-11220.0
El Salvador,1964,-13645.0
El Salvador,1963,-14708.0
El Salvador,1962,-14351.0
El Salvador,1961,-4160.0
El Salvador,1960,-4888.0
Equatorial Guinea,2022,
Equatorial Guinea,2021,6486.0
Equatorial Guinea,2020,0.0
Equatorial Guinea,2019,14695.0
Equatorial Guinea,2018,15583.0
Equatorial Guinea,2017,16395.0
Equatorial Guinea,2016,17109.0
Equatorial Guinea,2015,17694.0
Equatorial Guinea,2014,18051.0
Equatorial Guinea,2013,18105.0
Equatorial Guinea,2012,17859.0
Equatorial Guinea,2011,17606.0
Equatorial Guinea,2010,22033.0
Equatorial Guinea,2009,21233.0
Equatorial Guinea,2008,19930.0
Equatorial Guinea,2007,18437.0
Equatorial Guinea,2006,16885.0
Equatorial Guinea,2005,15549.0
Equatorial Guinea,2004,14733.0
Equatorial Guinea,2003,14544.0
Equatorial Guinea,2002,14757.0
Equatorial Guinea,2001,15084.0
Equatorial Guinea,2000,15352.0
Equatorial Guinea,1999,7844.0
Equatorial Guinea,1998,7300.0
Equatorial Guinea,1997,6690.0
Equatorial Guinea,1996,6001.0
Equatorial Guinea,1995,5300.0
Equatorial Guinea,1994,4666.0
Equatorial Guinea,1993,4175.0
Equatorial Guinea,1992,3865.0
Equatorial Guinea,1991,3636.0
Equatorial Guinea,1990,3506.0
Equatorial Guinea,1989,3538.0
Equatorial Guinea,1988,3778.0
Equatorial Guinea,1987,4472.0
Equatorial Guinea,1986,6320.0
Equatorial Guinea,1985,8819.0
Equatorial Guinea,1984,11220.0
Equatorial Guinea,1983,12767.0
Equatorial Guinea,1982,12568.0
Equatorial Guinea,1981,9605.0
Equatorial Guinea,1980,4903.0
Equatorial Guinea,1979,-235.0
Equatorial Guinea,1978,-4553.0
Equatorial Guinea,1977,-7131.0
Equatorial Guinea,1976,-9377.0
Equatorial Guinea,1975,-11398.0
Equatorial Guinea,1974,-12983.0
Equatorial Guinea,1973,-13875.0
Equatorial Guinea,1972,-13576.0
Equatorial Guinea,1971,-10760.0
Equatorial Guinea,1970,-6499.0
Equatorial Guinea,1969,-2237.0
Equatorial Guinea,1968,572.0
Equatorial Guinea,1967,984.0
Equatorial Guinea,1966,931.0
Equatorial Guinea,1965,850.0
Equatorial Guinea,1964,747.0
Equatorial Guinea,1963,639.0
Equatorial Guinea,1962,537.0
Equatorial Guinea,1961,392.0
Equatorial Guinea,1960,222.0
Eritrea,2022,
Eritrea,2021,-14988.0
Eritrea,2020,-14987.0
Eritrea,2019,-29849.0
Eritrea,2018,-21435.0
Eritrea,2017,-38636.0
Eritrea,2016,-55530.0
Eritrea,2015,-53049.0
Eritrea,2014,-75830.0
Eritrea,2013,-34025.0
Eritrea,2012,-43335.0
Eritrea,2011,-32992.0
Eritrea,2010,-13369.0
Eritrea,2009,-24355.0
Eritrea,2008,17859.0
Eritrea,2007,-18156.0
Eritrea,2006,-50036.0
Eritrea,2005,-12841.0
Eritrea,2004,-6376.0
Eritrea,2003,76703.0
Eritrea,2002,-6571.0
Eritrea,2001,41755.0
Eritrea,2000,-33196.0
Eritrea,1999,-3770.0
Eritrea,1998,-32003.0
Eritrea,1997,-30772.0
Eritrea,1996,-52425.0
Eritrea,1995,136103.0
Eritrea,1994,-25840.0
Eritrea,1993,33686.0
Eritrea,1992,-22331.0
Eritrea,1991,-328546.0
Eritrea,1990,-12442.0
Eritrea,1989,-7336.0
Eritrea,1988,-3608.0
Eritrea,1987,-3609.0
Eritrea,1986,-1086.0
Eritrea,1985,-1086.0
Eritrea,1984,785.0
Eritrea,1983,1854.0
Eritrea,1982,1995.0
Eritrea,1981,1995.0
Eritrea,1980,1995.0
Eritrea,1979,1995.0
Eritrea,1978,1995.0
Eritrea,1977,1995.0
Eritrea,1976,1995.0
Eritrea,1975,1995.0
Eritrea,1974,1995.0
Eritrea,1973,1995.0
Eritrea,1972,1964.0
Eritrea,1971,1770.0
Eritrea,1970,1487.0
Eritrea,1969,1208.0
Eritrea,1968,1017.0
Eritrea,1967,1007.0
Eritrea,1966,1073.0
Eritrea,1965,1194.0
Eritrea,1964,1308.0
Eritrea,1963,1376.0
Eritrea,1962,1371.0
Eritrea,1961,1247.0
Eritrea,1960,1059.0
Estonia,2022,
Estonia,2021,2995.0
Estonia,2020,2995.0
Estonia,2019,5410.0
Estonia,2018,7229.0
Estonia,2017,5329.0
Estonia,2016,1164.0
Estonia,2015,4308.0
Estonia,2014,-562.0
Estonia,2013,-2650.0
Estonia,2012,-3646.0
Estonia,2011,-3929.0
Estonia,2010,-3759.0
Estonia,2009,-1939.0
Estonia,2008,-1973.0
Estonia,2007,-2862.0
Estonia,2006,-5403.0
Estonia,2005,-5242.0
Estonia,2004,-3768.0
Estonia,2003,-3780.0
Estonia,2002,-2984.0
Estonia,2001,-3422.0
Estonia,2000,-3230.0
Estonia,1999,1271.0
Estonia,1998,-3534.0
Estonia,1997,-4299.0
Estonia,1996,-10627.0
Estonia,1995,-12803.0
Estonia,1994,-18299.0
Estonia,1993,-25729.0
Estonia,1992,-38462.0
Estonia,1991,-9850.0
Estonia,1990,-2798.0
Estonia,1989,-416.0
Estonia,1988,5227.0
Estonia,1987,5490.0
Estonia,1986,5147.0
Estonia,1985,5033.0
Estonia,1984,5124.0
Estonia,1983,5097.0
Estonia,1982,4855.0
Estonia,1981,4976.0
Estonia,1980,4505.0
Estonia,1979,4654.0
Estonia,1978,7241.0
Estonia,1977,7330.0
Estonia,1976,6887.0
Estonia,1975,6670.0
Estonia,1974,6804.0
Estonia,1973,6781.0
Estonia,1972,6764.0
Estonia,1971,6717.0
Estonia,1970,6294.0
Estonia,1969,8657.0
Estonia,1968,9268.0
Estonia,1967,9410.0
Estonia,1966,9109.0
Estonia,1965,8941.0
Estonia,1964,8876.0
Estonia,1963,8334.0
Estonia,1962,8272.0
Estonia,1961,8210.0
Estonia,1960,7627.0
Eswatini,2022,
Eswatini,2021,-4897.0
Eswatini,2020,-4897.0
Eswatini,2019,-9796.0
Eswatini,2018,-9956.0
Eswatini,2017,-10127.0
Eswatini,2016,-10295.0
Eswatini,2015,-10464.0
Eswatini,2014,-10586.0
Eswatini,2013,-10662.0
Eswatini,2012,-10706.0
Eswatini,2011,-10654.0
Eswatini,2010,-10467.0
Eswatini,2009,-10223.0
Eswatini,2008,-10009.0
Eswatini,2007,-7997.0
Eswatini,2006,-8136.0
Eswatini,2005,-8000.0
Eswatini,2004,-7656.0
Eswatini,2003,-7327.0
Eswatini,2002,-7036.0
Eswatini,2001,-6832.0
Eswatini,2000,-6689.0
Eswatini,1999,-6575.0
Eswatini,1998,-6058.0
Eswatini,1997,-5749.0
Eswatini,1996,-2949.0
Eswatini,1995,-2501.0
Eswatini,1994,-48259.0
Eswatini,1993,-6692.0
Eswatini,1992,6012.0
Eswatini,1991,7496.0
Eswatini,1990,7169.0
Eswatini,1989,-7701.0
Eswatini,1988,14879.0
Eswatini,1987,2417.0
Eswatini,1986,1353.0
Eswatini,1985,1790.0
Eswatini,1984,-2884.0
Eswatini,1983,-2850.0
Eswatini,1982,-2887.0
Eswatini,1981,-7809.0
Eswatini,1980,-2808.0
Eswatini,1979,-2649.0
Eswatini,1978,-2439.0
Eswatini,1977,-2988.0
Eswatini,1976,-2980.0
Eswatini,1975,-3224.0
Eswatini,1974,-3296.0
Eswatini,1973,-3289.0
Eswatini,1972,-3250.0
Eswatini,1971,-3181.0
Eswatini,1970,-3059.0
Eswatini,1969,-2913.0
Eswatini,1968,-2743.0
Eswatini,1967,-2078.0
Eswatini,1966,-1558.0
Eswatini,1965,-1582.0
Eswatini,1964,-2049.0
Eswatini,1963,-2357.0
Eswatini,1962,-2389.0
Eswatini,1961,-2271.0
Eswatini,1960,-2082.0
Ethiopia,2022,
Ethiopia,2021,-1391.0
Ethiopia,2020,38867.0
Ethiopia,2019,-10803.0
Ethiopia,2018,9309.0
Ethiopia,2017,71769.0
Ethiopia,2016,115812.0
Ethiopia,2015,62784.0
Ethiopia,2014,103119.0
Ethiopia,2013,80953.0
Ethiopia,2012,119512.0
Ethiopia,2011,116793.0
Ethiopia,2010,80213.0
Ethiopia,2009,16319.0
Ethiopia,2008,-20776.0
Ethiopia,2007,-389.0
Ethiopia,2006,-30511.0
Ethiopia,2005,-44423.0
Ethiopia,2004,-25428.0
Ethiopia,2003,-13744.0
Ethiopia,2002,-12921.0
Ethiopia,2001,-19067.0
Ethiopia,2000,-49892.0
Ethiopia,1999,29118.0
Ethiopia,1998,-3002.0
Ethiopia,1997,-9120.0
Ethiopia,1996,41345.0
Ethiopia,1995,91538.0
Ethiopia,1994,140715.0
Ethiopia,1993,141549.0
Ethiopia,1992,160103.0
Ethiopia,1991,859739.0
Ethiopia,1990,296018.0
Ethiopia,1989,242615.0
Ethiopia,1988,379966.0
Ethiopia,1987,251387.0
Ethiopia,1986,186232.0
Ethiopia,1985,157474.0
Ethiopia,1984,137638.0
Ethiopia,1983,68018.0
Ethiopia,1982,66700.0
Ethiopia,1981,628135.0
Ethiopia,1980,-903529.0
Ethiopia,1979,-711455.0
Ethiopia,1978,-210991.0
Ethiopia,1977,-527133.0
Ethiopia,1976,-36153.0
Ethiopia,1975,-42567.0
Ethiopia,1974,-4219.0
Ethiopia,1973,355.0
Ethiopia,1972,-3379.0
Ethiopia,1971,-14508.0
Ethiopia,1970,8595.0
Ethiopia,1969,7265.0
Ethiopia,1968,9992.0
Ethiopia,1967,14434.0
Ethiopia,1966,9162.0
Ethiopia,1965,16349.0
Ethiopia,1964,10745.0
Ethiopia,1963,9418.0
Ethiopia,1962,8965.0
Ethiopia,1961,6940.0
Ethiopia,1960,1698.0
Faroe Islands,2022,
Faroe Islands,2021,0.0
Faroe Islands,2020,498.0
Faroe Islands,2019,580.0
Faroe Islands,2018,653.0
Faroe Islands,2017,622.0
Faroe Islands,2016,537.0
Faroe Islands,2015,542.0
Faroe Islands,2014,-111.0
Faroe Islands,2013,-118.0
Faroe Islands,2012,-149.0
Faroe Islands,2011,-109.0
Faroe Islands,2010,-116.0
Faroe Islands,2009,-159.0
Faroe Islands,2008,-162.0
Faroe Islands,2007,-156.0
Faroe Islands,2006,-187.0
Faroe Islands,2005,-151.0
Faroe Islands,2004,390.0
Faroe Islands,2003,317.0
Faroe Islands,2002,369.0
Faroe Islands,2001,396.0
Faroe Islands,2000,332.0
Faroe Islands,1999,116.0
Faroe Islands,1998,156.0
